Time,Q1, Q2, Q3, Q4, Q5, Q6, T1, T2, T3, T4, T5, T6
14:41:16:772956,-0.476649,-0.0424988,1.80701,0,1.27446,1.87869,-9.534,18.459,-3.325,0.161,-0.002818,-0.853854,
14:41:16:777888,-0.477592,-0.0421846,1.80736,0,1.27446,1.87749,-9.583,19.138,-6.559,0.028,0.077495,-0.387475,
14:41:16:783062,-0.478552,-0.0418704,1.80769,0,1.27446,1.87626,-10.29,17.255,-5.95,0.168,-0.061996,-0.246575,
14:41:16:788202,-0.479529,-0.0415912,1.80799,0,1.27446,1.87555,-9.233,18.067,-6.461,-0.469,-0.100039,-0.674911,
14:41:16:793186,-0.480507,-0.0413294,1.80823,0,1.27446,1.87455,-8.967,18.354,-3.661,0.161,-0.080313,-0.536829,
14:41:16:798137,-0.481484,-0.0411025,1.80846,0,1.27442,1.87338,-9.303,18.718,-4.396,-0.637,-0.156399,-0.29589,
14:41:16:803329,-0.482461,-0.0408931,1.80868,0,1.27437,1.87256,-8.911,20.006,-3.871,-0.539,-0.088767,-0.631232,
14:41:16:808462,-0.483439,-0.0406662,1.80895,0,1.27437,1.87169,-9.359,19.607,-3.885,0.049,0.011272,-0.480469,
14:41:16:813455,-0.484416,-0.0404218,1.80921,0,1.27437,1.87049,-9.758,19.663,-4.494,0.252,0.05636,-0.274755,
14:41:16:818566,-0.485376,-0.04016,1.8095,0,1.27437,1.86947,-9.856,18.634,-3.437,-0.301,-0.050724,-0.259256,
14:41:16:823560,-0.486336,-0.0398808,1.80978,0,1.27435,1.86862,-10.766,18.109,-7.21,-0.084,-0.002818,-0.473424,
14:41:16:828510,-0.487313,-0.0396364,1.80999,0,1.27435,1.86761,-9.723,16.653,-4.41,0.364,-0.094403,-0.584735,
14:41:16:833717,-0.488308,-0.039427,1.81019,0,1.27435,1.86665,-9.975,18.655,-2.87,0,-0.052133,-0.497377,
14:41:16:838653,-0.489286,-0.039235,1.8104,0,1.27435,1.86567,-9.681,19.054,-2.779,0.084,-0.045088,-0.481878,
14:41:16:843808,-0.490263,-0.0390605,1.81064,0,1.27435,1.86455,-9.94,19.411,-3.983,-0.049,0.035225,-0.455107,
14:41:16:848788,-0.491258,-0.038851,1.8109,0,1.27435,1.86351,-9.632,18.949,-6.461,-0.021,-0.053542,-0.222622,
14:41:16:853954,-0.492253,-0.0386416,1.81115,0,1.27435,1.86255,-10.052,18.578,-4.55,0.021,-0.022544,-0.39452,
14:41:16:858903,-0.493213,-0.0384147,1.81137,0,1.2743,1.86157,-10.171,18.529,-7.091,0.308,-0.219804,-0.294481,
14:41:16:864075,-0.494207,-0.0381878,1.81158,0,1.27426,1.86068,-9.527,17.192,-4.382,-0.819,0.071859,-0.683365,
14:41:16:869200,-0.495202,-0.0379784,1.81176,0,1.27426,1.85975,-10.675,17.22,-5.642,0.049,-0.026771,-0.566418,
14:41:16:874167,-0.496249,-0.0378038,1.8119,0,1.27426,1.8585,-9.632,17.409,-4.704,0.252,-0.069041,-0.040861,
14:41:16:879317,-0.497227,-0.0376468,1.81204,0,1.27426,1.85745,-9.576,18.494,-2.415,0,-0.009863,-0.314207,
14:41:16:884270,-0.498204,-0.0375071,1.81216,0,1.27426,1.85659,-9.541,18.088,-3.444,-0.021,-0.125401,-0.491741,
14:41:16:889425,-0.499217,-0.0373675,1.8123,0,1.27426,1.85548,-10.416,18.627,-2.576,0,-0.176125,-0.321252,
14:41:16:894447,-0.500194,-0.0372453,1.81242,0,1.27425,1.85453,-11.039,18.718,-2.149,0.161,-0.105675,-0.7045,
14:41:16:899575,-0.501189,-0.0371232,1.81254,0,1.27425,1.85368,-10.85,18.438,-2.338,-0.224,0.019726,-0.538238,
14:41:16:904560,-0.502184,-0.0369835,1.81272,0,1.27425,1.85249,-10.535,18.095,-2.835,0.497,-0.002818,-0.433972,
14:41:16:909678,-0.503196,-0.0368439,1.81291,0,1.27425,1.85132,-10.605,18.088,-3.731,-0.42,-0.08454,-0.288845,
14:41:16:914705,-0.504226,-0.0367043,1.8131,0,1.27423,1.85049,-9.849,17.654,-7.175,0.168,0.047906,-0.536829,
14:41:16:919853,-0.505255,-0.0365821,1.81327,0,1.27423,1.84946,-10.668,18.256,-5.593,0.077,-0.076086,-0.216986,
14:41:16:924953,-0.506268,-0.0364425,1.81345,0,1.27423,1.84829,-9.87,17.227,-5.761,-0.252,-0.039452,-0.400156,
14:41:16:929950,-0.507297,-0.0363203,1.81359,0,1.27423,1.84748,-9.8,17.283,-7.749,0.455,0.069041,-0.69041,
14:41:16:934967,-0.508327,-0.0361981,1.81371,0,1.27423,1.84644,-9.961,16.73,-5.957,0.021,-0.016908,-0.348023,
14:41:16:940088,-0.509339,-0.036076,1.8138,0,1.27423,1.8452,-10.92,16.863,-6.671,0.112,-0.115538,-0.025362,
14:41:16:945034,-0.510369,-0.0359887,1.81383,0,1.27423,1.84431,-9.121,17.031,-5.103,-0.168,0.033816,-0.617142,
14:41:16:950184,-0.511416,-0.0359014,1.81387,0,1.27421,1.84333,-9.604,17.787,-2.709,0.707,-0.100039,-0.415655,
14:41:16:955137,-0.512411,-0.0358665,1.81392,0,1.27421,1.84218,-9.632,18.088,-4.396,-0.077,0.016908,-0.226849,
14:41:16:960296,-0.513424,-0.0358142,1.81396,0,1.27421,1.84129,-8.393,17.773,-3.381,0.651,-0.119765,-0.611506,
14:41:16:965310,-0.514436,-0.0357792,1.81397,0,1.27421,1.84033,-9.793,18.522,-3.192,-0.028,-0.08454,-0.355068,
14:41:16:970455,-0.515448,-0.0357443,1.81401,0,1.27421,1.83916,-10.5,19.145,-2.667,0.483,-0.115538,-0.22544,
14:41:16:975423,-0.51646,-0.0357094,1.81403,0,1.27421,1.83816,-9.87,18.242,-3.227,-0.084,-0.147945,-0.518512,
14:41:16:980544,-0.517473,-0.0356745,1.81408,0,1.27421,1.8372,-9.233,18.13,-2.303,0.224,0.030998,-0.421291,
14:41:16:985500,-0.518485,-0.0356571,1.81413,0,1.27421,1.8361,-10.388,18.025,-3.64,-0.168,-0.101448,-0.562191,
14:41:16:990672,-0.51955,-0.0356396,1.81418,0,1.27421,1.83511,-10.073,18.844,-3.29,0.189,-0.071859,-0.449471,
14:41:16:995688,-0.520562,-0.0356396,1.81423,0,1.27421,1.83415,-9.499,19.278,-5.782,-0.035,-0.054951,-0.431154,
14:41:17:824,-0.521609,-0.0356222,1.81427,0,1.27421,1.833,-9.429,18.739,-4.214,0.847,-0.123992,-0.377612,
14:41:17:5936,-0.522656,-0.0356222,1.8143,0,1.2742,1.83193,-8.834,18.424,-5.229,0.644,0,-0.321252,
14:41:17:10945,-0.523686,-0.0356222,1.8143,0,1.2742,1.83089,-8.981,18.739,-4.508,0.469,0.008454,-0.340978,
14:41:17:16071,-0.524698,-0.0356222,1.81432,0,1.2742,1.82989,-8.456,18.368,-5.432,0.448,-0.030998,-0.412837,
14:41:17:21045,-0.525711,-0.0356222,1.81432,0,1.2742,1.82905,-9.072,18.053,-3.689,0,-0.007045,-0.766496,
14:41:17:26049,-0.526723,-0.0356222,1.81434,0,1.2742,1.82797,-9.534,18.025,-5.432,-0.315,-0.012681,-0.552328,
14:41:17:31190,-0.527753,-0.0356222,1.81434,0,1.2742,1.82673,-9.954,17.682,-5.642,0.049,-0.053542,-0.121174,
14:41:17:36190,-0.528765,-0.0356222,1.81434,0,1.2742,1.82581,-9.562,16.576,-6.356,0.609,-0.039452,-0.518512,
14:41:17:41289,-0.529777,-0.0356222,1.81434,0,1.2742,1.82479,-9.002,16.52,-6.874,0.049,-0.045088,-0.402974,
14:41:17:46321,-0.53079,-0.0356222,1.81434,0,1.2742,1.82366,-10.409,15.694,-6.86,0.672,-0.108493,-0.264892,
14:41:17:51451,-0.531784,-0.0356222,1.81434,0,1.2742,1.82284,-11.123,15.47,-8.092,-0.161,0.063405,-0.631232,
14:41:17:56423,-0.532779,-0.0356222,1.81434,0,1.2742,1.82193,-10.78,14.819,-8.827,-0.021,-0.108493,-0.712954,
14:41:17:61550,-0.533774,-0.0356396,1.81434,0,1.2742,1.82054,-10.731,14.7,-9.947,-0.224,-0.015499,0.011272,
14:41:17:66544,-0.534786,-0.0356396,1.81434,0,1.2742,1.81958,-10.773,12.362,-10.255,0.021,-0.100039,-0.322661,
14:41:17:71664,-0.535799,-0.0356571,1.81432,0,1.2742,1.81877,-10.556,12.18,-11.991,0.077,-0.053542,-0.579099,
14:41:17:76703,-0.536793,-0.0356745,1.81429,0,1.27418,1.81757,-10.003,11.27,-11.508,-0.14,0.069041,-0.433972,
14:41:17:81820,-0.537823,-0.035692,1.81427,0,1.27418,1.81652,-10.486,10.458,-12.88,0.728,-0.077495,-0.500195,
14:41:17:86925,-0.53887,-0.0357269,1.81422,0,1.2742,1.81577,-10.003,10.017,-12.152,-0.028,0.170489,-0.7045,
14:41:17:91959,-0.539883,-0.0357792,1.81416,0,1.2742,1.81462,-9.898,10.402,-14.644,0.189,0.030998,-0.449471,
14:41:17:97061,-0.540895,-0.0358142,1.8141,0,1.2742,1.81341,-9.884,8.701,-13.573,0.28,0.092994,-0.269119,
14:41:17:102070,-0.541907,-0.035884,1.81403,0,1.2742,1.81265,-9.884,8.372,-15.176,0.399,0.077495,-0.584735,
14:41:17:107062,-0.542954,-0.0359363,1.8139,0,1.2742,1.81158,-9.681,7.63,-15.26,0,-0.008454,-0.689001,
14:41:17:112163,-0.543967,-0.0360236,1.8138,0,1.2742,1.81036,-9.191,6.202,-15.68,-0.224,0.069041,-0.266301,
14:41:17:117182,-0.544979,-0.0361109,1.81366,0,1.2742,1.80949,-9.429,6.664,-15.785,-0.084,0.131037,-0.480469,
14:41:17:122286,-0.546009,-0.0362156,1.81354,0,1.2742,1.80855,-9.611,5.544,-16.471,0.14,0.163444,-0.439608,
14:41:17:127293,-0.547039,-0.0363203,1.8134,0,1.2742,1.80738,-8.813,4.032,-16.996,-0.357,0.077495,-0.255029,
14:41:17:132438,-0.548033,-0.036425,1.81327,0,1.2742,1.80642,-8.897,3.892,-17.388,-1.806,0.123992,-0.428336,
14:41:17:137393,-0.549028,-0.0365821,1.81314,0,1.2742,1.80546,-9.989,3.346,-18.235,-0.189,0.08454,-0.481878,
14:41:17:142543,-0.550023,-0.0367566,1.81298,0,1.27421,1.80441,-9.982,4.711,-19.523,0.14,0.200078,-0.481878,
14:41:17:147552,-0.551018,-0.0369661,1.8128,0,1.27423,1.80347,-9.639,4.83,-18.83,-0.161,0.205714,-0.526966,
14:41:17:152681,-0.552013,-0.037193,1.81265,0,1.27423,1.80244,-9.968,5.187,-18.627,0.644,0.190215,-0.291663,
14:41:17:157785,-0.553025,-0.0374373,1.81247,0,1.27423,1.80135,-8.554,6.447,-21.014,0.504,0.129628,-0.273346,
14:41:17:162824,-0.554002,-0.0376817,1.81225,0,1.27423,1.80038,-10.325,6.489,-18.144,-0.252,0.184579,-0.477651,
14:41:17:167938,-0.555032,-0.0379086,1.81197,0,1.27425,1.79933,-9.45,6.139,-18.13,-0.084,0.250802,-0.311389,
14:41:17:172915,-0.555992,-0.0381354,1.81165,0,1.27425,1.79842,-9.632,5.229,-17.304,-0.308,0.250802,-0.581917,
14:41:17:177880,-0.557004,-0.0383623,1.81137,0,1.27425,1.7976,-10.052,5.46,-15.876,0.399,0.167671,-0.814402,
14:41:17:183051,-0.557982,-0.0385892,1.81115,0,1.27426,1.79655,-10.115,5.117,-18.487,0.273,0.435381,-0.426927,
14:41:17:188153,-0.558959,-0.0388336,1.81094,0,1.2743,1.7953,-9.751,4.704,-20.069,0.868,0.216986,-0.307162,
14:41:17:193172,-0.559937,-0.0390954,1.81069,0,1.2743,1.79444,-8.68,5.698,-19.719,-2.212,0.350841,-0.45088,
14:41:17:198317,-0.560931,-0.0393921,1.81043,0,1.2743,1.79361,-8.414,6.034,-19.075,0.28,0.332524,-0.556555,
14:41:17:203281,-0.561961,-0.0396888,1.81015,0,1.2743,1.79242,-8.568,6.265,-17.815,0.217,0.335342,-0.250802,
14:41:17:208437,-0.562939,-0.039968,1.80984,0,1.2743,1.79149,-8.057,5.502,-18.116,0.175,0.317025,-0.638277,
14:41:17:213432,-0.563898,-0.0402298,1.80954,0,1.27432,1.79067,-9.149,6.314,-17.78,-1.533,0.260665,-0.573463,
14:41:17:218532,-0.564858,-0.0405091,1.80926,0,1.27437,1.7895,-9.114,5.495,-19.173,0.532,0.384657,-0.202896,
14:41:17:223543,-0.565818,-0.0407883,1.80903,0,1.2744,1.78847,-9.282,4.837,-22.043,-0.392,0.33816,-0.219804,
14:41:17:228676,-0.566778,-0.0410851,1.80877,0,1.2744,1.78778,-10.101,5.551,-20.699,-0.476,0.32407,-0.843991,
14:41:17:233677,-0.567703,-0.0413818,1.80846,0,1.2744,1.78673,-8.778,5.852,-21.322,0.049,0.329706,-0.360704,
14:41:17:238806,-0.568663,-0.0416785,1.80807,0,1.2744,1.78554,-9.394,4.984,-18.095,0.448,0.401565,-0.340978,
14:41:17:243802,-0.569623,-0.0419577,1.80767,0,1.27442,1.78481,-10.024,4.599,-17.976,0.588,0.426927,-0.728453,
14:41:17:248930,-0.570601,-0.0422195,1.80731,0,1.27446,1.78394,-9.583,4.641,-16.121,-0.196,0.573463,-0.663639,
14:41:17:253905,-0.571543,-0.0424813,1.80703,0,1.27449,1.7827,-9.926,3.01,-19.873,-0.112,0.369158,-0.064814,
14:41:17:259048,-0.572468,-0.042778,1.80675,0,1.27449,1.78177,-9.478,3.381,-21.798,-0.364,0.369158,-0.443835,
14:41:17:264042,-0.57341,-0.0431271,1.80643,0,1.27449,1.78099,-11.011,3.78,-20.916,0.224,0.370567,-0.556555,
14:41:17:269168,-0.574336,-0.0434761,1.80603,0,1.27449,1.77992,-10.122,5.46,-17.241,0.623,0.431154,-0.393111,
14:41:17:274186,-0.575278,-0.0438601,1.80563,0,1.27453,1.77896,-10.248,5.159,-17.99,-0.14,0.453698,-0.433972,
14:41:17:279278,-0.576203,-0.0442092,1.80526,0,1.27458,1.77821,-9.996,5.026,-18.802,0.784,0.391702,-0.677729,
14:41:17:284315,-0.577163,-0.0445408,1.80495,0,1.2746,1.77715,-9.996,4.501,-19.95,-0.301,0.498786,-0.233894,
14:41:17:289426,-0.578123,-0.0448899,1.80464,0,1.2746,1.77603,-8.61,4.445,-22.904,0.301,0.407201,-0.059178,
14:41:17:294409,-0.579048,-0.0452738,1.80425,0,1.27463,1.77521,-8.771,4.697,-19.894,0.252,0.583326,-0.45088,
14:41:17:299569,-0.579973,-0.0456404,1.80378,0,1.27468,1.77439,-9.849,5.677,-18.221,-0.077,0.362113,-0.426927,
14:41:17:304539,-0.580915,-0.0459894,1.80334,0,1.2747,1.77339,-9.338,4.627,-16.919,0.084,0.367749,-0.364931,
14:41:17:309480,-0.581823,-0.0463559,1.80298,0,1.2747,1.7725,-10.038,4.466,-20.58,0.077,0.359295,-0.503013,
14:41:17:314678,-0.582713,-0.0467399,1.80263,0,1.27474,1.77165,-10.388,3.948,-19.901,0.049,0.542465,-0.456516,
14:41:17:319799,-0.583621,-0.0471413,1.80226,0,1.27479,1.77062,-9.429,5.166,-21.637,-0.028,0.480469,-0.264892,
14:41:17:324807,-0.584511,-0.0475777,1.80179,0,1.27479,1.76964,-9.597,5.523,-18.382,0.021,0.462152,-0.297299,
14:41:17:329923,-0.585453,-0.0479966,1.80135,0,1.27479,1.76882,-9.534,5.824,-19.796,0.084,0.390293,-0.40861,
14:41:17:334922,-0.586378,-0.048398,1.80094,0,1.27484,1.76783,-8.281,5.005,-20.314,-0.196,0.569236,-0.255029,
14:41:17:340044,-0.587286,-0.0487994,1.80053,0,1.27491,1.76695,-8.33,5.747,-19.53,-0.189,0.39452,-0.274755,
14:41:17:345036,-0.588176,-0.0492183,1.8001,0,1.27495,1.76629,-8.694,5.614,-20.251,0.616,0.273346,-0.738316,
14:41:17:350148,-0.589083,-0.0496546,1.79961,0,1.27498,1.7654,-9.324,4.431,-18.865,0.161,0.425518,-0.498786,
14:41:17:355154,-0.589974,-0.0500386,1.79916,0,1.27505,1.76425,-9.1,4.613,-19.733,0.224,0.249393,-0.228258,
14:41:17:360181,-0.590829,-0.05044,1.79874,0,1.27505,1.76345,-9.604,4.494,-20.321,-0.084,0.200078,-0.369158,
14:41:17:365323,-0.591702,-0.0508763,1.79826,0,1.27507,1.76277,-9.163,4.501,-19.649,0.476,0.308571,-0.5636,
14:41:17:370417,-0.592609,-0.0513301,1.79776,0,1.2751,1.76181,-9.422,5.775,-18.746,-1.211,0.526966,-0.340978,
14:41:17:375426,-0.593482,-0.0517839,1.79727,0,1.27515,1.76074,-8.652,6.335,-18.445,0.14,0.207123,-0.245166,
14:41:17:380542,-0.594372,-0.0522203,1.79683,0,1.27519,1.76011,-8.302,4.795,-19.145,0.448,0.226849,-0.724226,
14:41:17:385517,-0.595245,-0.0526566,1.79635,0,1.27522,1.75938,-8.141,4.935,-20.251,0.161,0.302935,-0.646731,
