Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp, magnet_pos
22:07:42:382147,0.374064,0.040441,-0.035,1.548,-0.013,0.083,0.003,0.039,610,0.0056305,540
22:07:42:387271,0.374069,0.0418814,-0.145,1.309,-0.214,0.066,-0.007,0.035,610,0.0056305,540
22:07:42:392180,0.374065,0.0433148,-0.117,1.127,-0.322,0.053,-0.012,0.034,609,0.00557185,540
22:07:42:397422,0.374053,0.0447484,0.151,1.039,-0.185,0.043,-0.011,0.033,609,0.00557185,540
22:07:42:402377,0.374032,0.0461711,0.506,1.155,0.065,0.046,0,0.031,608,0.0055132,540
22:07:42:407547,0.374049,0.0476002,1.129,1.414,0.309,0.06,0.039,0.028,607,0.00545455,540
22:07:42:412680,0.374057,0.0490183,1.303,1.405,0.095,0.067,0.075,0.029,607,0.00545455,540
22:07:42:417626,0.374059,0.0504297,0.909,1.17,-0.222,0.061,0.073,0.03,605,0.00533724,540
22:07:42:422618,0.374052,0.051834,-0.231,0.701,-0.602,0.041,0.016,0.028,605,0.00533724,540
22:07:42:427752,0.37404,0.0532315,-0.925,0.516,-0.629,0.032,-0.041,0.023,602,0.00516129,540
22:07:42:432881,0.374065,0.0546287,-1.227,0.581,-0.357,0.036,-0.102,0.015,597,0.00486804,540
22:07:42:437878,0.374037,0.0560083,-0.926,0.734,-0.144,0.047,-0.1,0.011,597,0.00486804,540
22:07:42:442863,0.374051,0.0573846,-0.215,0.78,-0.054,0.056,-0.037,0.014,593,0.00463343,540
22:07:42:447987,0.374056,0.0587539,0.14,0.59,-0.13,0.049,0.017,0.017,589,0.00439883,540
22:07:42:453003,0.374057,0.060113,0.359,0.135,-0.202,0.026,0.061,0.012,589,0.00439883,540
22:07:42:458128,0.374052,0.0614575,0.391,-0.119,-0.151,0.014,0.056,0.002,588,0.00434018,540
22:07:42:463262,0.374041,0.0627952,0.439,-0.286,-0.05,0.007,0.022,-0.012,587,0.00428152,540
22:07:42:468253,0.374071,0.0641304,0.469,-0.257,-0.033,0.01,0.001,-0.014,587,0.00428152,540
22:07:42:473253,0.374049,0.065447,0.407,-0.025,-0.018,0.021,-0.009,-0.006,585,0.00416422,540
22:07:42:478378,0.374068,0.0667576,0.288,0.231,0.038,0.031,-0.006,0.003,585,0.00416422,540
22:07:42:483379,0.37404,0.0680499,0.128,0.642,0.115,0.041,0.007,0.019,583,0.00404692,540
22:07:42:488509,0.374051,0.06934,0.085,0.827,0.085,0.042,0.017,0.029,581,0.00392962,540
22:07:42:493629,0.374059,0.0706196,0.016,0.861,-0.045,0.038,0.021,0.037,581,0.00392962,540
22:07:42:498630,0.374063,0.0718853,-0.184,0.617,-0.075,0.034,0.009,0.028,580,0.00387097,540
22:07:42:503755,0.374063,0.0731405,-0.327,0.361,-0.008,0.031,-0.001,0.014,579,0.00381232,540
22:07:42:508757,0.374062,0.0743819,-0.345,0.023,0.069,0.023,-0.012,-0.003,579,0.00381232,540
22:07:42:513862,0.374056,0.0756087,-0.205,-0.047,0.033,0.019,-0.014,-0.005,578,0.00375367,540
22:07:42:518880,0.37405,0.076826,0.048,0.122,-0.086,0.021,-0.015,0.006,578,0.00375367,540
22:07:42:523879,0.374038,0.0780321,0.13,0.286,-0.127,0.027,-0.013,0.013,577,0.00369501,540
22:07:42:529004,0.374072,0.0792345,0.118,0.318,-0.133,0.03,0,0.013,576,0.00363636,540
22:07:42:534003,0.374059,0.0804131,0.116,0.185,-0.179,0.026,0.017,0.008,576,0.00363636,540
22:07:42:539129,0.374043,0.0815773,0.239,0.034,-0.34,0.021,0.034,0.007,573,0.00346041,540
22:07:42:544128,0.374071,0.0827413,0.344,0.107,-0.415,0.024,0.031,0.01,571,0.00334311,540
22:07:42:549256,0.374052,0.0838852,0.284,0.357,-0.334,0.033,0.011,0.012,571,0.00334311,540
22:07:42:554237,0.374035,0.0850116,0.03,0.416,-0.192,0.035,-0.003,0.009,569,0.00322581,540
22:07:42:559380,0.37406,0.086138,-0.455,0.179,-0.044,0.026,-0.018,0.002,566,0.00304985,540
22:07:42:564503,0.374041,0.0872402,-0.621,-0.087,-0.055,0.017,-0.024,0,566,0.00304985,540
22:07:42:569489,0.374065,0.0883387,-0.444,-0.353,-0.186,0.007,-0.029,0.001,565,0.0029912,540
22:07:42:574503,0.374046,0.0894168,-0.144,-0.371,-0.282,0.006,-0.027,0,565,0.0029912,540
22:07:42:579636,0.374072,0.0904881,0.26,-0.277,-0.362,0.008,-0.004,-0.004,565,0.0029912,540
22:07:42:584638,0.374051,0.0915377,0.427,-0.226,-0.324,0.007,0.03,-0.005,564,0.00293255,540
22:07:42:589755,0.374032,0.0925735,0.419,-0.226,-0.225,0.006,0.043,-0.004,564,0.00293255,540
22:07:42:594756,0.374058,0.0936106,0.253,-0.159,-0.016,0.01,0.035,-0.001,564,0.00293255,540
22:07:42:599878,0.374042,0.0946192,0.042,-0.02,0.09,0.016,0.016,0,563,0.0028739,540
22:07:42:604882,0.37407,0.0956286,-0.328,0.265,0.069,0.026,-0.013,0.008,563,0.0028739,540
22:07:42:609991,0.374058,0.0966135,-0.52,0.419,-0.059,0.029,-0.026,0.016,562,0.00281525,540
22:07:42:615006,0.374043,0.0975836,-0.669,0.48,-0.235,0.03,-0.032,0.021,562,0.00281525,540
22:07:42:620130,0.374033,0.0985442,-0.698,0.386,-0.223,0.03,-0.03,0.016,561,0.0027566,540
22:07:42:625129,0.37407,0.0994992,-0.61,0.089,-0.004,0.025,-0.017,0.002,561,0.0027566,540
22:07:42:630240,0.374062,0.100432,-0.406,-0.136,0.168,0.019,-0.001,-0.003,561,0.0027566,540
22:07:42:635254,0.374058,0.101351,0.077,-0.336,0.283,0.007,0.026,-0.001,561,0.0027566,540
22:07:42:640379,0.374054,0.102256,0.369,-0.312,0.233,0.003,0.037,0.001,561,0.0027566,540
22:07:42:645379,0.374056,0.103151,0.517,-0.098,0.029,0.01,0.032,0.001,561,0.0027566,540
22:07:42:650495,0.37406,0.104029,0.421,0.049,-0.146,0.02,0.018,0,560,0.00269795,540
22:07:42:655492,0.374065,0.104896,0.207,0.124,-0.397,0.032,0.003,0.002,558,0.00258065,540
22:07:42:660634,0.374032,0.105738,0.152,0.081,-0.49,0.036,0.006,0.01,558,0.00258065,540
22:07:42:665617,0.374045,0.106582,0.201,0.087,-0.388,0.034,0.012,0.013,556,0.00246334,540
22:07:42:670747,0.37406,0.107408,0.178,0.157,-0.079,0.029,0.011,0.009,556,0.00246334,540
22:07:42:675743,0.374039,0.108213,-0.004,0.139,0.048,0.024,0.002,0.004,556,0.00246334,540
22:07:42:680870,0.374062,0.109016,-0.381,-0.104,-0.11,0.013,-0.013,-0.001,555,0.00240469,540
22:07:42:685866,0.374045,0.109792,-0.478,-0.332,-0.371,0.007,-0.019,-0.001,555,0.00240469,540
22:07:42:690991,0.374034,0.110559,-0.2,-0.526,-0.594,0.004,-0.016,0,554,0.00234604,540
22:07:42:695992,0.374068,0.111324,0.141,-0.499,-0.489,0.007,-0.007,0,553,0.00228739,540
22:07:42:701116,0.374065,0.112063,0.53,-0.329,-0.117,0.012,0.012,-0.007,553,0.00228739,540
22:07:42:706116,0.374065,0.112793,0.59,-0.221,0.053,0.013,0.026,-0.01,554,0.00234604,540
22:07:42:711273,0.374072,0.113504,0.359,-0.154,0.004,0.01,0.035,-0.002,554,0.00234604,540
22:07:42:716241,0.374038,0.114197,0.033,-0.18,-0.165,0.008,0.027,0.005,554,0.00234604,540
22:07:42:721366,0.374051,0.114884,-0.485,-0.264,-0.397,0.007,-0.004,0.007,553,0.00228739,540
22:07:42:726367,0.374072,0.115563,-0.658,-0.274,-0.457,0.01,-0.029,0.004,553,0.00228739,540
22:07:42:731491,0.374053,0.116214,-0.513,-0.134,-0.398,0.017,-0.05,0.006,553,0.00228739,540
22:07:42:736491,0.37404,0.116855,-0.232,0.023,-0.295,0.022,-0.042,0.01,553,0.00228739,540
22:07:42:741616,0.374033,0.117479,0.245,0.185,-0.122,0.026,0.001,0.012,553,0.00228739,540
22:07:42:746658,0.374071,0.11811,0.607,0.188,0.024,0.028,0.052,0.008,552,0.00222874,540
22:07:42:751746,0.374073,0.11871,0.647,0.162,0.109,0.029,0.066,0.008,552,0.00222874,540
22:07:42:756750,0.374039,0.119286,0.241,0.134,0.192,0.029,0.043,0.013,552,0.00222874,540
22:07:42:761867,0.374053,0.119867,-0.219,0.085,0.165,0.025,0.006,0.012,551,0.00217009,540
22:07:42:766870,0.374072,0.12043,-0.683,-0.062,-0.024,0.014,-0.048,0.001,551,0.00217009,540
22:07:42:771992,0.374053,0.120973,-0.642,-0.161,-0.161,0.011,-0.064,-0.006,550,0.00211144,540
22:07:42:776992,0.374042,0.121498,-0.155,-0.234,-0.173,0.016,-0.04,-0.006,548,0.00199413,540
22:07:42:782117,0.374036,0.122014,0.251,-0.248,-0.047,0.021,0,0,548,0.00199413,540
22:07:42:787119,0.374036,0.122519,0.704,-0.282,0.129,0.022,0.062,0.005,548,0.00199413,540
22:07:42:792242,0.374043,0.123012,0.789,-0.322,0.136,0.017,0.077,0.001,547,0.00193548,540
22:07:42:797242,0.374054,0.123494,0.491,-0.393,0.047,0.008,0.048,-0.009,547,0.00193548,540
22:07:42:802367,0.374074,0.123959,0.055,-0.443,0.014,0.001,0.01,-0.013,548,0.00199413,540
22:07:42:807372,0.374053,0.124403,-0.635,-0.476,0.009,-0.004,-0.042,-0.009,547,0.00193548,540
22:07:42:812492,0.374044,0.124834,-0.877,-0.415,-0.037,0,-0.061,-0.003,547,0.00193548,540
22:07:42:817492,0.37404,0.125252,-0.699,-0.186,-0.19,0.015,-0.053,0.003,547,0.00193548,540
22:07:42:822491,0.374041,0.125659,-0.308,-0.015,-0.245,0.025,-0.022,0.006,547,0.00193548,540
22:07:42:827619,0.374047,0.126056,0.303,0.119,-0.104,0.027,0.037,0.008,547,0.00193548,540
22:07:42:832640,0.374062,0.12644,0.607,0.106,0.181,0.022,0.069,0.007,547,0.00193548,540
22:07:42:837742,0.374041,0.1268,0.606,0.07,0.273,0.021,0.061,0.006,547,0.00193548,540
22:07:42:842747,0.374071,0.127161,0.341,-0.011,0.124,0.024,0.02,0.007,547,0.00193548,540
22:07:42:847882,0.374064,0.127493,0.006,-0.116,-0.097,0.021,-0.009,0.005,547,0.00193548,540
22:07:42:853008,0.374063,0.127815,-0.596,-0.309,-0.374,0.008,-0.04,0.001,547,0.00193548,540
22:07:42:858004,0.374068,0.128128,-0.876,-0.364,-0.437,0.001,-0.05,-0.001,547,0.00193548,540
22:07:42:863140,0.37404,0.128416,-0.823,-0.209,-0.386,0.006,-0.048,0,545,0.00181818,540
22:07:42:868133,0.374059,0.128705,-0.493,-0.001,-0.34,0.018,-0.033,0.003,545,0.00181818,540
22:07:42:873134,0.374043,0.128966,0.092,0.217,-0.324,0.035,0.005,0.009,544,0.00175953,540
22:07:42:878242,0.374037,0.129217,0.349,0.205,-0.304,0.039,0.033,0.012,544,0.00175953,540
22:07:42:883259,0.374034,0.129458,0.495,0.019,-0.125,0.032,0.053,0.011,542,0.00164223,540
22:07:42:888383,0.37404,0.12969,0.535,-0.112,0.09,0.025,0.048,0.005,541,0.00158358,540
22:07:42:893493,0.374054,0.129904,0.601,-0.248,0.314,0.016,0.023,-0.011,541,0.00158358,540
22:07:42:898495,0.374034,0.130097,0.583,-0.325,0.245,0.01,0.006,-0.018,540,0.00152493,540
22:07:42:903627,0.37406,0.130291,0.341,-0.442,-0.128,0.004,-0.006,-0.016,540,0.00152493,540
22:07:42:908631,0.374055,0.130462,0.068,-0.487,-0.336,0.003,-0.006,-0.008,540,0.00152493,540
22:07:42:913619,0.374051,0.130621,-0.305,-0.464,-0.294,0.003,-0.001,0.002,540,0.00152493,540
22:07:42:918750,0.374059,0.130767,-0.424,-0.356,0.006,0.002,0.001,0.004,540,0.00152493,540
22:07:42:923744,0.374034,0.130885,-0.337,-0.256,0.113,0.004,-0.001,0.001,540,0.00152493,540
22:07:42:928869,0.374054,0.131012,-0.093,-0.09,-0.022,0.016,-0.009,-0.003,540,0.00152493,540
22:07:42:933994,0.374041,0.13111,0.022,-0.003,-0.206,0.026,-0.011,0,540,0.00152493,540
22:07:42:938999,0.374035,0.131198,0.043,0.038,-0.339,0.032,-0.005,0.013,540,0.00152493,540
22:07:42:943994,0.374039,0.131273,0.042,0.027,-0.26,0.028,0.004,0.017,540,0.00152493,540
22:07:42:949121,0.374046,0.131338,0.178,0.044,-0.009,0.022,0.021,0.005,540,0.00152493,540
22:07:42:954119,0.374062,0.131393,0.3,0.093,0.115,0.021,0.027,0,539,0.00146628,540
22:07:42:959249,0.374044,0.131419,0.251,0.143,0.119,0.025,0.02,0.01,538,0.00140762,540
22:07:42:964244,0.374034,0.131436,0.038,0.119,0.04,0.026,0.01,0.018,538,0.00140762,540
22:07:42:969368,0.374073,0.131454,-0.223,0.052,-0.032,0.026,-0.004,0.005,536,0.00129032,540
22:07:42:974368,0.374034,0.131436,-0.173,0.048,-0.001,0.027,-0.008,-0.009,536,0.00129032,540
22:07:42:979494,0.374045,0.131415,0.134,0.054,0.044,0.031,-0.003,-0.006,535,0.00123167,540
22:07:42:984494,0.374063,0.131389,0.25,-0.046,-0.039,0.028,0.002,0.01,535,0.00123167,540
22:07:42:989619,0.374047,0.131334,0.043,-0.432,-0.355,0.012,0.005,0.014,535,0.00123167,540
22:07:42:994644,0.37404,0.13127,-0.338,-0.813,-0.589,-0.007,-0.003,-0.015,534,0.00117302,540
22:07:42:999746,0.374039,0.131191,-0.395,-0.839,-0.515,-0.012,-0.009,-0.03,532,0.00105572,540
22:07:43:4749,0.374043,0.131106,-0.015,-0.478,-0.066,0.001,-0.011,-0.016,532,0.00105572,540
22:07:43:9868,0.374058,0.131005,0.383,-0.143,0.284,0.018,-0.005,0.002,532,0.00105572,540
22:07:43:14872,0.374035,0.130882,0.743,0.121,0.505,0.036,0.013,0.01,532,0.00105572,540
22:07:43:19994,0.374065,0.130761,0.673,0.041,0.332,0.033,0.027,0,532,0.00105572,540
22:07:43:24994,0.374059,0.130611,0.191,-0.326,-0.269,0.012,0.036,-0.012,532,0.00105572,540
22:07:43:30119,0.374058,0.130454,-0.208,-0.561,-0.639,-0.003,0.026,-0.009,532,0.00105572,540
22:07:43:35120,0.374066,0.130285,-0.639,-0.659,-0.71,-0.012,-0.012,0,532,0.00105572,540
22:07:43:40245,0.374041,0.130087,-0.706,-0.52,-0.39,-0.005,-0.042,0.001,532,0.00105572,540
22:07:43:45244,0.374062,0.129894,-0.444,-0.124,0.249,0.014,-0.059,-0.004,532,0.00105572,540
22:07:43:50370,0.374049,0.129676,-0.108,0.148,0.475,0.027,-0.04,-0.004,531,0.000997067,540
22:07:43:55373,0.374043,0.129445,0.393,0.413,0.34,0.037,0.019,0.008,531,0.000997067,540
22:07:43:60494,0.374046,0.129204,0.584,0.467,0.1,0.04,0.056,0.019,531,0.000997067,540
22:07:43:65495,0.374052,0.128952,0.54,0.411,-0.091,0.043,0.07,0.023,531,0.000997067,540
22:07:43:70648,0.37407,0.128689,0.213,0.244,0.023,0.041,0.033,0.011,531,0.000997067,540
22:07:43:75624,0.37405,0.128399,-0.026,0.083,0.144,0.033,0,0,531,0.000997067,540
22:07:43:80753,0.374037,0.128096,-0.284,-0.169,0.204,0.016,-0.033,-0.007,531,0.000997067,540
22:07:43:85745,0.374032,0.127784,-0.375,-0.271,0.16,0.008,-0.04,-0.007,531,0.000997067,540
22:07:43:90872,0.374033,0.127458,-0.361,-0.237,0.069,0.011,-0.028,0,531,0.000997067,540
22:07:43:95878,0.374042,0.127122,-0.208,-0.117,0.031,0.018,-0.008,0.004,531,0.000997067,540
22:07:43:100996,0.374057,0.126777,0.215,0.081,0.005,0.025,0.028,0.011,531,0.000997067,540
22:07:43:105996,0.374037,0.126398,0.498,0.17,0,0.026,0.045,0.013,530,0.000938416,540
22:07:43:111169,0.374064,0.126029,0.638,0.222,0.01,0.026,0.042,0.01,528,0.000821114,540
22:07:43:116122,0.374058,0.125632,0.48,0.218,0.013,0.027,0.024,0.005,528,0.000821114,540
22:07:43:121246,0.374055,0.125225,0.029,0.159,-0.083,0.03,-0.004,0,525,0.000645161,540
22:07:43:126245,0.374062,0.124804,-0.257,0.075,-0.252,0.031,-0.017,0,525,0.000645161,540
22:07:43:131245,0.374034,0.124355,-0.515,-0.111,-0.539,0.029,-0.022,0.009,523,0.000527859,540
22:07:43:136371,0.374052,0.123911,-0.569,-0.262,-0.618,0.022,-0.022,0.014,522,0.000469208,540
22:07:43:141371,0.374033,0.123442,-0.548,-0.532,-0.497,0.007,-0.022,0.007,522,0.000469208,540
22:07:43:146496,0.374065,0.122971,-0.499,-0.752,-0.357,-0.002,-0.023,-0.009,521,0.000410557,540
22:07:43:151496,0.374061,0.122479,-0.362,-1.058,-0.213,-0.011,-0.028,-0.038,520,0.000351906,540
22:07:43:156654,0.374063,0.12197,-0.02,-1.097,-0.072,-0.01,-0.02,-0.037,520,0.000351906,540
22:07:43:161651,0.37407,0.121455,0.378,-0.903,0.082,-0.004,0.001,-0.017,519,0.000293255,540
22:07:43:166754,0.374041,0.120908,1.054,-0.482,0.302,0.008,0.056,0.007,519,0.000293255,540
22:07:43:171746,0.374059,0.120365,1.275,-0.315,0.336,0.013,0.086,0.002,519,0.000293255,540
22:07:43:176874,0.374041,0.119799,0.872,-0.385,0.195,0.006,0.079,-0.021,519,0.000293255,540
22:07:43:181871,0.374072,0.119229,0.206,-0.541,0.055,-0.002,0.038,-0.024,519,0.000293255,540
22:07:43:186997,0.374067,0.118635,-0.732,-0.638,-0.09,-0.008,-0.038,-0.004,520,0.000351906,540
22:07:43:191996,0.374066,0.118032,-0.982,-0.524,-0.141,-0.002,-0.069,0.005,520,0.000351906,540
22:07:43:197126,0.374072,0.117415,-0.748,-0.172,-0.221,0.016,-0.06,-0.001,520,0.000351906,540
22:07:43:202118,0.374036,0.116769,-0.383,0.069,-0.287,0.026,-0.027,-0.004,520,0.000351906,540
22:07:43:207266,0.374052,0.116125,0.143,0.313,-0.3,0.034,0.029,0.016,520,0.000351906,540
22:07:43:212372,0.374074,0.115471,0.374,0.401,-0.177,0.038,0.052,0.033,520,0.000351906,540
22:07:43:217371,0.374056,0.114789,0.474,0.489,0.133,0.047,0.051,0.031,519,0.000293255,540
22:07:43:222498,0.374044,0.114094,0.394,0.521,0.271,0.053,0.033,0.016,519,0.000293255,540
22:07:43:227496,0.374036,0.113389,0.143,0.465,0.186,0.051,0.001,0.002,519,0.000293255,540
22:07:43:232498,0.374033,0.112671,-0.066,0.334,-0.012,0.042,-0.014,0.004,519,0.000293255,540
22:07:43:237622,0.374035,0.111939,-0.387,0.045,-0.279,0.023,-0.029,0.009,519,0.000293255,540
22:07:43:242655,0.37404,0.111192,-0.572,-0.23,-0.37,0.011,-0.034,0.005,519,0.000293255,540
22:07:43:247749,0.37405,0.110432,-0.537,-0.344,-0.361,0.008,-0.032,-0.001,519,0.000293255,540
22:07:43:252755,0.374065,0.109663,-0.265,-0.377,-0.307,0.008,-0.021,-0.008,519,0.000293255,540
22:07:43:257873,0.374041,0.108867,-0.016,-0.333,-0.249,0.01,-0.007,-0.005,519,0.000293255,540
22:07:43:262997,0.374063,0.10807,0.345,-0.249,-0.121,0.012,0.021,0.002,519,0.000293255,540
22:07:43:267996,0.374047,0.107247,0.542,-0.209,-0.01,0.013,0.038,0.002,518,0.000234604,540
22:07:43:273123,0.374034,0.106413,0.696,-0.172,0.171,0.018,0.046,-0.007,517,0.000175953,540
22:07:43:278122,0.374067,0.105575,0.647,-0.171,0.267,0.023,0.036,-0.015,517,0.000175953,540
22:07:43:283247,0.37406,0.104714,0.315,-0.255,0.277,0.023,0.011,-0.015,517,0.000175953,540
22:07:43:288247,0.374057,0.103839,-0.008,-0.379,0.165,0.015,-0.001,-0.008,517,0.000175953,540
22:07:43:293375,0.374057,0.102951,-0.405,-0.572,-0.101,0,-0.009,-0.002,517,0.000175953,540
22:07:43:298371,0.374061,0.102049,-0.501,-0.631,-0.241,-0.004,-0.009,-0.004,517,0.000175953,540
22:07:43:303501,0.374066,0.101134,-0.439,-0.592,-0.269,-0.001,-0.009,-0.011,518,0.000234604,540
22:07:43:308501,0.374073,0.100204,-0.376,-0.538,-0.183,0.002,-0.011,-0.015,518,0.000234604,540
22:07:43:313623,0.374039,0.0992524,-0.288,-0.464,-0.012,0.003,-0.01,-0.014,517,0.000175953,540
22:07:43:318657,0.374054,0.098296,0.028,-0.283,0.123,0.005,0.006,-0.005,517,0.000175953,540
22:07:43:323801,0.374066,0.0973246,0.401,-0.055,0.186,0.015,0.027,0.002,517,0.000175953,540
22:07:43:328752,0.374039,0.0963323,0.801,0.304,0.224,0.037,0.057,0.009,517,0.000175953,540
22:07:43:333872,0.37406,0.0953345,0.677,0.412,0.196,0.048,0.061,0.007,517,0.000175953,540
22:07:43:338876,0.374035,0.0943145,-0.077,0.27,0.075,0.044,0.028,0.003,517,0.000175953,540
22:07:43:343998,0.374056,0.0932884,-0.636,0.052,-0.035,0.03,-0.011,0.003,517,0.000175953,540
22:07:43:348997,0.374034,0.0922414,-1.055,-0.201,-0.196,0.011,-0.067,0.01,517,0.000175953,540
22:07:43:354132,0.374056,0.0911911,-1.021,-0.219,-0.286,0.008,-0.081,0.012,516,0.000117302,540
22:07:43:359154,0.374038,0.0901129,-0.658,-0.034,-0.383,0.02,-0.057,0.009,515,5.8651e-05,540
22:07:43:364247,0.374063,0.0890354,-0.237,0.132,-0.411,0.031,-0.016,0.007,515,5.8651e-05,540
22:07:43:369247,0.374045,0.0879295,0.562,0.274,-0.34,0.04,0.049,0.012,514,0,540
22:07:43:374373,0.374068,0.0868237,0.96,0.245,-0.198,0.04,0.076,0.015,514,0,540
22:07:43:379374,0.37405,0.0856903,0.904,0.033,0.079,0.032,0.071,0.009,514,0,540
22:07:43:384498,0.374075,0.0845571,0.473,-0.159,0.2,0.021,0.039,-0.001,514,0,540
22:07:43:389497,0.374054,0.0833956,-0.227,-0.395,0.145,0.005,-0.019,-0.013,514,0,540
22:07:43:394655,0.374035,0.0822248,-0.567,-0.494,-0.14,0.002,-0.052,-0.01,514,0,540
22:07:43:399628,0.374057,0.0810458,-0.616,-0.523,-0.323,0.006,-0.051,-0.006,514,0,540
22:07:43:404757,0.374035,0.0798434,-0.426,-0.583,-0.37,0.01,-0.021,-0.006,514,0,540
22:07:43:409748,0.374055,0.0786406,-0.038,-0.605,-0.21,0.006,0.01,-0.008,514,0,540
22:07:43:414873,0.374074,0.0774198,0.775,-0.5,0.153,0.002,0.055,-0.008,514,0,540
22:07:43:419874,0.374044,0.0761754,1.112,-0.354,0.297,0.006,0.069,-0.009,513,-5.8651e-05,540
22:07:43:424998,0.374061,0.0749271,0.852,-0.246,0.145,0.018,0.052,-0.014,514,0,540
22:07:43:430000,0.374071,0.073668,0.301,-0.354,-0.145,0.018,0.019,-0.016,514,0,540
22:07:43:435123,0.374037,0.0723827,-0.445,-0.649,-0.518,0.006,-0.034,-0.012,514,0,540
