Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp, magnet_pos
22:07:06:223630,0.374048,0.0390007,0.281,1.578,-0.151,0.102,0.012,0.039,571,0.00334311,460
22:07:06:228778,0.374064,0.040441,0.048,1.61,-0.276,0.102,0.006,0.037,571,0.00334311,460
22:07:06:233749,0.374069,0.0418814,-0.097,1.585,-0.171,0.097,0,0.037,570,0.00328446,460
22:07:06:238897,0.374065,0.0433148,-0.178,1.524,0.123,0.091,-0.01,0.039,569,0.00322581,460
22:07:06:243874,0.374053,0.0447484,-0.022,1.518,0.301,0.091,-0.01,0.038,569,0.00322581,460
22:07:06:249016,0.374032,0.0461711,0.631,1.621,0.44,0.095,0.011,0.037,567,0.0031085,460
22:07:06:254001,0.374049,0.0476002,1.431,1.768,0.373,0.101,0.055,0.038,567,0.0031085,460
22:07:06:259124,0.374057,0.0490183,1.624,1.778,0.201,0.103,0.078,0.04,565,0.0029912,460
22:07:06:264188,0.374059,0.0504297,0.964,1.561,-0.148,0.099,0.067,0.04,562,0.00281525,460
22:07:06:269310,0.374052,0.051834,0.062,1.314,-0.334,0.09,0.028,0.035,562,0.00281525,460
22:07:06:274251,0.37404,0.0532315,-1.104,1.015,-0.415,0.077,-0.049,0.026,557,0.00252199,460
22:07:06:279190,0.374065,0.0546287,-1.321,0.969,-0.353,0.078,-0.086,0.023,552,0.00222874,460
22:07:06:284437,0.374037,0.0560083,-0.817,1.081,-0.213,0.091,-0.088,0.023,552,0.00222874,460
22:07:06:289313,0.374051,0.0573846,-0.289,1.135,-0.149,0.098,-0.052,0.025,548,0.00199413,460
22:07:06:294515,0.374056,0.0587539,0.238,0.984,-0.106,0.091,0.019,0.027,548,0.00199413,460
22:07:06:299499,0.374057,0.060113,0.365,0.741,-0.079,0.078,0.053,0.024,546,0.00187683,460
22:07:06:304640,0.374052,0.0614575,0.456,0.368,0.008,0.064,0.057,0.013,544,0.00175953,460
22:07:06:309684,0.374041,0.0627952,0.547,0.244,0.099,0.06,0.037,0.005,544,0.00175953,460
22:07:06:314807,0.374071,0.0641304,0.632,0.332,0.236,0.06,0.005,0.002,543,0.00170088,460
22:07:06:319765,0.374049,0.065447,0.552,0.523,0.277,0.064,-0.004,0.006,542,0.00164223,460
22:07:06:324890,0.374068,0.0667576,0.265,0.811,0.17,0.072,0.002,0.018,542,0.00164223,460
22:07:06:329905,0.37404,0.0680499,0.109,0.913,-0.009,0.076,0.013,0.026,541,0.00158358,460
22:07:06:335060,0.374051,0.06934,0.078,0.952,-0.264,0.072,0.025,0.035,540,0.00152493,460
22:07:06:340019,0.374059,0.0706196,0.123,0.983,-0.271,0.067,0.022,0.039,540,0.00152493,460
22:07:06:345140,0.374063,0.0718853,0.067,0.988,-0.154,0.07,0.012,0.034,540,0.00152493,460
22:07:06:350143,0.374063,0.0731405,-0.116,0.86,0.029,0.075,-0.001,0.019,540,0.00152493,460
22:07:06:355188,0.374062,0.0743819,-0.198,0.7,0.129,0.073,-0.007,0.01,540,0.00152493,460
22:07:06:360189,0.374056,0.0756087,-0.15,0.554,0.297,0.063,-0.01,0.007,540,0.00152493,460
22:07:06:365436,0.37405,0.076826,-0.031,0.589,0.368,0.06,-0.011,0.013,540,0.00152493,460
22:07:06:370390,0.374038,0.0780321,0.158,0.696,0.186,0.064,-0.011,0.022,540,0.00152493,460
22:07:06:375517,0.374072,0.0792345,0.245,0.681,-0.129,0.067,-0.004,0.024,539,0.00146628,460
22:07:06:380442,0.374059,0.0804131,0.338,0.548,-0.518,0.067,0.018,0.023,539,0.00146628,460
22:07:06:385642,0.374043,0.0815773,0.408,0.516,-0.494,0.066,0.033,0.022,537,0.00134897,460
22:07:06:390642,0.374071,0.0827413,0.485,0.662,-0.087,0.07,0.036,0.021,537,0.00134897,460
22:07:06:395811,0.374052,0.0838852,0.423,0.797,0.187,0.076,0.024,0.018,535,0.00123167,460
22:07:06:400688,0.374035,0.0850116,0.081,0.796,0.286,0.081,0,0.012,533,0.00111437,460
22:07:06:405908,0.37406,0.086138,-0.199,0.603,0.143,0.078,-0.012,0.008,533,0.00111437,460
22:07:06:410812,0.374041,0.0872402,-0.355,0.171,-0.189,0.066,-0.018,0.007,532,0.00105572,460
22:07:06:416019,0.374065,0.0883387,-0.061,-0.137,-0.42,0.055,-0.017,0.007,532,0.00105572,460
22:07:06:421022,0.374046,0.0894168,0.216,-0.179,-0.442,0.052,-0.015,0.005,532,0.00105572,460
22:07:06:426186,0.374072,0.0904881,0.462,-0.048,-0.33,0.052,-0.001,0.001,532,0.00105572,460
22:07:06:431177,0.374051,0.0915377,0.494,0.078,-0.248,0.052,0.015,0.001,532,0.00105572,460
22:07:06:436183,0.374032,0.0925735,0.459,0.204,-0.175,0.05,0.039,0.004,532,0.00105572,460
22:07:06:441299,0.374058,0.0936106,0.376,0.244,-0.1,0.049,0.043,0.006,531,0.000997067,460
22:07:06:446377,0.374042,0.0946192,0.101,0.327,0.116,0.053,0.024,0.009,531,0.000997067,460
22:07:06:451307,0.37407,0.0956286,-0.115,0.442,0.26,0.06,0.003,0.013,530,0.000938416,460
22:07:06:456503,0.374058,0.0966135,-0.267,0.679,0.33,0.071,-0.018,0.023,529,0.000879765,460
22:07:06:461549,0.374043,0.0975836,-0.241,0.804,0.303,0.077,-0.022,0.027,529,0.000879765,460
22:07:06:466632,0.374033,0.0985442,-0.204,0.799,0.301,0.08,-0.02,0.023,529,0.000879765,460
22:07:06:471637,0.37407,0.0994992,-0.235,0.643,0.346,0.079,-0.016,0.014,529,0.000879765,460
22:07:06:476800,0.374062,0.100432,-0.214,0.3,0.379,0.069,-0.002,0.002,529,0.000879765,460
22:07:06:481752,0.374058,0.101351,-0.068,0.131,0.347,0.058,0.012,0,529,0.000879765,460
22:07:06:486962,0.374054,0.102256,0.28,0.142,0.289,0.045,0.033,0.004,529,0.000879765,460
22:07:06:491877,0.374056,0.103151,0.475,0.309,0.274,0.046,0.037,0.008,529,0.000879765,460
22:07:06:497003,0.37406,0.104029,0.577,0.564,0.168,0.061,0.025,0.012,528,0.000821114,460
22:07:06:502028,0.374065,0.104896,0.499,0.581,-0.188,0.075,0.012,0.018,528,0.000821114,460
22:07:06:507128,0.374032,0.105738,0.435,0.495,-0.467,0.076,0.01,0.022,526,0.000703812,460
22:07:06:512181,0.374045,0.106582,0.382,0.447,-0.602,0.072,0.015,0.023,526,0.000703812,460
22:07:06:517302,0.37406,0.107408,0.31,0.501,-0.44,0.072,0.014,0.021,526,0.000703812,460
22:07:06:522252,0.374039,0.108213,0.025,0.513,-0.127,0.071,0.002,0.013,525,0.000645161,460
22:07:06:527424,0.374062,0.109016,-0.211,0.371,-0.09,0.065,-0.007,0.008,525,0.000645161,460
22:07:06:532422,0.374045,0.109792,-0.322,0.033,-0.281,0.054,-0.015,0.005,525,0.000645161,460
22:07:06:537507,0.374034,0.110559,-0.14,-0.12,-0.375,0.048,-0.014,0.005,525,0.000645161,460
22:07:06:542504,0.374068,0.111324,0.328,-0.13,-0.273,0.048,-0.001,0.003,525,0.000645161,460
22:07:06:547658,0.374065,0.112063,0.595,-0.057,-0.136,0.05,0.014,0,524,0.00058651,460
22:07:06:552677,0.374065,0.112793,0.756,0.025,-0.061,0.051,0.037,-0.002,525,0.000645161,460
22:07:06:557772,0.374072,0.113504,0.657,0.052,-0.102,0.049,0.043,0.003,525,0.000645161,460
22:07:06:562767,0.374038,0.114197,0.167,0.109,-0.145,0.047,0.028,0.011,525,0.000645161,460
22:07:06:567926,0.374051,0.114884,-0.277,0.172,-0.135,0.048,0.004,0.011,525,0.000645161,460
22:07:06:572925,0.374072,0.115563,-0.708,0.28,-0.146,0.054,-0.033,0.008,525,0.000645161,460
22:07:06:577877,0.374053,0.116214,-0.663,0.356,-0.164,0.059,-0.047,0.009,524,0.00058651,460
22:07:06:583049,0.37404,0.116855,-0.185,0.482,-0.081,0.066,-0.035,0.016,524,0.00058651,460
22:07:06:588178,0.374033,0.117479,0.406,0.587,0.137,0.071,0.015,0.017,524,0.00058651,460
22:07:06:593130,0.374071,0.11811,0.684,0.629,0.236,0.074,0.052,0.015,524,0.00058651,460
22:07:06:598304,0.374073,0.11871,0.712,0.657,0.174,0.078,0.073,0.017,524,0.00058651,460
22:07:06:603178,0.374039,0.119286,0.417,0.64,0.031,0.078,0.056,0.022,523,0.000527859,460
22:07:06:608378,0.374053,0.119867,-0.253,0.506,-0.171,0.071,-0.001,0.024,522,0.000469208,460
22:07:06:613378,0.374072,0.12043,-0.555,0.355,-0.25,0.064,-0.04,0.016,522,0.000469208,460
22:07:06:618504,0.374053,0.120973,-0.47,0.16,-0.297,0.058,-0.064,0.002,521,0.000410557,460
22:07:06:623553,0.374042,0.121498,-0.128,0.11,-0.287,0.059,-0.046,0,521,0.000410557,460
22:07:06:628649,0.374036,0.122014,0.454,0.122,-0.166,0.063,0.016,0.006,521,0.000410557,460
22:07:06:633629,0.374036,0.122519,0.732,0.127,-0.009,0.061,0.057,0.01,520,0.000351906,460
22:07:06:638819,0.374043,0.123012,0.867,0.079,0.215,0.056,0.073,0.005,521,0.000410557,460
22:07:06:643788,0.374054,0.123494,0.74,0.02,0.25,0.052,0.053,-0.001,521,0.000410557,460
22:07:06:648900,0.374074,0.123959,0.245,-0.076,0.092,0.045,0.003,-0.005,521,0.000410557,460
22:07:06:653926,0.374053,0.124403,-0.173,-0.112,-0.053,0.04,-0.024,-0.001,521,0.000410557,460
22:07:06:659032,0.374044,0.124834,-0.581,-0.046,-0.147,0.04,-0.048,0.006,521,0.000410557,460
22:07:06:664024,0.37404,0.125252,-0.431,0.183,-0.084,0.051,-0.041,0.01,520,0.000351906,460
22:07:06:669175,0.374041,0.125659,-0.078,0.349,-0.012,0.061,-0.015,0.011,520,0.000351906,460
22:07:06:674131,0.374047,0.126056,0.462,0.477,0.127,0.069,0.039,0.012,520,0.000351906,460
22:07:06:679282,0.374062,0.12644,0.657,0.478,0.249,0.071,0.065,0.013,520,0.000351906,460
22:07:06:684301,0.374041,0.1268,0.635,0.45,0.349,0.073,0.064,0.014,520,0.000351906,460
22:07:06:689428,0.374071,0.127161,0.449,0.427,0.263,0.073,0.04,0.016,520,0.000351906,460
22:07:06:694378,0.374064,0.127493,-0.028,0.322,-0.027,0.064,-0.006,0.014,520,0.000351906,460
22:07:06:699508,0.374063,0.127815,-0.407,0.203,-0.151,0.052,-0.031,0.01,520,0.000351906,460
22:07:06:704509,0.374068,0.128128,-0.794,0.103,-0.045,0.04,-0.054,0.003,519,0.000293255,460
22:07:06:709680,0.37404,0.128416,-0.76,0.177,0.114,0.044,-0.054,0.004,519,0.000293255,460
22:07:06:714629,0.374059,0.128705,-0.251,0.445,0.168,0.064,-0.027,0.012,517,0.000175953,460
22:07:06:719755,0.374043,0.128966,0.206,0.594,0.027,0.075,0.006,0.018,517,0.000175953,460
22:07:06:724764,0.374037,0.129217,0.678,0.601,-0.212,0.079,0.053,0.021,517,0.000175953,460
22:07:06:729879,0.374034,0.129458,0.759,0.481,-0.227,0.076,0.066,0.02,516,0.000117302,460
22:07:06:734835,0.37404,0.12969,0.67,0.245,-0.015,0.071,0.049,0.01,516,0.000117302,460
22:07:06:740035,0.374054,0.129904,0.547,0.02,0.187,0.064,0.015,-0.004,516,0.000117302,460
22:07:06:745006,0.374034,0.130097,0.456,-0.108,0.189,0.054,0,-0.01,516,0.000117302,460
22:07:06:750181,0.37406,0.130291,0.212,-0.204,0.047,0.042,-0.006,-0.01,516,0.000117302,460
22:07:06:755178,0.374055,0.130462,-0.022,-0.173,-0.043,0.04,-0.005,-0.005,516,0.000117302,460
22:07:06:760299,0.374051,0.130621,-0.344,-0.065,-0.093,0.044,-0.004,0.003,516,0.000117302,460
22:07:06:765303,0.374059,0.130767,-0.431,-0.027,-0.104,0.044,-0.004,0.006,516,0.000117302,460
22:07:06:770381,0.374034,0.130885,-0.298,-0.018,-0.149,0.042,-0.001,0.005,516,0.000117302,460
22:07:06:775313,0.374054,0.131012,-0.097,0.027,-0.179,0.046,0.002,0.002,517,0.000175953,460
22:07:06:780554,0.374041,0.13111,0.179,0.211,-0.15,0.057,0.009,0.007,517,0.000175953,460
22:07:06:785505,0.374035,0.131198,0.281,0.361,-0.057,0.064,0.016,0.016,517,0.000175953,460
22:07:06:790672,0.374039,0.131273,0.371,0.543,0.176,0.069,0.024,0.022,517,0.000175953,460
22:07:06:795636,0.374046,0.131338,0.436,0.628,0.341,0.073,0.027,0.014,516,0.000117302,460
22:07:06:800805,0.374062,0.131393,0.455,0.688,0.438,0.081,0.022,0.008,516,0.000117302,460
22:07:06:805681,0.374044,0.131419,0.318,0.656,0.336,0.083,0.014,0.018,516,0.000117302,460
22:07:06:810881,0.374034,0.131436,-0.058,0.523,0.063,0.075,0.001,0.031,515,5.8651e-05,460
22:07:06:815930,0.374073,0.131454,-0.228,0.46,-0.022,0.068,-0.004,0.021,514,0,460
22:07:06:820935,0.374034,0.131436,-0.087,0.501,0.105,0.066,-0.004,-0.002,514,0,460
22:07:06:826010,0.374045,0.131415,0.317,0.532,0.213,0.069,0.003,0.004,514,0,460
22:07:06:831132,0.374063,0.131389,0.43,0.386,0.065,0.067,0.007,0.02,514,0,460
22:07:06:836138,0.374047,0.131334,0.156,-0.081,-0.395,0.049,0.005,0.019,514,0,460
22:07:06:841255,0.37404,0.13127,-0.153,-0.374,-0.611,0.035,0,0,514,0,460
22:07:06:846306,0.374039,0.131191,-0.322,-0.439,-0.486,0.024,-0.007,-0.022,514,0,460
22:07:06:851427,0.374043,0.131106,-0.106,-0.202,-0.156,0.032,-0.005,-0.013,513,-5.8651e-05,460
22:07:06:856315,0.374058,0.131005,0.483,0.286,0.314,0.057,0.005,0.014,513,-5.8651e-05,460
22:07:06:861552,0.374035,0.130882,0.782,0.48,0.4,0.073,0.017,0.021,513,-5.8651e-05,460
22:07:06:866511,0.374065,0.130761,0.76,0.407,0.125,0.08,0.032,0.008,513,-5.8651e-05,460
22:07:06:871655,0.374059,0.130611,0.443,0.187,-0.175,0.072,0.034,-0.002,513,-5.8651e-05,460
22:07:06:876631,0.374058,0.130454,-0.165,-0.148,-0.438,0.051,0.02,-0.003,513,-5.8651e-05,460
22:07:06:881762,0.374066,0.130285,-0.437,-0.259,-0.378,0.037,0,0.001,513,-5.8651e-05,460
22:07:06:886804,0.374041,0.130087,-0.461,-0.175,-0.074,0.032,-0.031,0.005,513,-5.8651e-05,460
22:07:06:891881,0.374062,0.129894,-0.268,0.03,0.091,0.042,-0.042,0.004,513,-5.8651e-05,460
22:07:06:896927,0.374049,0.129676,0.139,0.431,0.14,0.064,-0.025,0.004,513,-5.8651e-05,460
22:07:06:902049,0.374043,0.129445,0.485,0.717,0.087,0.077,0.021,0.015,513,-5.8651e-05,460
22:07:06:906937,0.374046,0.129204,0.604,0.772,0.075,0.078,0.051,0.024,513,-5.8651e-05,460
22:07:06:912183,0.374052,0.128952,0.553,0.702,0.061,0.079,0.066,0.028,513,-5.8651e-05,460
22:07:06:917178,0.37407,0.128689,0.39,0.616,0.038,0.08,0.05,0.024,513,-5.8651e-05,460
22:07:06:922256,0.37405,0.128399,0.099,0.489,0.083,0.079,0.008,0.011,513,-5.8651e-05,460
22:07:06:927188,0.374037,0.128096,-0.051,0.406,0.19,0.073,-0.014,0.005,513,-5.8651e-05,460
22:07:06:932427,0.374032,0.127784,-0.189,0.303,0.305,0.062,-0.03,0.002,513,-5.8651e-05,460
22:07:06:937381,0.374033,0.127458,-0.227,0.275,0.236,0.058,-0.028,0.006,513,-5.8651e-05,460
22:07:06:942508,0.374042,0.127122,-0.14,0.323,-0.04,0.06,-0.011,0.014,513,-5.8651e-05,460
22:07:06:947511,0.374057,0.126777,0.057,0.398,-0.191,0.062,0.009,0.02,513,-5.8651e-05,460
22:07:06:952652,0.374037,0.126398,0.49,0.512,-0.185,0.064,0.039,0.023,511,-0.000175953,460
22:07:06:957659,0.374064,0.126029,0.721,0.558,-0.057,0.066,0.048,0.021,511,-0.000175953,460
22:07:06:962756,0.374058,0.125632,0.744,0.57,0.125,0.07,0.034,0.013,510,-0.000234604,460
22:07:06:967775,0.374055,0.125225,0.524,0.549,0.153,0.073,0.014,0.007,508,-0.000351906,460
22:07:06:972926,0.374062,0.124804,0.038,0.47,0.044,0.075,-0.009,0.005,508,-0.000351906,460
22:07:06:977881,0.374034,0.124355,-0.232,0.367,-0.078,0.072,-0.017,0.009,507,-0.000410557,460
22:07:06:983054,0.374052,0.123911,-0.415,0.113,-0.243,0.061,-0.017,0.017,507,-0.000410557,460
22:07:06:988052,0.374033,0.123442,-0.39,-0.225,-0.323,0.045,-0.014,0.01,507,-0.000410557,460
22:07:06:993136,0.374065,0.122971,-0.336,-0.442,-0.308,0.035,-0.014,-0.006,507,-0.000410557,460
22:07:06:998142,0.374061,0.122479,-0.221,-0.642,-0.181,0.026,-0.015,-0.03,507,-0.000410557,460
22:07:07:3302,0.374063,0.12197,-0.065,-0.641,-0.055,0.026,-0.015,-0.03,507,-0.000410557,460
22:07:07:8278,0.37407,0.121455,0.383,-0.448,0.118,0.036,0,-0.005,508,-0.000351906,460
22:07:07:13382,0.374041,0.120908,0.776,-0.272,0.192,0.044,0.023,0.008,508,-0.000351906,460
22:07:07:18382,0.374059,0.120365,1.184,-0.116,0.202,0.049,0.067,0.001,509,-0.000293255,460
22:07:07:23512,0.374041,0.119799,1.126,-0.129,0.136,0.043,0.08,-0.013,509,-0.000293255,460
22:07:07:28547,0.374072,0.119229,0.51,-0.214,-0.024,0.032,0.053,-0.015,509,-0.000293255,460
22:07:07:33651,0.374067,0.118635,-0.019,-0.207,-0.1,0.031,0.012,0,509,-0.000293255,460
22:07:07:38675,0.374066,0.118032,-0.512,-0.025,-0.082,0.046,-0.04,0.014,509,-0.000293255,460
22:07:07:43818,0.374072,0.117415,-0.553,0.171,-0.011,0.061,-0.052,0.008,510,-0.000234604,460
22:07:07:48894,0.374036,0.116769,-0.362,0.459,0.031,0.08,-0.033,0.002,510,-0.000234604,460
22:07:07:53931,0.374052,0.116125,-0.165,0.591,-0.036,0.086,-0.007,0.015,510,-0.000234604,460
22:07:07:58897,0.374074,0.115471,0.21,0.696,-0.2,0.085,0.032,0.038,509,-0.000293255,460
22:07:07:63937,0.374056,0.114789,0.473,0.743,-0.239,0.083,0.049,0.04,509,-0.000293255,460
22:07:07:69055,0.374044,0.114094,0.678,0.832,-0.102,0.084,0.049,0.023,509,-0.000293255,460
22:07:07:74137,0.374036,0.113389,0.502,0.869,0.089,0.087,0.023,0.013,509,-0.000293255,460
22:07:07:79313,0.374033,0.112671,0.228,0.784,0.086,0.085,0.003,0.015,509,-0.000293255,460
22:07:07:84191,0.374035,0.111939,-0.208,0.469,-0.17,0.073,-0.018,0.019,509,-0.000293255,460
22:07:07:89385,0.37404,0.111192,-0.414,0.212,-0.381,0.062,-0.027,0.017,509,-0.000293255,460
22:07:07:94431,0.37405,0.110432,-0.497,-0.049,-0.462,0.048,-0.035,0.007,509,-0.000293255,460
22:07:07:99530,0.374065,0.109663,-0.394,-0.072,-0.322,0.044,-0.035,0.001,508,-0.000351906,460
22:07:07:104516,0.374041,0.108867,-0.06,0.07,-0.045,0.049,-0.018,0.002,507,-0.000410557,460
22:07:07:109686,0.374063,0.10807,0.238,0.184,0.037,0.055,0.006,0.008,507,-0.000410557,460
22:07:07:114635,0.374047,0.107247,0.706,0.262,0.025,0.062,0.049,0.011,507,-0.000410557,460
22:07:07:119806,0.374034,0.106413,0.926,0.258,0.042,0.065,0.067,0.006,507,-0.000410557,460
22:07:07:124692,0.374067,0.105575,0.911,0.213,0.17,0.068,0.057,-0.004,507,-0.000410557,460
22:07:07:129885,0.37406,0.104714,0.649,0.14,0.231,0.066,0.033,-0.006,507,-0.000410557,460
22:07:07:134960,0.374057,0.103839,0.12,-0.092,0.143,0.051,0,0,507,-0.000410557,460
22:07:07:140034,0.374057,0.102951,-0.189,-0.368,-0.055,0.032,-0.014,0.001,507,-0.000410557,460
22:07:07:145009,0.374061,0.102049,-0.214,-0.446,-0.13,0.026,-0.013,-0.001,508,-0.000351906,460
22:07:07:150146,0.374066,0.101134,-0.162,-0.332,-0.096,0.035,-0.008,-0.004,508,-0.000351906,460
22:07:07:155135,0.374073,0.100204,-0.173,-0.181,-0.012,0.044,-0.008,-0.004,508,-0.000351906,460
22:07:07:160266,0.374039,0.0992524,-0.187,0.006,0.108,0.051,-0.011,0,508,-0.000351906,460
22:07:07:165431,0.374054,0.098296,-0.036,0.113,0.134,0.053,-0.008,0.003,508,-0.000351906,460
22:07:07:170385,0.374066,0.0973246,0.533,0.35,0.058,0.06,0.017,0.013,508,-0.000351906,460
22:07:07:175315,0.374039,0.0963323,0.948,0.544,-0.034,0.071,0.047,0.019,508,-0.000351906,460
22:07:07:180531,0.37406,0.0953345,1.06,0.694,-0.134,0.084,0.075,0.021,508,-0.000351906,460
22:07:07:185509,0.374035,0.0943145,0.653,0.615,-0.145,0.085,0.063,0.017,509,-0.000293255,460
22:07:07:190683,0.374056,0.0932884,-0.314,0.345,-0.107,0.071,-0.004,0.011,509,-0.000293255,460
22:07:07:195637,0.374034,0.0922414,-0.839,0.232,-0.065,0.061,-0.054,0.011,509,-0.000293255,460
22:07:07:200760,0.374056,0.0911911,-1.126,0.316,-0.003,0.055,-0.087,0.015,507,-0.000410557,460
22:07:07:205933,0.374038,0.0901129,-0.984,0.469,0.008,0.059,-0.068,0.017,507,-0.000410557,460
22:07:07:210932,0.374063,0.0890354,-0.344,0.633,-0.06,0.069,-0.002,0.021,507,-0.000410557,460
22:07:07:216013,0.374045,0.0879295,0.56,0.635,-0.141,0.078,0.058,0.027,506,-0.000469208,460
22:07:07:221058,0.374068,0.0868237,0.988,0.578,-0.109,0.082,0.074,0.028,506,-0.000469208,460
22:07:07:226051,0.37405,0.0856903,0.969,0.431,0.076,0.079,0.058,0.018,506,-0.000469208,460
22:07:07:231184,0.374075,0.0845571,0.613,0.293,0.195,0.07,0.032,0.007,506,-0.000469208,460
22:07:07:236294,0.374054,0.0833956,0.087,0.069,0.201,0.05,-0.006,-0.003,506,-0.000469208,460
22:07:07:241260,0.374035,0.0822248,-0.099,-0.061,0.094,0.041,-0.022,-0.003,506,-0.000469208,460
22:07:07:246386,0.374057,0.0810458,-0.255,-0.233,-0.062,0.037,-0.031,0,506,-0.000469208,460
22:07:07:251386,0.374035,0.0798434,-0.3,-0.331,-0.083,0.037,-0.029,-0.001,506,-0.000469208,460
22:07:07:256385,0.374055,0.0786406,-0.009,-0.355,-0.003,0.037,-0.004,-0.003,506,-0.000469208,460
22:07:07:261532,0.374074,0.0774198,0.49,-0.215,0.072,0.04,0.027,0,506,-0.000469208,460
22:07:07:266510,0.374044,0.0761754,1.234,0.164,0.156,0.054,0.077,0.006,506,-0.000469208,460
22:07:07:271629,0.374061,0.0749271,1.322,0.352,0.158,0.065,0.086,0.006,507,-0.000410557,460
22:07:07:276807,0.374071,0.073668,0.672,0.265,0.002,0.068,0.04,0,507,-0.000410557,460
22:07:07:281769,0.374037,0.0723827,0.008,0.002,-0.191,0.06,-0.012,-0.002,507,-0.000410557,460
22:07:07:286972,0.374044,0.0710921,-0.667,-0.315,-0.403,0.046,-0.072,0,507,-0.000410557,460
22:07:07:292049,0.374047,0.0697877,-0.606,-0.166,-0.301,0.047,-0.065,0.003,507,-0.000410557,460
