Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp, magnet_pos
22:05:17:637901,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,471,0.000175953
22:05:17:637924,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,471,0.000175953
22:05:17:637947,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,471,0.000175953
22:05:17:637971,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,471,0.000175953
22:05:17:637994,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,471,0.000175953
22:05:17:638030,0.374067,-0.050001,-2.331,-10.023,0.03,1.033,-0.142,-0.202,471,0.000175953
22:05:17:638055,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638078,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638109,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638133,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638156,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638184,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638207,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638230,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638253,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638276,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638299,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638322,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638345,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638368,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638391,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638414,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638438,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638461,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638484,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638507,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638531,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638554,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638577,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638600,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638623,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638646,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638669,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638692,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638715,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638738,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638777,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638804,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638827,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638850,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638873,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638896,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638919,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638942,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638964,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:638987,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639010,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639033,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639056,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639079,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639102,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639125,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639148,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639171,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639211,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639239,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639262,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639285,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639308,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639332,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639355,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639378,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639401,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639424,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639447,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639470,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639493,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639516,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639539,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639562,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639600,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639632,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639656,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639679,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639702,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639726,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639749,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639772,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639795,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639818,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639841,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639864,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639887,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639910,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639933,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639956,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:639980,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:640003,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:640026,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:640065,0.374067,-0.050001,-2.318,-9.716,0.06,1.004,-0.138,-0.188,471,0.000175953
22:05:17:640089,0.374067,-0.050001,-2.284,-9.419,0.081,0.974,-0.135,-0.182,471,0.000175953
22:05:17:640113,0.374067,-0.050001,-2.284,-9.419,0.081,0.974,-0.135,-0.182,471,0.000175953
22:05:17:640136,0.374067,-0.050001,-2.284,-9.419,0.081,0.974,-0.135,-0.182,471,0.000175953
22:05:17:640159,0.374067,-0.050001,-2.284,-9.419,0.081,0.974,-0.135,-0.182,471,0.000175953
22:05:17:640182,0.374067,-0.050001,-2.284,-9.419,0.081,0.974,-0.135,-0.182,471,0.000175953
22:05:17:640205,0.374067,-0.050001,-2.284,-9.419,0.081,0.974,-0.135,-0.182,471,0.000175953
22:05:17:640233,0.374067,-0.050001,-2.284,-9.419,0.081,0.974,-0.135,-0.182,471,0.000175953
22:05:17:640256,0.374067,-0.050001,-2.284,-9.419,0.081,0.974,-0.135,-0.182,471,0.000175953
22:05:17:640279,0.374067,-0.050001,-2.284,-9.419,0.081,0.974,-0.135,-0.182,471,0.000175953
22:05:17:640309,0.374067,-0.050001,-2.284,-9.419,0.081,0.974,-0.135,-0.182,471,0.000175953
22:05:17:640333,0.374067,-0.050001,-2.284,-9.419,0.081,0.974,-0.135,-0.182,471,0.000175953
22:05:17:640357,0.374067,-0.050001,-2.284,-9.419,0.081,0.974,-0.135,-0.182,471,0.000175953
22:05:17:640380,0.374067,-0.050001,-2.284,-9.419,0.081,0.974,-0.135,-0.182,471,0.000175953
22:05:17:640403,0.374067,-0.050001,-2.284,-9.419,0.081,0.974,-0.135,-0.182,471,0.000175953
22:05:17:640427,0.374067,-0.050001,-2.284,-9.419,0.081,0.974,-0.135,-0.182,471,0.000175953
22:05:17:640449,0.374067,-0.050001,-2.284,-9.419,0.081,0.974,-0.135,-0.182,471,0.000175953
22:05:17:640473,0.374067,-0.050001,-2.284,-9.419,0.081,0.974,-0.135,-0.182,471,0.000175953
22:05:17:640495,0.374067,-0.050001,-2.284,-9.419,0.081,0.974,-0.135,-0.182,471,0.000175953
