Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp, magnet_pos
22:05:15:923923,0.374059,0.0706196,1.384,5.956,-0.006,0.729,0.114,0.169,513,-5.8651e-05,220
22:05:15:929023,0.374063,0.0718853,1.133,6.205,-0.106,0.746,0.094,0.176,513,-5.8651e-05,220
22:05:15:934161,0.374063,0.0731405,0.571,6.012,-0.27,0.752,0.062,0.17,514,0,220
22:05:15:939172,0.374062,0.0743819,0.216,5.766,-0.229,0.748,0.04,0.161,514,0,220
22:05:15:944262,0.374056,0.0756087,-0.038,5.493,0.126,0.736,0.015,0.149,514,0,220
22:05:15:949196,0.37405,0.076826,0.079,5.437,0.369,0.725,0.016,0.147,514,0,220
22:05:15:954289,0.374038,0.0780321,0.692,5.467,0.37,0.705,0.063,0.156,514,0,220
22:05:15:959400,0.374072,0.0792345,1.212,5.522,0.164,0.696,0.114,0.165,513,-5.8651e-05,220
22:05:15:964518,0.374059,0.0804131,1.673,5.682,-0.009,0.697,0.17,0.174,513,-5.8651e-05,220
22:05:15:969520,0.374043,0.0815773,1.593,5.836,0.105,0.709,0.163,0.177,511,-0.000175953,220
22:05:15:974631,0.374071,0.0827413,1.013,5.979,0.331,0.735,0.096,0.177,512,-0.000117302,220
22:05:15:979652,0.374052,0.0838852,0.534,5.92,0.261,0.748,0.043,0.173,512,-0.000117302,220
22:05:15:984775,0.374035,0.0850116,-0.011,5.61,-0.193,0.754,0.002,0.162,512,-0.000117302,220
22:05:15:989760,0.37406,0.086138,-0.157,5.335,-0.507,0.749,0.003,0.155,512,-0.000117302,220
22:05:15:994881,0.374041,0.0872402,0.08,4.923,-0.709,0.726,0.028,0.147,512,-0.000117302,220
22:05:15:999881,0.374065,0.0883387,0.563,4.703,-0.713,0.704,0.053,0.145,513,-5.8651e-05,220
22:05:16:5006,0.374046,0.0894168,1.521,4.579,-0.77,0.68,0.101,0.145,513,-5.8651e-05,220
22:05:16:10033,0.374072,0.0904881,2.108,4.712,-0.979,0.677,0.144,0.148,513,-5.8651e-05,220
22:05:16:15131,0.374051,0.0915377,1.998,4.792,-1.11,0.682,0.144,0.149,514,0,220
22:05:16:20134,0.374032,0.0925735,1.181,4.666,-1.119,0.683,0.087,0.142,514,0,220
22:05:16:25256,0.374058,0.0936106,0.525,4.48,-0.97,0.678,0.032,0.134,514,0,220
22:05:16:30256,0.374042,0.0946192,-0.046,4.423,-0.616,0.676,-0.017,0.128,514,0,220
22:05:16:35381,0.37407,0.0956286,-0.018,4.665,-0.407,0.685,-0.011,0.134,514,0,220
22:05:16:40381,0.374058,0.0966135,0.442,5.277,-0.262,0.71,0.045,0.156,512,-0.000117302,220
22:05:16:45505,0.374043,0.0975836,0.792,5.634,-0.256,0.724,0.089,0.17,512,-0.000117302,220
22:05:16:50506,0.374033,0.0985442,1.089,5.848,-0.231,0.739,0.126,0.179,513,-5.8651e-05,220
22:05:16:55661,0.37407,0.0994992,1.12,5.748,-0.153,0.743,0.123,0.174,514,0,220
22:05:16:60630,0.374062,0.100432,1.053,5.311,-0.007,0.738,0.088,0.156,514,0,220
22:05:16:65782,0.374058,0.101351,0.981,4.949,0.071,0.722,0.061,0.144,514,0,220
22:05:16:70755,0.374054,0.102256,0.848,4.628,0.192,0.691,0.042,0.134,514,0,220
22:05:16:75881,0.374056,0.103151,0.784,4.705,0.284,0.68,0.052,0.135,514,0,220
22:05:16:80881,0.37406,0.104029,0.841,5.167,0.322,0.687,0.092,0.147,513,-5.8651e-05,220
22:05:16:86033,0.374065,0.104896,1.035,5.625,0.146,0.712,0.126,0.166,512,-0.000117302,220
22:05:16:91007,0.374032,0.105738,1.132,5.759,0.005,0.726,0.127,0.175,512,-0.000117302,220
22:05:16:96139,0.374045,0.106582,1.133,5.72,-0.012,0.737,0.098,0.172,512,-0.000117302,220
22:05:16:101131,0.37406,0.107408,1.033,5.62,0.088,0.739,0.073,0.164,512,-0.000117302,220
22:05:16:106260,0.374039,0.108213,0.725,5.446,0.116,0.738,0.048,0.155,512,-0.000117302,220
22:05:16:111256,0.374062,0.109016,0.452,5.314,-0.08,0.734,0.04,0.154,512,-0.000117302,220
22:05:16:116392,0.374045,0.109792,0.228,5.088,-0.533,0.719,0.038,0.157,512,-0.000117302,220
22:05:16:121383,0.374034,0.110559,0.388,4.945,-0.686,0.705,0.046,0.158,513,-5.8651e-05,220
22:05:16:126507,0.374068,0.111324,1.069,4.803,-0.49,0.689,0.078,0.15,513,-5.8651e-05,220
22:05:16:131506,0.374065,0.112063,1.563,4.751,-0.242,0.685,0.105,0.141,513,-5.8651e-05,220
22:05:16:136508,0.374065,0.112793,1.852,4.66,-0.128,0.685,0.126,0.13,514,0,220
22:05:16:141644,0.374072,0.113504,1.601,4.565,-0.28,0.682,0.116,0.131,514,0,220
22:05:16:146632,0.374038,0.114197,0.732,4.443,-0.583,0.672,0.072,0.137,514,0,220
22:05:16:151759,0.374051,0.114884,0.126,4.452,-0.696,0.67,0.038,0.139,514,0,220
22:05:16:156755,0.374072,0.115563,-0.276,4.668,-0.751,0.683,0.002,0.144,514,0,220
22:05:16:161880,0.374053,0.116214,-0.086,4.918,-0.758,0.7,0.001,0.15,514,0,220
22:05:16:166882,0.37404,0.116855,0.646,5.295,-0.67,0.724,0.041,0.16,513,-5.8651e-05,220
22:05:16:172039,0.374033,0.117479,1.365,5.476,-0.393,0.735,0.108,0.161,513,-5.8651e-05,220
22:05:16:177008,0.374071,0.11811,1.596,5.46,-0.168,0.735,0.14,0.159,513,-5.8651e-05,220
22:05:16:182140,0.374073,0.11871,1.421,5.338,0.062,0.727,0.14,0.157,513,-5.8651e-05,220
22:05:16:187132,0.374039,0.119286,1.01,5.242,0.113,0.717,0.11,0.157,513,-5.8651e-05,220
22:05:16:192260,0.374053,0.119867,0.299,5.077,0.113,0.698,0.05,0.152,513,-5.8651e-05,220
22:05:16:197256,0.374072,0.12043,0.025,4.967,0.104,0.69,0.02,0.145,513,-5.8651e-05,220
22:05:16:202381,0.374053,0.120973,0.16,4.92,0.043,0.693,0.014,0.138,513,-5.8651e-05,220
22:05:16:207382,0.374042,0.121498,0.557,5.005,-0.074,0.704,0.04,0.142,513,-5.8651e-05,220
22:05:16:212509,0.374036,0.122014,1.285,5.188,-0.327,0.72,0.103,0.153,513,-5.8651e-05,220
22:05:16:217506,0.374036,0.122519,1.644,5.246,-0.423,0.725,0.136,0.157,513,-5.8651e-05,220
22:05:16:222632,0.374043,0.123012,1.731,5.187,-0.274,0.723,0.138,0.151,514,0,220
22:05:16:227636,0.374054,0.123494,1.44,5.078,-0.027,0.716,0.111,0.143,514,0,220
22:05:16:232757,0.374074,0.123959,0.657,4.859,0.231,0.695,0.058,0.136,514,0,220
22:05:16:237761,0.374053,0.124403,0.146,4.722,0.17,0.679,0.03,0.138,514,0,220
22:05:16:242882,0.374044,0.124834,-0.159,4.673,-0.192,0.671,0.013,0.144,514,0,220
22:05:16:247883,0.37404,0.125252,0.05,4.798,-0.403,0.682,0.021,0.148,513,-5.8651e-05,220
22:05:16:253007,0.374041,0.125659,0.75,5.121,-0.405,0.708,0.064,0.153,513,-5.8651e-05,220
22:05:16:258036,0.374047,0.126056,1.37,5.356,-0.138,0.725,0.119,0.154,513,-5.8651e-05,220
22:05:16:263132,0.374062,0.12644,1.542,5.389,-0.008,0.729,0.138,0.154,513,-5.8651e-05,220
22:05:16:268136,0.374041,0.1268,1.422,5.276,-0.073,0.728,0.123,0.154,513,-5.8651e-05,220
22:05:16:273259,0.374071,0.127161,1.142,5.119,-0.247,0.721,0.089,0.153,513,-5.8651e-05,220
22:05:16:278262,0.374064,0.127493,0.551,4.82,-0.489,0.698,0.038,0.149,513,-5.8651e-05,220
22:05:16:283383,0.374063,0.127815,0.172,4.654,-0.543,0.68,0.017,0.143,513,-5.8651e-05,220
22:05:16:288384,0.374068,0.128128,-0.092,4.604,-0.479,0.671,0.011,0.138,514,0,220
22:05:16:293510,0.37404,0.128416,0.029,4.729,-0.406,0.68,0.021,0.14,514,0,220
22:05:16:298509,0.374059,0.128705,0.579,5.034,-0.313,0.705,0.056,0.149,513,-5.8651e-05,220
22:05:16:303635,0.374043,0.128966,1.022,5.205,-0.247,0.717,0.087,0.153,513,-5.8651e-05,220
22:05:16:308633,0.374037,0.129217,1.488,5.294,-0.115,0.722,0.128,0.154,513,-5.8651e-05,220
22:05:16:313758,0.374034,0.129458,1.576,5.248,-0.027,0.72,0.136,0.153,513,-5.8651e-05,220
22:05:16:318784,0.37404,0.12969,1.44,5.097,0.051,0.715,0.114,0.15,513,-5.8651e-05,220
22:05:16:323885,0.374054,0.129904,1.267,4.988,0.067,0.712,0.088,0.145,513,-5.8651e-05,220
22:05:16:328883,0.374034,0.130097,0.992,4.857,0.076,0.705,0.059,0.136,513,-5.8651e-05,220
22:05:16:334039,0.37406,0.130291,0.724,4.781,0.068,0.696,0.052,0.133,514,0,220
22:05:16:339009,0.374055,0.130462,0.568,4.749,0.005,0.69,0.057,0.135,514,0,220
22:05:16:344037,0.374051,0.130621,0.425,4.718,-0.204,0.684,0.067,0.145,513,-5.8651e-05,220
22:05:16:349134,0.374059,0.130767,0.423,4.743,-0.347,0.683,0.07,0.152,513,-5.8651e-05,220
22:05:16:354262,0.374034,0.130885,0.574,4.941,-0.382,0.69,0.068,0.154,513,-5.8651e-05,220
22:05:16:359259,0.374054,0.131012,0.739,5.17,-0.272,0.702,0.065,0.15,513,-5.8651e-05,220
22:05:16:364259,0.374041,0.13111,0.935,5.487,-0.094,0.723,0.067,0.151,513,-5.8651e-05,220
22:05:16:369385,0.374035,0.131198,0.978,5.577,-0.053,0.732,0.074,0.16,513,-5.8651e-05,220
22:05:16:374509,0.374039,0.131273,0.969,5.542,-0.037,0.735,0.088,0.167,513,-5.8651e-05,220
22:05:16:379510,0.374046,0.131338,0.972,5.495,0.007,0.734,0.092,0.161,513,-5.8651e-05,220
22:05:16:384635,0.374062,0.131393,0.942,5.441,0.011,0.73,0.084,0.152,513,-5.8651e-05,220
22:05:16:389660,0.374044,0.131419,0.838,5.345,-0.158,0.722,0.072,0.157,513,-5.8651e-05,220
22:05:16:394634,0.374034,0.131436,0.63,5.027,-0.591,0.698,0.053,0.161,513,-5.8651e-05,220
22:05:16:399762,0.374073,0.131454,0.6,4.788,-0.743,0.683,0.045,0.147,513,-5.8651e-05,220
22:05:16:404884,0.374034,0.131436,0.828,4.641,-0.451,0.679,0.05,0.121,513,-5.8651e-05,220
22:05:16:409884,0.374045,0.131415,1.046,4.72,-0.054,0.69,0.064,0.123,513,-5.8651e-05,220
22:05:16:415010,0.374063,0.131389,1.164,4.881,0.271,0.707,0.094,0.151,513,-5.8651e-05,220
22:05:16:420037,0.374047,0.131334,0.915,4.833,0.012,0.705,0.108,0.158,513,-5.8651e-05,220
22:05:16:425009,0.37404,0.13127,0.652,4.705,-0.259,0.695,0.096,0.142,513,-5.8651e-05,220
22:05:16:430140,0.374039,0.131191,0.376,4.583,-0.373,0.681,0.057,0.124,513,-5.8651e-05,220
22:05:16:435135,0.374043,0.131106,0.389,4.627,-0.222,0.683,0.033,0.13,513,-5.8651e-05,220
22:05:16:440263,0.374058,0.131005,0.761,4.835,0.054,0.7,0.033,0.151,513,-5.8651e-05,220
22:05:16:445260,0.374035,0.130882,1.151,4.977,0.116,0.715,0.062,0.155,513,-5.8651e-05,220
22:05:16:450386,0.374065,0.130761,1.584,5.065,0.02,0.725,0.123,0.145,514,0,220
22:05:16:455384,0.374059,0.130611,1.545,5.022,-0.067,0.718,0.146,0.139,514,0,220
22:05:16:460510,0.374058,0.130454,0.93,4.892,-0.119,0.695,0.122,0.143,514,0,220
22:05:16:465510,0.374066,0.130285,0.367,4.851,-0.105,0.681,0.073,0.149,514,0,220
22:05:16:470636,0.374041,0.130087,-0.173,4.98,-0.038,0.682,0.003,0.153,513,-5.8651e-05,220
22:05:16:475641,0.374062,0.129894,-0.151,5.194,0.038,0.698,-0.011,0.152,513,-5.8651e-05,220
22:05:16:480761,0.374049,0.129676,0.373,5.559,0.114,0.729,0.028,0.155,513,-5.8651e-05,220
22:05:16:485775,0.374043,0.129445,0.855,5.712,0.04,0.743,0.076,0.162,513,-5.8651e-05,220
22:05:16:490885,0.374046,0.129204,1.422,5.693,-0.266,0.747,0.132,0.171,513,-5.8651e-05,220
22:05:16:495886,0.374052,0.128952,1.557,5.541,-0.443,0.741,0.139,0.17,513,-5.8651e-05,220
22:05:16:501010,0.37407,0.128689,1.371,5.226,-0.393,0.725,0.108,0.155,513,-5.8651e-05,220
22:05:16:506036,0.37405,0.128399,0.93,4.933,-0.091,0.702,0.065,0.139,513,-5.8651e-05,220
22:05:16:511136,0.374037,0.128096,0.646,4.792,0.018,0.688,0.047,0.134,513,-5.8651e-05,220
22:05:16:516142,0.374032,0.127784,0.376,4.726,-0.108,0.678,0.038,0.138,513,-5.8651e-05,220
22:05:16:521135,0.374033,0.127458,0.34,4.801,-0.288,0.684,0.04,0.144,513,-5.8651e-05,220
22:05:16:526264,0.374042,0.127122,0.54,5.044,-0.443,0.703,0.053,0.152,513,-5.8651e-05,220
22:05:16:531262,0.374057,0.126777,0.828,5.215,-0.414,0.715,0.07,0.156,513,-5.8651e-05,220
22:05:16:536387,0.374037,0.126398,1.332,5.369,-0.243,0.723,0.101,0.159,513,-5.8651e-05,220
22:05:16:541386,0.374064,0.126029,1.552,5.391,-0.113,0.724,0.115,0.158,513,-5.8651e-05,220
22:05:16:546511,0.374058,0.125632,1.487,5.346,-0.029,0.722,0.109,0.153,513,-5.8651e-05,220
22:05:16:551511,0.374055,0.125225,1.19,5.283,-0.113,0.72,0.09,0.149,513,-5.8651e-05,220
22:05:16:556637,0.374062,0.124804,0.623,5.128,-0.402,0.715,0.061,0.148,513,-5.8651e-05,220
22:05:16:561636,0.374034,0.124355,0.33,4.985,-0.555,0.707,0.049,0.153,513,-5.8651e-05,220
22:05:16:566761,0.374052,0.123911,0.121,4.757,-0.512,0.694,0.042,0.16,513,-5.8651e-05,220
22:05:16:571766,0.374033,0.123442,0.094,4.62,-0.359,0.687,0.041,0.157,513,-5.8651e-05,220
22:05:16:576898,0.374065,0.122971,0.125,4.435,-0.204,0.684,0.038,0.136,513,-5.8651e-05,220
22:05:16:581890,0.374061,0.122479,0.196,4.32,-0.181,0.684,0.037,0.119,513,-5.8651e-05,220
22:05:16:587011,0.374063,0.12197,0.5,4.232,-0.074,0.679,0.048,0.114,513,-5.8651e-05,220
22:05:16:592046,0.37407,0.121455,1.161,4.359,0.191,0.676,0.085,0.137,513,-5.8651e-05,220
22:05:16:597137,0.374041,0.120908,1.693,4.537,0.325,0.682,0.119,0.15,513,-5.8651e-05,220
22:05:16:602143,0.374059,0.120365,2.109,4.747,0.294,0.7,0.151,0.14,513,-5.8651e-05,220
22:05:16:607261,0.374041,0.119799,1.885,4.767,0.169,0.707,0.143,0.124,513,-5.8651e-05,220
22:05:16:612283,0.374072,0.119229,0.981,4.686,0.015,0.699,0.091,0.124,513,-5.8651e-05,220
22:05:16:617396,0.374067,0.118635,0.41,4.674,-0.003,0.688,0.052,0.14,514,0,220
22:05:16:622387,0.374066,0.118032,0.125,4.829,0.067,0.685,0.022,0.155,514,0,220
22:05:16:627512,0.374072,0.117415,0.267,5.018,0.112,0.697,0.024,0.149,514,0,220
22:05:16:632511,0.374036,0.116769,0.581,5.285,0.031,0.722,0.05,0.142,514,0,220
22:05:16:637663,0.374052,0.116125,0.73,5.382,-0.148,0.732,0.072,0.153,514,0,220
22:05:16:642654,0.374074,0.115471,0.919,5.404,-0.44,0.732,0.099,0.174,514,0,220
22:05:16:647780,0.374056,0.114789,1.052,5.393,-0.503,0.728,0.105,0.174,514,0,220
22:05:16:652904,0.374044,0.114094,1.177,5.426,-0.328,0.723,0.093,0.157,514,0,220
22:05:16:657895,0.374036,0.113389,1.138,5.468,-0.141,0.721,0.079,0.149,513,-5.8651e-05,220
22:05:16:662908,0.374033,0.112671,0.882,5.453,-0.001,0.718,0.06,0.151,513,-5.8651e-05,220
22:05:16:668036,0.374035,0.111939,0.521,5.281,-0.109,0.712,0.05,0.157,513,-5.8651e-05,220
22:05:16:673155,0.37404,0.111192,0.333,5.118,-0.231,0.707,0.047,0.156,513,-5.8651e-05,220
22:05:16:678159,0.37405,0.110432,0.265,4.926,-0.309,0.699,0.046,0.147,513,-5.8651e-05,220
22:05:16:683158,0.374065,0.109663,0.367,4.887,-0.248,0.696,0.046,0.143,513,-5.8651e-05,220
22:05:16:688284,0.374041,0.108867,0.672,4.96,-0.076,0.699,0.055,0.143,514,0,220
22:05:16:693392,0.374063,0.10807,0.947,5.045,-0.007,0.705,0.071,0.147,514,0,220
22:05:16:698402,0.374047,0.107247,1.421,5.134,-0.057,0.716,0.108,0.152,513,-5.8651e-05,220
22:05:16:703531,0.374034,0.106413,1.67,5.151,-0.114,0.72,0.129,0.149,513,-5.8651e-05,220
22:05:16:708515,0.374067,0.105575,1.672,5.109,-0.029,0.719,0.129,0.143,513,-5.8651e-05,220
22:05:16:713653,0.37406,0.104714,1.373,5.012,0.131,0.712,0.108,0.14,513,-5.8651e-05,220
22:05:16:718779,0.374057,0.103839,0.739,4.742,0.253,0.694,0.068,0.14,513,-5.8651e-05,220
22:05:16:723781,0.374057,0.102951,0.431,4.529,0.138,0.681,0.049,0.14,513,-5.8651e-05,220
22:05:16:728906,0.374061,0.102049,0.306,4.337,-0.174,0.673,0.037,0.136,513,-5.8651e-05,220
22:05:16:733906,0.374066,0.101134,0.357,4.35,-0.301,0.677,0.036,0.133,514,0,220
22:05:16:739030,0.374073,0.100204,0.456,4.511,-0.276,0.688,0.042,0.131,514,0,220
22:05:16:744044,0.374039,0.0992524,0.672,4.716,-0.167,0.696,0.064,0.137,513,-5.8651e-05,220
22:05:16:749158,0.374054,0.098296,0.993,4.879,-0.132,0.7,0.087,0.145,513,-5.8651e-05,220
22:05:16:754158,0.374066,0.0973246,1.604,5.208,-0.123,0.711,0.12,0.158,513,-5.8651e-05,220
22:05:16:759281,0.374039,0.0963323,1.812,5.425,-0.105,0.723,0.13,0.16,513,-5.8651e-05,220
22:05:16:764283,0.37406,0.0953345,1.437,5.529,-0.048,0.734,0.115,0.152,513,-5.8651e-05,220
22:05:16:769405,0.374035,0.0943145,0.831,5.391,-0.028,0.73,0.09,0.144,513,-5.8651e-05,220
22:05:16:774532,0.374056,0.0932884,-0.012,5.045,-0.088,0.708,0.044,0.143,514,0,220
22:05:16:779529,0.374034,0.0922414,-0.283,4.901,-0.171,0.693,0.019,0.148,514,0,220
22:05:16:784655,0.374056,0.0911911,-0.314,4.968,-0.261,0.687,0.005,0.153,513,-5.8651e-05,220
22:05:16:789670,0.374038,0.0901129,-0.184,5.146,-0.263,0.697,0.014,0.152,513,-5.8651e-05,220
22:05:16:794780,0.374063,0.0890354,0.312,5.433,-0.193,0.719,0.053,0.151,513,-5.8651e-05,220
22:05:16:799776,0.374045,0.0879295,0.876,5.562,-0.1,0.73,0.09,0.157,512,-0.000117302,220
22:05:16:804890,0.374068,0.0868237,1.67,5.59,0.147,0.736,0.137,0.168,512,-0.000117302,220
22:05:16:809888,0.37405,0.0856903,1.81,5.478,0.373,0.732,0.146,0.168,512,-0.000117302,220
22:05:16:815014,0.374075,0.0845571,1.327,5.164,0.625,0.715,0.115,0.152,513,-5.8651e-05,220
22:05:16:820044,0.374054,0.0833956,0.6,4.839,0.503,0.694,0.052,0.135,513,-5.8651e-05,220
22:05:16:825013,0.374035,0.0822248,0.273,4.679,0.188,0.684,0.019,0.132,513,-5.8651e-05,220
22:05:16:830148,0.374057,0.0810458,0.099,4.511,-0.377,0.679,0.013,0.136,513,-5.8651e-05,220
22:05:16:835138,0.374035,0.0798434,0.225,4.441,-0.601,0.68,0.038,0.139,513,-5.8651e-05,220
22:05:16:840266,0.374055,0.0786406,0.867,4.487,-0.509,0.683,0.095,0.141,513,-5.8651e-05,220
22:05:16:845389,0.374074,0.0774198,1.465,4.66,-0.235,0.69,0.127,0.142,513,-5.8651e-05,220
22:05:16:850390,0.374044,0.0761754,2.01,5.007,0.143,0.709,0.143,0.143,513,-5.8651e-05,220
22:05:16:855514,0.374061,0.0749271,1.873,5.123,0.188,0.721,0.128,0.14,514,0,220
22:05:16:860514,0.374071,0.073668,1.085,4.941,-0.093,0.719,0.081,0.135,514,0,220
22:05:16:865514,0.374037,0.0723827,0.509,4.665,-0.375,0.703,0.046,0.137,514,0,220
22:05:16:870640,0.374044,0.0710921,0.049,4.394,-0.64,0.678,0.012,0.142,514,0,220
22:05:16:875645,0.374047,0.0697877,0.099,4.475,-0.638,0.677,0.01,0.143,514,0,220
22:05:16:880764,0.374048,0.0684691,0.538,4.942,-0.479,0.698,0.038,0.144,513,-5.8651e-05,220
