Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp, magnet_pos
22:04:41:91830,0.374036,0.0361197,0.386,0.391,-0.097,0.031,0.004,0.002,514,0,140
22:04:41:97035,0.374071,0.0375619,0.311,0.355,-0.262,0.028,0.002,0.007,513,-5.8651e-05,140
22:04:41:102037,0.374048,0.0390007,0.087,0.329,-0.417,0.02,-0.001,0.01,514,0,140
22:04:41:107211,0.374064,0.040441,-0.097,0.327,-0.393,0.015,-0.005,0.009,514,0,140
22:04:41:112086,0.374069,0.0418814,-0.28,0.375,-0.215,0.008,-0.011,0.01,514,0,140
22:04:41:117340,0.374065,0.0433148,-0.24,0.483,-0.071,0.008,-0.01,0.014,513,-5.8651e-05,140
22:04:41:122285,0.374053,0.0447484,0.182,0.818,0.112,0.022,0.008,0.023,513,-5.8651e-05,140
22:04:41:127427,0.374032,0.0461711,0.934,1.277,0.224,0.051,0.04,0.032,513,-5.8651e-05,140
22:04:41:132335,0.374049,0.0476002,1.34,1.494,0.235,0.068,0.059,0.036,513,-5.8651e-05,140
22:04:41:137537,0.374057,0.0490183,1.239,1.388,0.066,0.07,0.062,0.032,513,-5.8651e-05,140
22:04:41:142581,0.374059,0.0504297,0.591,0.981,-0.195,0.051,0.041,0.024,512,-0.000117302,140
22:04:41:147690,0.374052,0.051834,-0.737,0.161,-0.624,0.002,-0.018,0.011,512,-0.000117302,140
22:04:41:152694,0.37404,0.0532315,-1.35,-0.223,-0.71,-0.024,-0.061,0.004,513,-5.8651e-05,140
22:04:41:157786,0.374065,0.0546287,-1.351,-0.22,-0.371,-0.033,-0.093,0,513,-5.8651e-05,140
22:04:41:162822,0.374037,0.0560083,-0.857,0.111,-0.017,-0.011,-0.079,0,513,-5.8651e-05,140
22:04:41:167912,0.374051,0.0573846,0.032,0.666,0.255,0.043,-0.017,0.007,513,-5.8651e-05,140
22:04:41:173057,0.374056,0.0587539,0.448,0.799,0.242,0.07,0.028,0.012,513,-5.8651e-05,140
22:04:41:178037,0.374057,0.060113,0.701,0.427,0.245,0.059,0.063,0.011,514,0,140
22:04:41:183060,0.374052,0.0614575,0.686,-0.112,0.326,0.016,0.055,-0.001,514,0,140
22:04:41:188179,0.374041,0.0627952,0.496,-0.943,0.286,-0.056,0.017,-0.028,514,0,140
22:04:41:193160,0.374071,0.0641304,0.308,-1.262,0.029,-0.079,-0.003,-0.039,513,-5.8651e-05,140
22:04:41:198275,0.374049,0.065447,0.06,-1.233,-0.475,-0.058,-0.012,-0.035,513,-5.8651e-05,140
22:04:41:203295,0.374068,0.0667576,-0.006,-0.965,-0.65,-0.026,-0.005,-0.022,513,-5.8651e-05,140
22:04:41:208439,0.37404,0.0680499,0.062,-0.429,-0.512,0.005,0.003,0,513,-5.8651e-05,140
22:04:41:213416,0.374051,0.06934,0.152,-0.06,-0.247,0.012,0.005,0.009,513,-5.8651e-05,140
22:04:41:218525,0.374059,0.0706196,0.179,0.432,0.155,0.019,0.007,0.018,513,-5.8651e-05,140
22:04:41:223525,0.374063,0.0718853,-0.044,0.653,0.342,0.034,0.012,0.019,513,-5.8651e-05,140
22:04:41:228706,0.374063,0.0731405,-0.289,0.531,0.312,0.039,0.012,0.014,513,-5.8651e-05,140
22:04:41:233664,0.374062,0.0743819,-0.551,0.004,0.146,0.02,0,0,513,-5.8651e-05,140
22:04:41:238773,0.374056,0.0756087,-0.516,-0.372,0.048,-0.004,-0.014,-0.009,513,-5.8651e-05,140
22:04:41:243812,0.37405,0.076826,-0.153,-0.604,-0.01,-0.027,-0.03,-0.013,513,-5.8651e-05,140
22:04:41:248938,0.374038,0.0780321,0.141,-0.487,-0.021,-0.022,-0.026,-0.009,513,-5.8651e-05,140
22:04:41:253951,0.374072,0.0792345,0.417,-0.172,-0.08,0.001,0.006,-0.001,513,-5.8651e-05,140
22:04:41:259074,0.374059,0.0804131,0.471,-0.066,-0.161,0.011,0.034,0.002,513,-5.8651e-05,140
22:04:41:264024,0.374043,0.0815773,0.441,-0.13,-0.263,0,0.052,0.006,513,-5.8651e-05,140
22:04:41:269171,0.374071,0.0827413,0.348,-0.176,-0.228,-0.014,0.039,0.007,513,-5.8651e-05,140
22:04:41:274155,0.374052,0.0838852,0.013,-0.021,0.047,-0.019,0,0.005,513,-5.8651e-05,140
22:04:41:279320,0.374035,0.0850116,-0.332,0.178,0.277,-0.004,-0.023,0.003,513,-5.8651e-05,140
22:04:41:284320,0.37406,0.086138,-0.819,0.287,0.37,0.029,-0.038,0,513,-5.8651e-05,140
22:04:41:289399,0.374041,0.0872402,-0.916,-0.077,0.031,0.038,-0.042,0,513,-5.8651e-05,140
22:04:41:294449,0.374065,0.0883387,-0.663,-0.488,-0.276,0.018,-0.039,-0.003,513,-5.8651e-05,140
22:04:41:299546,0.374046,0.0894168,0.064,-1.01,-0.538,-0.035,-0.013,-0.014,513,-5.8651e-05,140
22:04:41:304523,0.374072,0.0904881,0.582,-1.164,-0.525,-0.066,0.021,-0.021,513,-5.8651e-05,140
22:04:41:309699,0.374051,0.0915377,1.014,-1.139,-0.35,-0.075,0.069,-0.025,513,-5.8651e-05,140
22:04:41:314815,0.374032,0.0925735,0.926,-1.045,-0.201,-0.059,0.072,-0.024,513,-5.8651e-05,140
22:04:41:319777,0.374058,0.0936106,0.301,-0.875,0.046,-0.028,0.027,-0.025,512,-0.000117302,140
22:04:41:324946,0.374042,0.0946192,-0.223,-0.71,0.204,-0.016,-0.016,-0.024,512,-0.000117302,140
22:04:41:329899,0.37407,0.0956286,-0.73,-0.313,0.289,-0.006,-0.054,-0.011,513,-5.8651e-05,140
22:04:41:335085,0.374058,0.0966135,-0.756,0.018,0.183,0.007,-0.051,0.004,513,-5.8651e-05,140
22:04:41:339967,0.374043,0.0975836,-0.476,0.411,-0.102,0.04,-0.019,0.025,513,-5.8651e-05,140
22:04:41:345038,0.374033,0.0985442,-0.271,0.459,-0.207,0.054,0,0.027,513,-5.8651e-05,140
22:04:41:350178,0.37407,0.0994992,-0.141,0.08,-0.054,0.034,0.005,0.008,514,0,140
22:04:41:355196,0.374062,0.100432,-0.138,-0.394,0.191,-0.005,0.001,-0.008,514,0,140
22:04:41:360289,0.374058,0.101351,-0.065,-1.054,0.455,-0.066,0.001,-0.023,513,-5.8651e-05,140
22:04:41:365320,0.374054,0.102256,0.088,-1.22,0.405,-0.081,0.011,-0.023,513,-5.8651e-05,140
22:04:41:370398,0.374056,0.103151,0.375,-0.933,0.019,-0.053,0.028,-0.016,513,-5.8651e-05,140
22:04:41:375530,0.37406,0.104029,0.465,-0.306,-0.32,0,0.031,-0.005,513,-5.8651e-05,140
22:04:41:380587,0.374065,0.104896,0.351,0.055,-0.296,0.024,0.023,0.001,513,-5.8651e-05,140
22:04:41:385539,0.374032,0.105738,0.095,0.31,0.077,0.034,0.008,0.006,513,-5.8651e-05,140
22:04:41:390696,0.374045,0.106582,0.001,0.298,0.331,0.027,0.002,0.006,513,-5.8651e-05,140
22:04:41:395678,0.37406,0.107408,-0.067,0.122,0.383,0.017,-0.001,0.004,513,-5.8651e-05,140
22:04:41:400774,0.374039,0.108213,-0.218,-0.069,0.198,0.011,-0.004,0.002,513,-5.8651e-05,140
22:04:41:405808,0.374062,0.109016,-0.628,-0.493,-0.124,-0.006,-0.016,-0.004,513,-5.8651e-05,140
22:04:41:410919,0.374045,0.109792,-0.788,-0.841,-0.211,-0.029,-0.027,-0.012,513,-5.8651e-05,140
22:04:41:416025,0.374034,0.110559,-0.453,-1.247,-0.104,-0.062,-0.031,-0.023,513,-5.8651e-05,140
22:04:41:421053,0.374068,0.111324,0.097,-1.291,0.028,-0.066,-0.015,-0.027,513,-5.8651e-05,140
22:04:41:426171,0.374065,0.112063,0.87,-1.012,0.145,-0.036,0.028,-0.029,514,0,140
22:04:41:431081,0.374065,0.112793,1.049,-0.766,0.137,-0.012,0.053,-0.027,513,-5.8651e-05,140
22:04:41:436083,0.374072,0.113504,0.653,-0.595,0.064,-0.005,0.055,-0.017,513,-5.8651e-05,140
22:04:41:441275,0.374038,0.114197,0.07,-0.631,0.027,-0.018,0.028,-0.011,513,-5.8651e-05,140
22:04:41:446325,0.374051,0.114884,-0.816,-0.731,0.036,-0.037,-0.033,-0.01,513,-5.8651e-05,140
22:04:41:451411,0.374072,0.115563,-1.102,-0.648,0.095,-0.03,-0.072,-0.011,513,-5.8651e-05,140
22:04:41:456400,0.374053,0.116214,-0.812,-0.43,0.103,-0.009,-0.065,-0.005,513,-5.8651e-05,140
22:04:41:461456,0.37404,0.116855,0.073,0.018,-0.033,0.03,-0.007,0.007,513,-5.8651e-05,140
22:04:41:466524,0.374033,0.117479,0.658,0.198,-0.196,0.043,0.039,0.01,513,-5.8651e-05,140
22:04:41:471658,0.374071,0.11811,1.068,0.008,-0.313,0.017,0.075,0,512,-0.000117302,140
22:04:41:476802,0.374073,0.11871,0.898,-0.349,-0.2,-0.021,0.063,-0.008,512,-0.000117302,140
22:04:41:481776,0.374039,0.119286,0.111,-0.784,0.112,-0.063,0.014,-0.014,513,-5.8651e-05,140
22:04:41:486920,0.374053,0.119867,-0.484,-0.834,0.206,-0.062,-0.018,-0.013,513,-5.8651e-05,140
22:04:41:491947,0.374072,0.12043,-0.928,-0.628,0.045,-0.028,-0.047,-0.011,513,-5.8651e-05,140
22:04:41:497025,0.374053,0.120973,-0.801,-0.42,-0.113,0.001,-0.049,-0.009,513,-5.8651e-05,140
22:04:41:502056,0.374042,0.121498,-0.227,-0.109,-0.096,0.038,-0.029,-0.003,514,0,140
22:04:41:507199,0.374036,0.122014,0.179,0.004,0.101,0.046,-0.003,0,514,0,140
22:04:41:512150,0.374036,0.122519,0.604,-0.2,0.401,0.015,0.036,-0.005,513,-5.8651e-05,140
22:04:41:517309,0.374043,0.123012,0.717,-0.586,0.434,-0.025,0.05,-0.015,513,-5.8651e-05,140
22:04:41:522275,0.374054,0.123494,0.554,-1.177,0.186,-0.07,0.043,-0.028,513,-5.8651e-05,140
22:04:41:527444,0.374074,0.123959,0.013,-1.368,-0.151,-0.065,0.01,-0.027,513,-5.8651e-05,140
22:04:41:532447,0.374053,0.124403,-0.383,-1.268,-0.243,-0.046,-0.016,-0.02,513,-5.8651e-05,140
22:04:41:537558,0.374044,0.124834,-0.643,-0.964,-0.109,-0.026,-0.047,-0.012,513,-5.8651e-05,140
22:04:41:542566,0.37404,0.125252,-0.49,-0.704,0.048,-0.017,-0.05,-0.01,513,-5.8651e-05,140
22:04:41:547658,0.374041,0.125659,0.051,-0.254,0.159,0.004,-0.016,-0.006,513,-5.8651e-05,140
22:04:41:552699,0.374047,0.126056,0.411,-0.007,0.137,0.02,0.023,-0.002,513,-5.8651e-05,140
22:04:41:557799,0.374062,0.12644,0.658,0.057,0.123,0.024,0.066,0.002,513,-5.8651e-05,140
22:04:41:562797,0.374041,0.1268,0.56,-0.146,0.167,0.008,0.064,0.001,513,-5.8651e-05,140
22:04:41:567902,0.374071,0.127161,0.085,-0.63,0.177,-0.027,0.017,-0.006,514,0,140
22:04:41:572828,0.374064,0.127493,-0.326,-0.895,0.078,-0.044,-0.019,-0.012,514,0,140
22:04:41:578032,0.374063,0.127815,-0.807,-1.019,-0.142,-0.047,-0.051,-0.019,513,-5.8651e-05,140
22:04:41:583156,0.374068,0.128128,-0.906,-0.922,-0.242,-0.038,-0.053,-0.019,513,-5.8651e-05,140
22:04:41:588151,0.37404,0.128416,-0.652,-0.605,-0.294,-0.017,-0.038,-0.012,513,-5.8651e-05,140
22:04:41:593156,0.374059,0.128705,-0.282,-0.354,-0.315,-0.001,-0.019,-0.005,513,-5.8651e-05,140
22:04:41:598276,0.374043,0.128966,0.299,-0.075,-0.351,0.017,0.018,0.002,513,-5.8651e-05,140
22:04:41:603281,0.374037,0.129217,0.525,-0.051,-0.329,0.019,0.04,0.005,513,-5.8651e-05,140
22:04:41:608401,0.374034,0.129458,0.508,-0.294,-0.138,0,0.05,0.003,513,-5.8651e-05,140
22:04:41:613481,0.37404,0.12969,0.292,-0.663,0.175,-0.026,0.026,-0.009,513,-5.8651e-05,140
22:04:41:618527,0.374054,0.129904,0.209,-0.825,0.303,-0.033,0.005,-0.02,513,-5.8651e-05,140
22:04:41:623672,0.374034,0.130097,0.203,-0.872,0.18,-0.024,-0.011,-0.029,513,-5.8651e-05,140
22:04:41:628700,0.37406,0.130291,0.183,-0.837,-0.061,-0.015,-0.01,-0.027,513,-5.8651e-05,140
22:04:41:633655,0.374055,0.130462,0.012,-0.844,-0.346,-0.016,0.001,-0.017,513,-5.8651e-05,140
22:04:41:638778,0.374051,0.130621,-0.161,-0.914,-0.356,-0.03,0.007,-0.011,513,-5.8651e-05,140
22:04:41:643922,0.374059,0.130767,-0.335,-1.009,-0.191,-0.05,0.006,-0.009,513,-5.8651e-05,140
22:04:41:648932,0.374034,0.130885,-0.302,-0.969,-0.096,-0.051,0,-0.013,513,-5.8651e-05,140
22:04:41:653901,0.374054,0.131012,-0.065,-0.704,-0.066,-0.027,-0.008,-0.019,514,0,140
22:04:41:659031,0.374041,0.13111,0.074,-0.462,-0.081,-0.003,-0.006,-0.013,514,0,140
22:04:41:663956,0.374035,0.131198,0.055,-0.172,-0.044,0.022,0.002,0.005,513,-5.8651e-05,140
22:04:41:669152,0.374039,0.131273,-0.066,-0.085,0.056,0.025,0.005,0.011,513,-5.8651e-05,140
22:04:41:674151,0.374046,0.131338,-0.156,-0.105,0.268,0.008,0.004,-0.001,513,-5.8651e-05,140
22:04:41:679325,0.374062,0.131393,-0.096,-0.182,0.34,-0.007,0.004,-0.01,513,-5.8651e-05,140
22:04:41:684206,0.374044,0.131419,0.018,-0.319,0.208,-0.02,0.013,-0.001,513,-5.8651e-05,140
22:04:41:689406,0.374034,0.131436,0.018,-0.428,-0.029,-0.014,0.019,0.008,513,-5.8651e-05,140
22:04:41:694403,0.374073,0.131454,0.033,-0.471,-0.06,-0.009,0.015,-0.003,513,-5.8651e-05,140
22:04:41:699532,0.374034,0.131436,0.195,-0.486,0.09,-0.009,0.001,-0.026,513,-5.8651e-05,140
22:04:41:704454,0.374045,0.131415,0.298,-0.489,0.144,-0.01,-0.003,-0.023,513,-5.8651e-05,140
22:04:41:709693,0.374063,0.131389,0.132,-0.594,-0.069,-0.01,-0.005,0,512,-0.000117302,140
22:04:41:714698,0.374047,0.131334,-0.225,-0.781,-0.332,-0.013,-0.007,0.003,512,-0.000117302,140
22:04:41:719676,0.37404,0.13127,-0.768,-1.138,-0.587,-0.035,-0.018,-0.022,513,-5.8651e-05,140
22:04:41:724792,0.374039,0.131191,-0.85,-1.265,-0.548,-0.054,-0.024,-0.036,513,-5.8651e-05,140
22:04:41:729782,0.374043,0.131106,-0.376,-1.06,-0.223,-0.059,-0.019,-0.027,513,-5.8651e-05,140
22:04:41:734951,0.374058,0.131005,0.179,-0.697,0.039,-0.033,-0.004,-0.008,514,0,140
22:04:41:739949,0.374035,0.130882,0.854,-0.181,0.233,0.024,0.027,0.003,514,0,140
22:04:41:745058,0.374065,0.130761,0.93,-0.107,0.146,0.045,0.044,-0.003,513,-5.8651e-05,140
22:04:41:750028,0.374059,0.130611,0.388,-0.527,-0.179,0.014,0.044,-0.02,513,-5.8651e-05,140
22:04:41:755201,0.374058,0.130454,-0.209,-0.989,-0.352,-0.035,0.024,-0.026,513,-5.8651e-05,140
22:04:41:760181,0.374066,0.130285,-0.903,-1.45,-0.377,-0.095,-0.019,-0.025,513,-5.8651e-05,140
22:04:41:765303,0.374041,0.130087,-0.997,-1.401,-0.282,-0.095,-0.041,-0.022,513,-5.8651e-05,140
22:04:41:770278,0.374062,0.129894,-0.586,-0.815,-0.102,-0.038,-0.041,-0.015,513,-5.8651e-05,140
22:04:41:775434,0.374049,0.129676,0.053,-0.002,0.078,0.036,-0.008,-0.003,513,-5.8651e-05,140
22:04:41:780450,0.374043,0.129445,0.339,0.39,0.184,0.067,0.015,0.006,513,-5.8651e-05,140
22:04:41:785556,0.374046,0.129204,0.392,0.444,0.221,0.057,0.031,0.012,513,-5.8651e-05,140
22:04:41:790551,0.374052,0.128952,0.244,0.115,0.132,0.019,0.028,0.008,513,-5.8651e-05,140
22:04:41:795685,0.37407,0.128689,-0.024,-0.581,-0.064,-0.04,0.016,-0.004,513,-5.8651e-05,140
22:04:41:800660,0.37405,0.128399,-0.144,-0.91,-0.125,-0.056,0.009,-0.012,513,-5.8651e-05,140
22:04:41:805778,0.374037,0.128096,-0.198,-0.983,-0.024,-0.04,0,-0.017,513,-5.8651e-05,140
22:04:41:810799,0.374032,0.127784,-0.156,-0.814,0.116,-0.02,-0.005,-0.016,513,-5.8651e-05,140
22:04:41:815908,0.374033,0.127458,0.002,-0.458,0.263,-0.002,-0.008,-0.011,513,-5.8651e-05,140
22:04:41:821076,0.374042,0.127122,0.136,-0.249,0.256,0.002,-0.003,-0.006,513,-5.8651e-05,140
22:04:41:826055,0.374057,0.126777,0.283,-0.072,0.14,0.005,0.012,0.001,513,-5.8651e-05,140
22:04:41:831029,0.374037,0.126398,0.298,-0.068,0.068,0.005,0.021,0.004,513,-5.8651e-05,140
22:04:41:836199,0.374064,0.126029,0.192,-0.197,0.018,-0.003,0.02,0.001,513,-5.8651e-05,140
22:04:41:841153,0.374058,0.125632,0.069,-0.309,-0.016,-0.011,0.009,-0.002,513,-5.8651e-05,140
22:04:41:846301,0.374055,0.125225,-0.116,-0.415,-0.133,-0.014,-0.009,-0.008,513,-5.8651e-05,140
22:04:41:851207,0.374062,0.124804,-0.212,-0.44,-0.226,-0.01,-0.017,-0.009,513,-5.8651e-05,140
22:04:41:856406,0.374034,0.124355,-0.301,-0.5,-0.266,-0.004,-0.018,-0.005,513,-5.8651e-05,140
22:04:41:861451,0.374052,0.123911,-0.325,-0.63,-0.205,-0.008,-0.015,-0.003,513,-5.8651e-05,140
22:04:41:866528,0.374033,0.123442,-0.322,-1.001,-0.096,-0.03,-0.009,-0.01,513,-5.8651e-05,140
22:04:41:871534,0.374065,0.122971,-0.305,-1.451,-0.147,-0.057,-0.007,-0.034,513,-5.8651e-05,140
22:04:41:876700,0.374061,0.122479,-0.287,-1.656,-0.243,-0.067,-0.009,-0.049,513,-5.8651e-05,140
22:04:41:881567,0.374063,0.12197,-0.162,-1.638,-0.225,-0.062,-0.01,-0.047,513,-5.8651e-05,140
22:04:41:886779,0.37407,0.121455,0.052,-1.406,-0.013,-0.048,-0.003,-0.028,513,-5.8651e-05,140
22:04:41:891688,0.374041,0.120908,0.521,-0.951,0.393,-0.02,0.021,-0.006,513,-5.8651e-05,140
22:04:41:896953,0.374059,0.120365,0.755,-0.761,0.485,-0.008,0.04,-0.011,513,-5.8651e-05,140
22:04:41:901904,0.374041,0.119799,0.67,-0.781,0.229,-0.01,0.047,-0.031,513,-5.8651e-05,140
22:04:41:907074,0.374072,0.119229,0.328,-0.908,-0.039,-0.024,0.032,-0.032,513,-5.8651e-05,140
22:04:41:912057,0.374067,0.118635,-0.201,-0.993,-0.254,-0.042,-0.001,-0.012,513,-5.8651e-05,140
22:04:41:917192,0.374066,0.118032,-0.329,-0.899,-0.232,-0.04,-0.017,-0.002,513,-5.8651e-05,140
22:04:41:922156,0.374072,0.117415,-0.191,-0.583,-0.074,-0.02,-0.021,-0.011,513,-5.8651e-05,140
22:04:41:927329,0.374036,0.116769,-0.068,-0.322,0.056,-0.002,-0.013,-0.017,513,-5.8651e-05,140
22:04:41:932304,0.374052,0.116125,-0.037,0.031,0.239,0.019,0.001,-0.001,513,-5.8651e-05,140
22:04:41:937405,0.374074,0.115471,-0.074,0.163,0.302,0.025,0.01,0.014,513,-5.8651e-05,140
22:04:41:942406,0.374056,0.114789,-0.099,0.126,0.26,0.015,0.015,0.017,513,-5.8651e-05,140
22:04:41:947535,0.374044,0.114094,-0.116,-0.062,0.143,-0.008,0.008,0,513,-5.8651e-05,140
22:04:41:952550,0.374036,0.113389,-0.153,-0.139,0.084,-0.017,0,-0.007,513,-5.8651e-05,140
22:04:41:957664,0.374033,0.112671,-0.204,-0.139,-0.003,-0.009,-0.007,-0.003,513,-5.8651e-05,140
22:04:41:962701,0.374035,0.111939,-0.214,-0.154,-0.082,0.003,-0.009,0.001,513,-5.8651e-05,140
22:04:41:967808,0.37404,0.111192,-0.232,-0.35,-0.158,0.007,-0.01,-0.002,513,-5.8651e-05,140
22:04:41:972800,0.37405,0.110432,-0.257,-0.582,-0.139,-0.007,-0.014,-0.011,513,-5.8651e-05,140
22:04:41:977905,0.374065,0.109663,-0.242,-0.902,-0.081,-0.037,-0.02,-0.022,513,-5.8651e-05,140
22:04:41:982928,0.374041,0.108867,-0.137,-0.975,-0.092,-0.046,-0.017,-0.021,513,-5.8651e-05,140
22:04:41:988060,0.374063,0.10807,0.173,-0.819,-0.149,-0.03,0.004,-0.011,513,-5.8651e-05,140
22:04:41:993051,0.374047,0.107247,0.426,-0.63,-0.127,-0.011,0.025,-0.008,513,-5.8651e-05,140
22:04:41:998155,0.374034,0.106413,0.702,-0.459,0.032,0.003,0.044,-0.015,513,-5.8651e-05,140
22:04:42:3176,0.374067,0.105575,0.712,-0.482,0.159,-0.001,0.04,-0.022,513,-5.8651e-05,140
22:04:42:8282,0.37406,0.104714,0.404,-0.649,0.256,-0.016,0.018,-0.021,513,-5.8651e-05,140
22:04:42:13196,0.374057,0.103839,0.07,-0.793,0.229,-0.024,0.002,-0.016,513,-5.8651e-05,140
22:04:42:18405,0.374057,0.102951,-0.33,-1.044,0.069,-0.035,-0.012,-0.014,513,-5.8651e-05,140
22:04:42:23409,0.374061,0.102049,-0.412,-1.211,-0.06,-0.047,-0.016,-0.019,513,-5.8651e-05,140
22:04:42:28579,0.374066,0.101134,-0.321,-1.321,-0.143,-0.058,-0.017,-0.028,513,-5.8651e-05,140
22:04:42:33574,0.374073,0.100204,-0.196,-1.148,0.008,-0.045,-0.014,-0.029,513,-5.8651e-05,140
22:04:42:38530,0.374039,0.0992524,-0.104,-0.914,0.19,-0.028,-0.007,-0.025,513,-5.8651e-05,140
22:04:42:43682,0.374054,0.098296,0.196,-0.511,0.421,-0.007,0.011,-0.012,513,-5.8651e-05,140
22:04:42:48584,0.374066,0.0973246,0.496,-0.245,0.488,0.001,0.028,-0.001,513,-5.8651e-05,140
22:04:42:53788,0.374039,0.0963323,0.762,0.08,0.455,0.015,0.048,0.005,513,-5.8651e-05,140
22:04:42:58935,0.37406,0.0953345,0.602,0.161,0.369,0.021,0.048,0.002,513,-5.8651e-05,140
22:04:42:63929,0.374035,0.0943145,-0.104,-0.048,0.183,0.012,0.017,-0.005,513,-5.8651e-05,140
22:04:42:68926,0.374056,0.0932884,-0.617,-0.359,0.034,-0.009,-0.019,-0.007,513,-5.8651e-05,140
22:04:42:74032,0.374034,0.0922414,-1.031,-0.78,-0.201,-0.041,-0.068,-0.006,514,0,140
22:04:42:78959,0.374056,0.0911911,-1.028,-0.854,-0.329,-0.046,-0.08,-0.006,513,-5.8651e-05,140
22:04:42:84085,0.374038,0.0901129,-0.712,-0.589,-0.379,-0.02,-0.054,-0.007,513,-5.8651e-05,140
22:04:42:89202,0.374063,0.0890354,-0.318,-0.286,-0.279,0.003,-0.016,-0.004,513,-5.8651e-05,140
22:04:42:94281,0.374045,0.0879295,0.443,0.04,0.025,0.02,0.042,0.005,513,-5.8651e-05,140
