Time,X,Y,Fx,Fy,Fz,Mx,My,Mz,Potentiometer_bit,handle_disp, magnet_pos
22:05:47:925982,0.374043,0.0275548,0.352,4.932,-0.356,0.454,0.017,0.113,514,0,300
22:05:47:931144,0.374045,0.0289669,0.477,4.475,-0.378,0.439,0.029,0.1,514,0,300
22:05:47:936249,0.374035,0.0303861,0.57,4.251,-0.225,0.432,0.031,0.094,515,5.8651e-05,300
22:05:47:941269,0.374063,0.0318153,0.63,4.008,0.015,0.42,0.02,0.085,515,5.8651e-05,300
22:05:47:946348,0.374034,0.0332449,0.629,3.895,0.039,0.412,0.01,0.079,517,0.000175953,300
22:05:47:951392,0.374041,0.0346814,0.643,3.839,-0.102,0.401,0.007,0.077,518,0.000234604,300
22:05:47:956517,0.374036,0.0361197,0.672,3.901,-0.193,0.398,0.013,0.081,518,0.000234604,300
22:05:47:961474,0.374071,0.0375619,0.659,4.09,-0.197,0.4,0.026,0.089,519,0.000293255,300
22:05:47:966604,0.374048,0.0390007,0.503,4.257,-0.095,0.408,0.025,0.092,519,0.000293255,300
22:05:47:971614,0.374064,0.040441,0.359,4.316,-0.041,0.415,0.017,0.093,519,0.000293255,300
22:05:47:976735,0.374069,0.0418814,0.239,4.356,-0.062,0.426,0.004,0.098,520,0.000351906,300
22:05:47:981713,0.374065,0.0433148,0.292,4.391,-0.132,0.431,0,0.104,520,0.000351906,300
22:05:47:986877,0.374053,0.0447484,0.605,4.517,-0.179,0.436,0.001,0.108,519,0.000293255,300
22:05:47:992018,0.374032,0.0461711,0.942,4.652,-0.1,0.441,0.011,0.106,519,0.000293255,300
22:05:47:997019,0.374049,0.0476002,1.457,4.86,0.079,0.453,0.043,0.104,519,0.000293255,300
22:05:48:2143,0.374057,0.0490183,1.588,4.933,0.098,0.461,0.068,0.106,519,0.000293255,300
22:05:48:7143,0.374059,0.0504297,1.12,4.862,-0.12,0.462,0.077,0.112,519,0.000293255,300
22:05:48:12251,0.374052,0.051834,0.405,4.705,-0.322,0.452,0.047,0.114,519,0.000293255,300
22:05:48:17224,0.37404,0.0532315,-0.666,4.421,-0.431,0.429,-0.037,0.108,517,0.000175953,300
22:05:48:22393,0.374065,0.0546287,-0.973,4.286,-0.316,0.418,-0.085,0.1,516,0.000117302,300
22:05:48:27395,0.374037,0.0560083,-0.65,4.225,-0.051,0.419,-0.09,0.091,516,0.000117302,300
22:05:48:32519,0.374051,0.0573846,-0.163,4.22,0.01,0.427,-0.043,0.09,515,5.8651e-05,300
22:05:48:37648,0.374056,0.0587539,0.442,4.103,-0.179,0.433,0.044,0.093,515,5.8651e-05,300
22:05:48:42655,0.374057,0.060113,0.696,3.78,-0.459,0.424,0.078,0.092,515,5.8651e-05,300
22:05:48:47730,0.374052,0.0614575,0.74,3.504,-0.53,0.413,0.056,0.085,516,0.000117302,300
22:05:48:52751,0.374041,0.0627952,0.721,3.17,-0.442,0.394,-0.002,0.071,516,0.000117302,300
22:05:48:57845,0.374071,0.0641304,0.666,3.086,-0.343,0.385,-0.027,0.066,516,0.000117302,300
22:05:48:62760,0.374049,0.065447,0.603,3.204,-0.257,0.382,-0.019,0.068,516,0.000117302,300
22:05:48:67903,0.374068,0.0667576,0.633,3.39,-0.261,0.386,0.008,0.074,516,0.000117302,300
22:05:48:73102,0.37404,0.0680499,0.734,3.68,-0.334,0.397,0.047,0.088,516,0.000117302,300
22:05:48:78156,0.374051,0.06934,0.725,3.833,-0.387,0.404,0.054,0.097,516,0.000117302,300
22:05:48:83099,0.374059,0.0706196,0.501,3.996,-0.38,0.414,0.032,0.103,516,0.000117302,300
22:05:48:88215,0.374063,0.0718853,0.275,4.042,-0.284,0.421,0.008,0.099,516,0.000117302,300
22:05:48:93336,0.374063,0.0731405,-0.01,3.953,-0.011,0.426,-0.019,0.086,516,0.000117302,300
22:05:48:98336,0.374062,0.0743819,-0.111,3.803,0.222,0.425,-0.027,0.077,516,0.000117302,300
22:05:48:103464,0.374056,0.0756087,-0.077,3.627,0.545,0.419,-0.025,0.074,516,0.000117302,300
22:05:48:108505,0.37405,0.076826,0.09,3.652,0.664,0.415,-0.015,0.079,516,0.000117302,300
22:05:48:113585,0.374038,0.0780321,0.485,3.869,0.609,0.407,0.015,0.091,516,0.000117302,300
22:05:48:118649,0.374072,0.0792345,0.812,4.04,0.312,0.4,0.051,0.095,515,5.8651e-05,300
22:05:48:123585,0.374059,0.0804131,0.893,4.027,0.062,0.4,0.064,0.094,515,5.8651e-05,300
22:05:48:128716,0.374043,0.0815773,0.828,3.862,-0.27,0.408,0.049,0.092,515,5.8651e-05,300
22:05:48:133763,0.374071,0.0827413,0.695,3.726,-0.427,0.416,0.022,0.091,515,5.8651e-05,300
22:05:48:138837,0.374052,0.0838852,0.364,3.566,-0.544,0.422,-0.016,0.084,515,5.8651e-05,300
22:05:48:143834,0.374035,0.0850116,0.067,3.501,-0.533,0.422,-0.027,0.078,515,5.8651e-05,300
22:05:48:149005,0.37406,0.086138,-0.307,3.441,-0.39,0.419,-0.025,0.073,515,5.8651e-05,300
22:05:48:153959,0.374041,0.0872402,-0.344,3.407,-0.259,0.413,-0.017,0.075,514,0,300
22:05:48:159132,0.374065,0.0883387,0.062,3.352,-0.167,0.401,0.002,0.082,514,0,300
22:05:48:164129,0.374046,0.0894168,0.522,3.319,-0.237,0.393,0.023,0.084,514,0,300
22:05:48:169214,0.374072,0.0904881,1.052,3.245,-0.467,0.387,0.056,0.082,516,0.000117302,300
22:05:48:174209,0.374051,0.0915377,1.101,3.126,-0.57,0.385,0.063,0.076,516,0.000117302,300
22:05:48:179382,0.374032,0.0925735,0.749,2.817,-0.476,0.377,0.036,0.063,516,0.000117302,300
22:05:48:184363,0.374058,0.0936106,0.412,2.619,-0.29,0.369,0.004,0.054,516,0.000117302,300
22:05:48:189464,0.374042,0.0946192,0.028,2.609,-0.09,0.364,-0.031,0.053,516,0.000117302,300
22:05:48:194508,0.37407,0.0956286,-0.087,2.878,-0.108,0.373,-0.036,0.064,515,5.8651e-05,300
22:05:48:199621,0.374058,0.0966135,-0.08,3.534,-0.242,0.4,-0.022,0.09,514,0,300
22:05:48:204662,0.374043,0.0975836,0.054,4.058,-0.248,0.429,0,0.107,514,0,300
22:05:48:209709,0.374033,0.0985442,0.169,4.148,-0.17,0.44,0.014,0.106,514,0,300
22:05:48:214665,0.37407,0.0994992,0.357,3.893,-0.05,0.439,0.031,0.092,514,0,300
22:05:48:219841,0.374062,0.100432,0.486,3.586,0.021,0.428,0.035,0.083,514,0,300
22:05:48:224960,0.374058,0.101351,0.61,3.166,0.159,0.401,0.027,0.073,515,5.8651e-05,300
22:05:48:230054,0.374054,0.102256,0.6,3.013,0.211,0.383,0.017,0.069,515,5.8651e-05,300
22:05:48:235085,0.374056,0.103151,0.484,3.035,0.05,0.373,0.006,0.066,515,5.8651e-05,300
22:05:48:240090,0.37406,0.104029,0.414,3.192,-0.178,0.38,0.008,0.07,515,5.8651e-05,300
22:05:48:245015,0.374065,0.104896,0.395,3.498,-0.379,0.4,0.02,0.083,515,5.8651e-05,300
22:05:48:250210,0.374032,0.105738,0.432,3.658,-0.293,0.412,0.027,0.093,514,0,300
22:05:48:255361,0.374045,0.106582,0.522,3.77,0.017,0.421,0.027,0.097,514,0,300
22:05:48:260371,0.37406,0.107408,0.55,3.78,0.176,0.424,0.023,0.093,514,0,300
22:05:48:265461,0.374039,0.108213,0.391,3.706,0.246,0.423,0.013,0.085,513,-5.8651e-05,300
22:05:48:270400,0.374062,0.109016,0.135,3.574,0.208,0.418,0.004,0.08,514,0,300
22:05:48:275618,0.374045,0.109792,-0.207,3.258,0.018,0.401,-0.013,0.075,514,0,300
22:05:48:280598,0.374034,0.110559,-0.099,2.944,-0.32,0.384,-0.024,0.073,514,0,300
22:05:48:285710,0.374068,0.111324,0.254,2.826,-0.51,0.377,-0.017,0.071,514,0,300
22:05:48:290713,0.374065,0.112063,0.91,2.804,-0.538,0.377,0.017,0.063,515,5.8651e-05,300
22:05:48:295852,0.374065,0.112793,1.209,2.84,-0.407,0.378,0.047,0.061,515,5.8651e-05,300
22:05:48:300867,0.374072,0.113504,1.14,2.894,-0.195,0.375,0.068,0.065,515,5.8651e-05,300
22:05:48:305964,0.374038,0.114197,0.704,2.94,-0.112,0.372,0.052,0.071,515,5.8651e-05,300
22:05:48:310971,0.374051,0.114884,-0.2,3.084,-0.034,0.375,-0.005,0.073,516,0.000117302,300
22:05:48:316179,0.374072,0.115563,-0.607,3.235,0.017,0.386,-0.046,0.073,516,0.000117302,300
22:05:48:321210,0.374053,0.116214,-0.514,3.475,0.065,0.407,-0.066,0.077,515,5.8651e-05,300
22:05:48:326153,0.37404,0.116855,-0.051,3.598,0.047,0.419,-0.04,0.083,515,5.8651e-05,300
22:05:48:331150,0.374033,0.117479,0.785,3.684,-0.028,0.423,0.034,0.089,515,5.8651e-05,300
22:05:48:336272,0.374071,0.11811,1.174,3.684,-0.061,0.419,0.076,0.089,515,5.8651e-05,300
22:05:48:341350,0.374073,0.11871,1.214,3.624,-0.035,0.41,0.086,0.087,515,5.8651e-05,300
22:05:48:346476,0.374039,0.119286,0.855,3.545,0.006,0.404,0.056,0.085,515,5.8651e-05,300
22:05:48:351474,0.374053,0.119867,0.054,3.374,0.017,0.393,-0.01,0.079,514,0,300
22:05:48:356623,0.374072,0.12043,-0.427,3.232,-0.051,0.385,-0.056,0.068,514,0,300
22:05:48:361600,0.374053,0.120973,-0.355,3.223,-0.102,0.387,-0.055,0.066,514,0,300
22:05:48:366639,0.374042,0.121498,0.204,3.337,-0.14,0.4,-0.007,0.075,513,-5.8651e-05,300
22:05:48:371753,0.374036,0.122014,0.654,3.427,-0.137,0.41,0.038,0.085,513,-5.8651e-05,300
22:05:48:376852,0.374036,0.122519,1.106,3.466,-0.085,0.418,0.081,0.088,513,-5.8651e-05,300
22:05:48:381870,0.374043,0.123012,1.156,3.406,-0.035,0.418,0.076,0.08,513,-5.8651e-05,300
22:05:48:386979,0.374054,0.123494,0.814,3.186,-0.029,0.404,0.031,0.066,514,0,300
22:05:48:391995,0.374074,0.123959,0.375,2.981,-0.102,0.386,-0.002,0.063,515,5.8651e-05,300
22:05:48:397123,0.374053,0.124403,-0.294,2.746,-0.227,0.36,-0.039,0.068,515,5.8651e-05,300
22:05:48:402085,0.374044,0.124834,-0.506,2.753,-0.246,0.356,-0.048,0.072,515,5.8651e-05,300
22:05:48:407238,0.37404,0.125252,-0.245,3.031,-0.229,0.373,-0.034,0.076,514,0,300
22:05:48:412235,0.374041,0.125659,0.216,3.272,-0.27,0.392,-0.005,0.079,514,0,300
22:05:48:417355,0.374047,0.126056,0.907,3.499,-0.381,0.414,0.048,0.083,514,0,300
22:05:48:422324,0.374062,0.12644,1.153,3.548,-0.381,0.421,0.071,0.084,514,0,300
22:05:48:427529,0.374041,0.1268,1.095,3.549,-0.228,0.424,0.063,0.083,514,0,300
22:05:48:432543,0.374071,0.127161,0.819,3.505,-0.144,0.42,0.035,0.082,514,0,300
22:05:48:437645,0.374064,0.127493,0.21,3.295,-0.21,0.4,-0.013,0.079,514,0,300
22:05:48:442590,0.374063,0.127815,-0.335,2.979,-0.365,0.375,-0.045,0.072,514,0,300
22:05:48:447751,0.374068,0.128128,-0.479,2.864,-0.38,0.368,-0.051,0.067,514,0,300
22:05:48:452745,0.37404,0.128416,-0.233,3.017,-0.253,0.379,-0.036,0.07,514,0,300
22:05:48:457854,0.374059,0.128705,0.163,3.281,-0.142,0.395,-0.009,0.076,514,0,300
22:05:48:462881,0.374043,0.128966,0.781,3.619,0.009,0.412,0.042,0.085,513,-5.8651e-05,300
22:05:48:467902,0.374037,0.129217,1.02,3.674,0.128,0.415,0.068,0.086,513,-5.8651e-05,300
22:05:48:473005,0.374034,0.129458,1.033,3.528,0.331,0.415,0.071,0.083,514,0,300
22:05:48:478111,0.37404,0.12969,0.901,3.376,0.417,0.414,0.051,0.078,513,-5.8651e-05,300
22:05:48:483102,0.374054,0.129904,0.675,3.162,0.391,0.405,0.012,0.066,513,-5.8651e-05,300
22:05:48:488228,0.374034,0.130097,0.54,3.031,0.292,0.393,-0.004,0.06,514,0,300
22:05:48:493273,0.37406,0.130291,0.348,2.889,0.108,0.376,-0.01,0.057,514,0,300
22:05:48:498374,0.374055,0.130462,0.234,2.869,-0.005,0.372,-0.004,0.061,514,0,300
22:05:48:503279,0.374051,0.130621,0.115,2.941,-0.125,0.378,0.008,0.073,514,0,300
22:05:48:508492,0.374059,0.130767,0.075,3.01,-0.148,0.383,0.013,0.078,514,0,300
22:05:48:513604,0.374034,0.130885,0.112,3.11,-0.121,0.387,0.011,0.078,514,0,300
22:05:48:518636,0.374054,0.131012,0.288,3.258,-0.129,0.393,0.002,0.072,514,0,300
22:05:48:523603,0.374041,0.13111,0.426,3.388,-0.168,0.4,0,0.074,514,0,300
22:05:48:528755,0.374035,0.131198,0.537,3.565,-0.187,0.412,0.005,0.088,514,0,300
22:05:48:533877,0.374039,0.131273,0.553,3.645,-0.154,0.417,0.013,0.093,514,0,300
22:05:48:538892,0.374046,0.131338,0.568,3.719,-0.159,0.42,0.025,0.086,514,0,300
22:05:48:543977,0.374062,0.131393,0.554,3.721,-0.283,0.42,0.026,0.083,514,0,300
22:05:48:549018,0.374044,0.131419,0.388,3.58,-0.58,0.412,0.014,0.093,514,0,300
22:05:48:553976,0.374034,0.131436,0.215,3.397,-0.673,0.401,0.002,0.095,514,0,300
22:05:48:559103,0.374073,0.131454,0.128,3.157,-0.413,0.387,-0.009,0.072,514,0,300
22:05:48:564146,0.374034,0.131436,0.279,3.118,-0.049,0.385,-0.007,0.054,514,0,300
22:05:48:569228,0.374045,0.131415,0.618,3.191,0.328,0.393,0.011,0.061,514,0,300
22:05:48:574229,0.374063,0.131389,0.693,3.194,0.26,0.398,0.025,0.081,513,-5.8651e-05,300
22:05:48:579390,0.374047,0.131334,0.423,3.001,-0.188,0.396,0.035,0.091,513,-5.8651e-05,300
22:05:48:584496,0.37404,0.13127,0.12,2.819,-0.42,0.387,0.028,0.075,514,0,300
22:05:48:589494,0.374039,0.131191,-0.139,2.725,-0.286,0.374,0,0.05,514,0,300
22:05:48:594396,0.374043,0.131106,-0.055,2.852,0.073,0.373,-0.018,0.052,513,-5.8651e-05,300
22:05:48:599621,0.374058,0.131005,0.397,3.182,0.568,0.387,-0.022,0.073,514,0,300
22:05:48:604624,0.374035,0.130882,0.914,3.362,0.581,0.405,0.014,0.08,514,0,300
22:05:48:609738,0.374065,0.130761,1.086,3.319,0.339,0.409,0.05,0.074,515,5.8651e-05,300
22:05:48:614742,0.374059,0.130611,0.89,3.147,-0.059,0.401,0.077,0.067,516,0.000117302,300
22:05:48:619841,0.374058,0.130454,0.495,3.079,-0.171,0.391,0.06,0.069,516,0.000117302,300
22:05:48:624842,0.374066,0.130285,-0.164,3.137,-0.05,0.378,-0.008,0.076,516,0.000117302,300
22:05:48:630043,0.374041,0.130087,-0.409,3.261,0.111,0.377,-0.052,0.077,515,5.8651e-05,300
22:05:48:635014,0.374062,0.129894,-0.275,3.508,0.215,0.392,-0.066,0.077,515,5.8651e-05,300
22:05:48:640118,0.374049,0.129676,0.081,3.675,0.122,0.409,-0.035,0.08,515,5.8651e-05,300
22:05:48:645015,0.374043,0.129445,0.681,3.839,-0.142,0.427,0.035,0.091,515,5.8651e-05,300
22:05:48:650213,0.374046,0.129204,0.927,3.842,-0.272,0.429,0.068,0.096,514,0,300
22:05:48:655260,0.374052,0.128952,0.938,3.683,-0.283,0.422,0.069,0.092,514,0,300
22:05:48:660389,0.37407,0.128689,0.775,3.508,-0.21,0.414,0.044,0.083,514,0,300
22:05:48:665339,0.37405,0.128399,0.47,3.241,-0.115,0.398,0.001,0.069,515,5.8651e-05,300
22:05:48:670467,0.374037,0.128096,0.281,3.113,-0.105,0.388,-0.016,0.066,515,5.8651e-05,300
22:05:48:675485,0.374032,0.127784,0.037,3.059,-0.154,0.38,-0.024,0.07,515,5.8651e-05,300
22:05:48:680645,0.374033,0.127458,-0.05,3.163,-0.208,0.388,-0.017,0.077,515,5.8651e-05,300
22:05:48:685501,0.374042,0.127122,0.08,3.274,-0.22,0.397,-0.004,0.081,515,5.8651e-05,300
22:05:48:690753,0.374057,0.126777,0.554,3.43,-0.202,0.406,0.025,0.085,515,5.8651e-05,300
22:05:48:695724,0.374037,0.126398,0.904,3.512,-0.171,0.409,0.045,0.087,514,0,300
22:05:48:700871,0.374064,0.126029,1.146,3.598,-0.11,0.413,0.053,0.085,514,0,300
22:05:48:705974,0.374058,0.125632,1.028,3.62,-0.091,0.414,0.041,0.081,514,0,300
22:05:48:711023,0.374055,0.125225,0.545,3.567,-0.161,0.41,0.011,0.077,514,0,300
22:05:48:716100,0.374062,0.124804,0.173,3.475,-0.252,0.406,-0.004,0.077,514,0,300
22:05:48:721029,0.374034,0.124355,-0.227,3.292,-0.29,0.399,-0.012,0.084,514,0,300
22:05:48:726151,0.374052,0.123911,-0.33,3.164,-0.184,0.395,-0.011,0.088,514,0,300
22:05:48:731217,0.374033,0.123442,-0.294,2.95,0.057,0.385,-0.011,0.081,514,0,300
22:05:48:736361,0.374065,0.122971,-0.22,2.771,0.143,0.376,-0.014,0.064,514,0,300
22:05:48:741380,0.374061,0.122479,-0.099,2.482,0.11,0.364,-0.023,0.036,514,0,300
22:05:48:746512,0.374063,0.12197,0.05,2.361,0.072,0.36,-0.022,0.033,514,0,300
22:05:48:751488,0.37407,0.121455,0.544,2.432,0.127,0.363,0.004,0.057,514,0,300
22:05:48:756657,0.374041,0.120908,1.25,2.746,0.251,0.378,0.058,0.079,514,0,300
22:05:48:761639,0.374059,0.120365,1.549,2.929,0.269,0.389,0.087,0.073,514,0,300
22:05:48:766671,0.374041,0.119799,1.31,2.977,0.134,0.393,0.084,0.052,515,5.8651e-05,300
22:05:48:771744,0.374072,0.119229,0.738,2.893,0,0.387,0.048,0.052,515,5.8651e-05,300
22:05:48:776847,0.374067,0.118635,-0.15,2.826,-0.087,0.375,-0.02,0.072,515,5.8651e-05,300
22:05:48:781893,0.374066,0.118032,-0.434,2.919,-0.026,0.375,-0.049,0.079,515,5.8651e-05,300
22:05:48:786966,0.374072,0.117415,-0.323,3.222,0.088,0.392,-0.047,0.07,515,5.8651e-05,300
22:05:48:791899,0.374036,0.116769,-0.057,3.434,0.052,0.406,-0.021,0.067,515,5.8651e-05,300
22:05:48:797095,0.374052,0.116125,0.378,3.654,-0.161,0.417,0.027,0.088,515,5.8651e-05,300
22:05:48:802138,0.374074,0.115471,0.629,3.737,-0.256,0.418,0.05,0.105,515,5.8651e-05,300
22:05:48:807266,0.374056,0.114789,0.843,3.825,-0.148,0.419,0.056,0.103,515,5.8651e-05,300
22:05:48:812263,0.374044,0.114094,0.823,3.865,0.001,0.421,0.043,0.089,515,5.8651e-05,300
22:05:48:817340,0.374036,0.113389,0.566,3.846,0.05,0.42,0.014,0.077,514,0,300
22:05:48:822496,0.374033,0.112671,0.309,3.751,-0.085,0.415,-0.003,0.081,514,0,300
22:05:48:827511,0.374035,0.111939,-0.078,3.496,-0.364,0.404,-0.02,0.09,514,0,300
22:05:48:832467,0.37404,0.111192,-0.258,3.299,-0.477,0.397,-0.025,0.089,515,5.8651e-05,300
22:05:48:837637,0.37405,0.110432,-0.282,3.088,-0.479,0.391,-0.025,0.078,515,5.8651e-05,300
22:05:48:842623,0.374065,0.109663,-0.023,3.082,-0.363,0.393,-0.017,0.07,514,0,300
22:05:48:847719,0.374041,0.108867,0.221,3.162,-0.287,0.396,-0.006,0.073,514,0,300
22:05:48:852747,0.374063,0.10807,0.622,3.27,-0.242,0.399,0.022,0.082,514,0,300
22:05:48:857865,0.374047,0.107247,0.91,3.287,-0.242,0.399,0.047,0.083,514,0,300
22:05:48:862972,0.374034,0.106413,1.254,3.262,-0.22,0.401,0.071,0.073,514,0,300
22:05:48:867972,0.374067,0.105575,1.272,3.222,-0.183,0.403,0.066,0.065,514,0,300
22:05:48:873092,0.37406,0.104714,0.865,3.077,-0.161,0.399,0.034,0.063,514,0,300
22:05:48:878147,0.374057,0.103839,0.445,2.91,-0.19,0.389,0.01,0.067,514,0,300
22:05:48:883216,0.374057,0.102951,0,2.665,-0.26,0.369,-0.009,0.07,514,0,300
22:05:48:888218,0.374061,0.102049,-0.061,2.597,-0.288,0.363,-0.012,0.068,515,5.8651e-05,300
22:05:48:893341,0.374066,0.101134,0.039,2.661,-0.267,0.368,-0.011,0.062,515,5.8651e-05,300
22:05:48:898388,0.374073,0.100204,0.079,2.747,-0.208,0.377,-0.011,0.06,515,5.8651e-05,300
22:05:48:903467,0.374039,0.0992524,0.083,2.884,-0.07,0.386,-0.011,0.06,515,5.8651e-05,300
22:05:48:908516,0.374054,0.098296,0.207,3.03,0.027,0.388,-0.002,0.066,515,5.8651e-05,300
22:05:48:913591,0.374066,0.0973246,0.747,3.396,0.119,0.395,0.031,0.08,514,0,300
22:05:48:918525,0.374039,0.0963323,1.17,3.657,0.102,0.407,0.061,0.087,515,5.8651e-05,300
22:05:48:923737,0.37406,0.0953345,1.309,3.814,-0.093,0.423,0.083,0.087,515,5.8651e-05,300
22:05:48:928725,0.374035,0.0943145,0.6,3.581,-0.402,0.422,0.044,0.08,515,5.8651e-05,300
22:05:48:933889,0.374056,0.0932884,-0.058,3.336,-0.54,0.409,-0.009,0.078,515,5.8651e-05,300
22:05:48:938853,0.374034,0.0922414,-0.72,3.107,-0.522,0.389,-0.078,0.08,515,5.8651e-05,300
22:05:48:943968,0.374056,0.0911911,-0.805,3.119,-0.427,0.385,-0.089,0.082,514,0,300
22:05:48:949014,0.374038,0.0901129,-0.444,3.323,-0.374,0.394,-0.044,0.083,514,0,300
22:05:48:954092,0.374063,0.0890354,0.069,3.517,-0.406,0.404,0.006,0.085,513,-5.8651e-05,300
22:05:48:959021,0.374045,0.0879295,0.981,3.781,-0.325,0.419,0.069,0.093,513,-5.8651e-05,300
22:05:48:964236,0.374068,0.0868237,1.359,3.856,-0.102,0.427,0.083,0.096,513,-5.8651e-05,300
22:05:48:969217,0.37405,0.0856903,1.197,3.703,0.262,0.427,0.062,0.088,513,-5.8651e-05,300
22:05:48:974390,0.374075,0.0845571,0.763,3.444,0.31,0.416,0.034,0.077,512,-0.000117302,300
22:05:48:979389,0.374054,0.0833956,0.245,3.021,0.036,0.392,-0.002,0.064,512,-0.000117302,300
22:05:48:984468,0.374035,0.0822248,0.133,2.816,-0.188,0.378,-0.018,0.062,513,-5.8651e-05,300
22:05:48:989473,0.374057,0.0810458,0.094,2.622,-0.301,0.368,-0.028,0.063,513,-5.8651e-05,300
22:05:48:994619,0.374035,0.0798434,0.126,2.498,-0.234,0.368,-0.018,0.06,513,-5.8651e-05,300
22:05:48:999623,0.374055,0.0786406,0.367,2.508,-0.22,0.371,0.004,0.06,512,-0.000117302,300
22:05:49:4721,0.374074,0.0774198,1.071,2.777,-0.235,0.384,0.054,0.066,512,-0.000117302,300
22:05:49:9648,0.374044,0.0761754,1.446,3.062,-0.189,0.395,0.08,0.071,513,-5.8651e-05,300
22:05:49:14846,0.374061,0.0749271,1.299,3.318,-0.047,0.406,0.073,0.068,514,0,300
22:05:49:19891,0.374071,0.073668,0.748,3.231,0.003,0.402,0.035,0.061,514,0,300
22:05:49:24968,0.374037,0.0723827,-0.174,2.858,-0.047,0.384,-0.035,0.057,514,0,300
22:05:49:29896,0.374044,0.0710921,-0.507,2.695,-0.097,0.374,-0.065,0.06,514,0,300
22:05:49:35093,0.374047,0.0697877,-0.373,2.873,-0.133,0.379,-0.055,0.068,514,0,300
22:05:49:40140,0.374048,0.0684691,0.013,3.225,-0.189,0.392,-0.018,0.076,514,0,300
22:05:49:45238,0.374046,0.0671371,0.555,3.775,-0.379,0.41,0.044,0.094,514,0,300
22:05:49:50217,0.374038,0.0657905,0.613,3.992,-0.487,0.415,0.065,0.106,514,0,300
22:05:49:55349,0.374071,0.0644381,0.152,3.99,-0.45,0.414,0.036,0.108,514,0,300
22:05:49:60343,0.374057,0.0630639,-0.29,3.806,-0.334,0.412,-0.013,0.098,514,0,300
