time,bd,bv,hd,hv,ha,md1,md2
0.2442,0.05044859818623191,0.08149742202654998,0.004994439150578587,0.33451441697155176,-0.057109633945922986,-0.06,0.06
0.2448,0.05049605668072275,0.07909749081805484,0.0051951135150224495,0.3344572740731099,-0.09523816406983365,-0.06,0.06
0.2454,0.05054207521715445,0.07669756071947981,0.005395739492193434,0.33437662861829737,-0.13440909135414897,-0.06,0.06
0.246,0.05058665379621479,0.07429763176721552,0.005596302584439495,0.3342718204101063,-0.17468034698509993,-0.06,0.06
0.2466,0.05062979241861448,0.07189770399947162,0.005796787876648232,0.33414215368121714,-0.216111214815178,-0.06,0.06
0.2472,0.05067149108508834,0.06949777745640111,0.0059971800144057764,0.33398689626258105,-0.25876236439350075,-0.06,0.06
0.2478,0.05071174979639649,0.06709785218023342,0.006197463181646372,0.3338052787343287,-0.30269588042064816,-0.06,0.06
0.2484,0.05075056855332575,0.06469792821542061,0.0063976210777832365,0.3335964935614307,-0.34797528816335405,-0.06,0.06
0.249,0.050787947356691045,0.0622980056087964,0.006597636894313334,0.333359694216836,-0.39466557432451665,-0.06,0.06
0.2496,0.050823886207336896,0.05989808440974866,0.006797493290890418,0.3330939942951429,-0.44283320282174654,-0.06,0.06
0.2502,0.05085838510613915,0.05749816467040917,0.006997172370862542,0.3327984666202131,-0.49254612488306204,-0.06,0.06
0.2508,0.050891444054006675,0.05509824644586022,0.00719665565627287,0.3324721423505201,-0.5438737828216467,-0.06,0.06
0.2514,0.05092306305188331,0.05269832979436264,0.007395924062324731,0.33211401008643854,-0.5968871068025982,-0.06,0.06
0.252,0.050953242100749876,0.05029841477760358,0.0075949578713152,0.3317230149841204,-0.6516585038637378,-0.06,0.06
0.2526,0.05098198120162647,0.04789850146097159,0.007793736706043846,0.33129805788108063,-0.7082618383995277,-0.06,0.06
0.2532,0.051009280355574796,0.04549858991385856,0.007992239502707317,0.33083799443912293,-0.7667724032627993,-0.06,0.06
0.2538,0.05103513956370081,0.04309868020999307,0.008190444483293795,0.3303416343107732,-0.8272668805829483,-0.06,0.06
0.2544,0.05105955882715751,0.040698772427810385,0.008388329127495372,0.32980774033596777,-0.8898232913422378,-0.06,0.06
0.255,0.051082538147148034,0.03829886665086033,0.00858587014416118,0.3292350277763513,-0.9545209326942055,-0.06,0.06
0.2556,0.051104077524928994,0.035898962968262886,0.008783043442318287,0.32862216359518126,-1.0214403019500928,-0.06,0.06
0.2562,0.051124176961814136,0.033499061475214253,0.008979824101793196,0.32796776579152015,-1.0906630061018072,-0.06,0.06
0.2568,0.05114283645917827,0.03109916227355213,0.009176186343472056,0.32727040279810415,-1.1622716556932842,-0.06,0.06
0.2574,0.05116005601846172,0.028699265472387978,0.009372103499243885,0.3265285929530257,-1.2363497417974347,-0.06,0.06
0.258,0.05117583564117502,0.02629937118881756,0.00956754798167757,0.3257408040561434,-1.3129814948038043,-0.06,0.06
0.2586,0.051190175328904255,0.023899479548717954,0.00976249125349073,0.3249054530219391,-1.392251723673958,-0.06,0.06
0.2592,0.051203075083316854,0.021499590687649138,0.009956903796875551,0.32402090564137226,-1.474245634278036,-0.06,0.06
0.2598,0.05121453490616799,0.019099704751872986,0.010150755082755232,0.32308547646613883,-1.5590486253891087,-0.06,0.06
0.2604,0.0512245547993077,0.016699821899509967,0.010344013540053014,0.3220974288296092,-1.646746060882576,-0.06,0.06
0.261,0.05123313476468882,0.014299942301857672,0.010536646525064777,0.32105497501960845,-1.7374230166679214,-0.06,0.06
0.2616,0.05124027480437577,0.011900066144895315,0.010728620291036224,0.3199562766190853,-1.8311640008718817,-0.06,0.06
0.2622,0.051245974920554375,0.009500193631011917,0.010919899958055186,0.3187994450316074,-1.9280526457965574,-0.06,0.06
0.2628,0.05125023511554299,0.007100324980995078,0.011110449483380878,0.31758254220948934,-2.028171370196838,-0.06,0.06
0.2634,0.051253055391804796,0.004700460436330523,0.011300231632342821,0.31630358160321337,-2.131601010459907,-0.06,0.06
0.264,0.05125443575196193,0.0023006002618736806,0.011489207949953787,0.3149605293516159,-2.2384204193290502,-0.06,0.06
0.2646,0.05125437619881132,-9.925525103585814e-05,0.011677338733393633,0.3135513057330775,-2.348706030897434,-0.06,0.06
0.2652,0.051252876735342776,-0.0024991057809204647,0.011864583005532822,0.3120737868986531,-2.4625313907072517,-0.06,0.06
0.2658,0.05124993736475967,-0.004898950971859411,0.012050898489678039,0.31052580690869475,-2.5799666499307423,-0.06,0.06
0.2664,0.051245558090502644,-0.007298790428386549,0.012236241585735066,0.30890516009502417,-2.701078022784025,-0.06,0.06
0.267,0.05123973891627701,-0.00969862370940566,0.012420567347997727,0.3072096037711014,-2.8259272065380547,-0.06,0.06
0.2676,0.05123247984608449,-0.012098450320891296,0.012603829464785438,0.30543686131285314,-2.9545707637471557,-0.06,0.06
0.2682,0.05122378088426026,-0.014498269707066526,0.012785980240165163,0.30358462563288124,-3.087059466619868,-0.06,0.06
0.2688,0.051213642035516475,-0.016898081239664155,0.012966970578007518,0.3016505630705918,-3.2234376038158783,-0.06,0.06
0.2694,0.05120206330499363,-0.01929788420474713,0.013146749968639737,0.2996323177203675,-3.3637422503738357,-0.06,0.06
0.27,0.0511890446983218,-0.021697677786391277,0.013325266478371263,0.29752751621918644,-3.508002501968089,-0.06,0.06
0.2706,0.05117458622169404,-0.02409746104628772,0.013502466742179675,0.2953337730140236,-3.6562386752714597,-0.06,0.06
0.2712,0.05115868788195526,-0.02649723289798017,0.01367829595985641,0.2930486961278917,-3.8084614768865466,-0.06,0.06
0.2718,0.0511413496867109,-0.028896992073943622,0.013852697895921258,0.29066989344141414,-3.9646711441293845,-0.06,0.06
0.2724,0.05112257164446112,-0.0312967370829821,0.0140256148836238,0.28819497950423956,-4.124856561957655,-0.06,0.06
0.273,0.05110235376476854,-0.03369646615431382,0.014196987833356177,0.2856215828872725,-4.288994361611377,-0.06,0.06
0.2736,0.051080696058470744,-0.0360961771630177,0.01436675624580558,0.2829473540823399,-4.457048008221135,-0.06,0.06
0.2742,0.05105759853795344,-0.03849586752885773,0.014534858230175666,0.2801699739501451,-4.628966886991384,-0.06,0.06
0.2748,0.05103306121750774,-0.040895534076193105,0.014701230527801373,0.27728716270951137,-4.804685401056353,-0.06,0.06
0.2754,0.051007084113806424,-0.04329517283552269,0.014865808541471208,0.2742966894497254,-4.984122099643352,-0.06,0.06
0.276,0.050979667246553534,-0.045694778754828566,0.015028526370749805,0.2711963821309741,-5.167178864585175,-0.06,0.06
0.2766,0.050950810639393586,-0.04809434526660092,0.015189316853556267,0.26798413801076887,-5.353740200342089,-0.06,0.06
0.2772,0.05092051432122499,-0.050493863614344006,0.01534811161418854,0.26465793438712354,-5.543672706075663,-0.06,0.06
