Time,X,Y,Fx,Fy,Fz,Mx,My,Mz
01:39:59:161569,0.511204,0.0295649,-53.681,10.434,-1.1,-0.423,-1.347,-0.046
01:39:59:181768,0.511188,0.0294442,-53.292,10.402,-1.244,-0.419,-1.347,-0.039
01:39:59:201766,0.511204,0.029303,-51.853,9.816,-0.829,-0.409,-1.329,-0.037
01:39:59:221715,0.511194,0.0291415,-50.376,9.35,-0.799,-0.391,-1.304,-0.032
01:39:59:241881,0.511187,0.0289531,-49.04,8.673,-0.969,-0.369,-1.273,-0.032
01:39:59:262006,0.511211,0.0287465,-47.519,8.97,-1.087,-0.381,-1.238,-0.032
01:39:59:281989,0.511209,0.0285096,-46.03,7.829,-0.439,-0.354,-1.224,-0.036
01:39:59:302118,0.511208,0.028256,-45.328,7.603,-0.249,-0.355,-1.2,-0.048
01:39:59:322087,0.51121,0.0279831,-42.017,7.761,0.065,-0.365,-1.113,-0.05
01:39:59:342250,0.511184,0.0276827,-40.43,7.119,0.237,-0.339,-1.09,-0.044
01:39:59:362221,0.511191,0.027364,-38.907,7.168,0.189,-0.34,-1.064,-0.038
01:39:59:382311,0.511199,0.0270236,-37.173,6.435,0.28,-0.315,-1.013,-0.038
01:39:59:402288,0.511208,0.0266666,-34.898,6.431,0.242,-0.311,-0.959,-0.034
01:39:59:422456,0.511191,0.0262821,-33.385,5.596,0.471,-0.284,-0.93,-0.034
01:39:59:442606,0.511204,0.0258794,-31.823,5.609,0.532,-0.28,-0.887,-0.033
01:39:59:462608,0.511189,0.0254543,-30.046,5.432,0.041,-0.268,-0.84,-0.028
01:39:59:482732,0.511206,0.0250108,-28.349,4.938,0.336,-0.25,-0.799,-0.027
01:39:59:502738,0.511195,0.0245476,-26.931,5.379,0.715,-0.266,-0.762,-0.026
01:39:59:522859,0.511184,0.024058,-25.35,5.112,1.655,-0.263,-0.727,-0.03
01:39:59:542804,0.511204,0.02356,-23.93,4.672,1.884,-0.243,-0.686,-0.03
01:39:59:562964,0.511195,0.0230348,-21.938,4.889,2.28,-0.252,-0.637,-0.028
01:39:59:582931,0.511187,0.0224944,-20.343,3.967,2.204,-0.219,-0.598,-0.026
01:39:59:603096,0.51121,0.021935,-18.931,3.955,2.961,-0.222,-0.565,-0.029
01:39:59:623115,0.511204,0.0213576,-17.481,2.649,2.526,-0.173,-0.527,-0.026
01:39:59:643225,0.511198,0.0207611,-16.374,2.763,2.056,-0.168,-0.494,-0.022
01:39:59:663235,0.511192,0.0201453,-15.01,1.599,2.179,-0.135,-0.459,-0.021
01:39:59:683360,0.511186,0.0195142,-13.888,1.887,1.859,-0.136,-0.425,-0.018
01:39:59:703331,0.511211,0.0188709,-12.827,1.121,1.496,-0.108,-0.392,-0.014
01:39:59:723488,0.511205,0.0182058,-12.157,1.826,2.392,-0.147,-0.371,-0.014
01:39:59:743474,0.511199,0.0175248,-10.672,1.424,3.263,-0.136,-0.342,-0.017
01:39:59:763576,0.511193,0.0168289,-9.702,1.891,3.18,-0.14,-0.319,-0.014
01:39:59:783540,0.511186,0.0161177,-8.921,1.498,2.818,-0.118,-0.296,-0.013
01:39:59:803707,0.511207,0.0153936,-8.104,1.532,2.177,-0.112,-0.268,-0.009
01:39:59:823711,0.511199,0.0146529,-7.432,1.471,2.42,-0.112,-0.249,-0.01
01:39:59:843880,0.511189,0.013898,-6.85,1.367,2.326,-0.105,-0.229,-0.008
01:39:59:863846,0.511208,0.0131319,-6.019,0.942,2.093,-0.089,-0.209,-0.004
01:39:59:883960,0.511195,0.0123507,-5.602,0.259,1.966,-0.063,-0.194,-0.005
01:39:59:903950,0.511211,0.0115589,-5.076,0.757,1.843,-0.074,-0.177,-0.003
01:39:59:924096,0.511197,0.0107524,-4.613,0.304,1.856,-0.065,-0.163,-0.001
01:39:59:944097,0.51121,0.00993599,-4.388,0.247,2.187,-0.063,-0.153,-0.004
01:39:59:964156,0.511191,0.0091069,-3.814,-0.502,2.208,-0.041,-0.135,-0.002
01:39:59:984152,0.5112,0.00826864,-3.434,-0.704,2.419,-0.038,-0.125,-0.002
01:40:00:4288,0.511208,0.0074198,-3.33,-0.297,2.377,-0.045,-0.121,-0.002
01:40:00:24318,0.511182,0.0065603,-2.873,-0.866,2.257,-0.027,-0.112,0
01:40:00:44459,0.511184,0.00569258,-2.848,-0.029,1.818,-0.045,-0.102,0
01:40:00:64596,0.511185,0.004816,-2.261,-0.947,1.612,-0.015,-0.087,0.001
01:40:00:84603,0.511183,0.00393081,-2.22,-0.2,0.966,-0.027,-0.078,0
01:40:00:104708,0.511208,0.00303893,-1.906,-0.891,1.421,-0.011,-0.073,0
01:40:00:124705,0.5112,0.00213939,-1.511,-0.674,1.783,-0.019,-0.065,0.001
01:40:00:144848,0.51119,0.00123267,-1.287,-0.789,1.1,-0.008,-0.056,0.002
01:40:00:164794,0.511208,0.000320303,-1.007,-0.688,0.986,-0.005,-0.045,0.002
01:40:00:184947,0.511192,-0.000597693,-1.009,-0.785,0.93,0.001,-0.042,0
01:40:00:204943,0.511203,-0.00152044,-0.698,-0.752,0.283,0.007,-0.035,0.003
01:40:00:225098,0.51121,-0.00244789,-0.536,-1.224,0.494,0.02,-0.03,0.002
01:40:00:245090,0.511186,-0.00337941,-0.148,-1.135,0.582,0.018,-0.018,0.002
01:40:00:265184,0.511188,-0.00431424,0.218,-1.739,0.272,0.038,-0.008,0.004
01:40:00:285207,0.511187,-0.0052518,0.036,-1.115,0.532,0.023,-0.007,-0.002
01:40:00:305321,0.511182,-0.00619178,0.312,-1.315,0.262,0.026,-0.001,0.001
01:40:00:325305,0.511204,-0.00713356,0.185,-1.069,-0.093,0.023,0.001,0
01:40:00:345480,0.511194,-0.00807657,0.551,-1.483,0.527,0.031,0.006,0
01:40:00:365454,0.511211,-0.00902,0.533,-1.214,0.248,0.025,0.009,0.001
01:40:00:385520,0.511194,-0.0099635,1.019,-1.165,0.319,0.023,0.022,0.002
01:40:00:405550,0.511203,-0.0109066,1.016,-1.276,0.579,0.024,0.025,0
01:40:00:425693,0.51121,-0.0118494,0.984,-0.931,0.707,0.011,0.025,0
01:40:00:445698,0.511184,-0.0127889,1.096,-1.247,0.374,0.025,0.027,0.002
01:40:00:465772,0.511184,-0.0137278,1.137,-0.551,0.438,0.004,0.031,0.002
01:40:00:485784,0.511211,-0.0146641,1.857,-1.128,0.848,0.021,0.048,0
01:40:00:505925,0.511207,-0.0155967,1.638,-0.42,-0.085,0.006,0.041,0.001
01:40:00:525874,0.511198,-0.016525,1.886,-0.124,0.248,-0.009,0.053,0.006
01:40:00:546086,0.511187,-0.0174495,2.041,0.269,0.637,-0.022,0.059,0.004
01:40:00:566190,0.511202,-0.0183697,2.327,0.182,0.054,-0.013,0.067,0.003
01:40:00:586195,0.511186,-0.019283,2.898,1.259,-0.236,-0.031,0.068,0.006
01:40:00:606313,0.511197,-0.0201923,2.727,1.077,0.309,-0.037,0.071,0.005
01:40:00:626314,0.511205,-0.0210946,2.802,2.81,-0.036,-0.078,0.07,0.005
01:40:00:646428,0.51121,-0.0219902,3.332,1.621,-0.658,-0.02,0.072,0.003
01:40:00:666382,0.511184,-0.0228755,3.435,2.198,-3.021,0.05,0.021,-0.009
01:40:00:686575,0.511184,-0.0237551,3.926,2.331,-2.236,0.014,0.049,-0.002
01:40:00:706568,0.511183,-0.0246259,4.202,2.973,-2.87,0.031,0.036,-0.007
01:40:00:726677,0.511209,-0.0254896,4.539,2.36,-2.617,0.038,0.046,0
01:40:00:746683,0.511206,-0.0263417,4.854,3.267,-2.24,-0.011,0.069,0.013
01:40:00:766823,0.511199,-0.0271839,5.217,3.044,-1.573,-0.027,0.088,0.018
01:40:00:786933,0.51119,-0.0280146,5.795,4.037,-2.398,-0.022,0.086,0.006
01:40:00:806938,0.51121,-0.0288369,6.572,3.578,-3.035,0.029,0.073,0.006
01:40:00:826879,0.511199,-0.0296452,6.867,4.634,-5.286,0.074,0.039,-0.005
01:40:00:847050,0.511186,-0.0304414,7.502,4.148,-5.049,0.097,0.044,0.001
01:40:00:867188,0.511203,-0.0312273,7.976,6.451,-4.316,0.009,0.071,0.005
01:40:00:887157,0.511189,-0.0319965,8.85,5.104,-4.515,0.049,0.08,0.019
01:40:00:907176,0.511203,-0.0327583,9.536,6.367,-5.089,0.042,0.082,0.018
01:40:00:927221,0.511188,-0.0334995,10.353,5.454,-4.158,0.03,0.12,0.033
01:40:00:947281,0.511201,-0.0342309,10.909,6.353,-4.705,0.043,0.116,0.018
01:40:00:967356,0.511185,-0.0349468,12.905,5.984,-6.46,0.134,0.099,0.033
01:40:00:987548,0.511198,-0.0356492,13.167,6.241,-6.498,0.136,0.096,0.032
01:40:01:7536,0.511211,-0.0363353,14.317,5.492,-6.897,0.189,0.094,0.047
01:40:01:27683,0.511195,-0.0370023,15.463,6.16,-6.604,0.145,0.141,0.057
01:40:01:47631,0.511208,-0.0376598,16.548,6.836,-5.346,0.117,0.169,0.055
01:40:01:67812,0.511193,-0.0382949,17.643,6.747,-5.54,0.121,0.2,0.059
01:40:01:87745,0.511208,-0.0389126,18.661,6.623,-6.19,0.17,0.193,0.056
01:40:01:107926,0.511195,-0.0395102,21.747,7.623,-6.961,0.183,0.242,0.08
01:40:01:127871,0.511211,-0.0400978,22.073,7.431,-7.147,0.212,0.229,0.063
01:40:01:147881,0.511199,-0.0406628,23.166,8.59,-7.948,0.23,0.229,0.065
01:40:01:168041,0.511189,-0.0412087,24.685,7.198,-7.24,0.24,0.269,0.085
01:40:01:188162,0.511208,-0.0417426,26.085,8.653,-6.765,0.201,0.306,0.09
01:40:01:208165,0.511201,-0.0422507,27.557,7.999,-6.12,0.205,0.347,0.093
01:40:01:228280,0.511195,-0.0427376,29.137,8.415,-6.335,0.209,0.371,0.1
01:40:01:248218,0.511191,-0.0432079,30.46,7.921,-5.126,0.19,0.429,0.096
01:40:01:268440,0.511189,-0.0436592,32.515,7.979,-6.685,0.257,0.442,0.094
01:40:01:288383,0.511189,-0.044094,34.955,7.716,-8.179,0.346,0.446,0.115
01:40:01:308533,0.511191,-0.0445049,36.162,8.044,-7.361,0.316,0.484,0.112
01:40:01:328546,0.511196,-0.0448916,37.026,8.28,-7.532,0.317,0.492,0.123
01:40:01:348653,0.511202,-0.0452617,39.594,8.869,-6.875,0.297,0.553,0.132
01:40:01:368657,0.511183,-0.0456058,40.317,9.306,-7.36,0.308,0.569,0.114
01:40:01:388783,0.511194,-0.0459354,41.516,9.296,-7.106,0.301,0.593,0.131
01:40:01:408774,0.51121,-0.0462407,42.844,9.306,-6.445,0.296,0.636,0.13
01:40:01:428910,0.511198,-0.0465223,44.433,9.313,-6.351,0.286,0.67,0.15
01:40:01:448851,0.51119,-0.0467822,45.468,9.369,-6.018,0.299,0.689,0.148
01:40:01:469020,0.511183,-0.0470204,46.331,7.994,-5.797,0.312,0.71,0.168
01:40:01:489015,0.51121,-0.0472417,48.269,9.126,-7.654,0.379,0.72,0.163
01:40:01:509146,0.511211,-0.0474365,49.343,7.973,-8.384,0.44,0.707,0.187
01:40:01:529149,0.511185,-0.047605,50.299,8.368,-7.885,0.417,0.733,0.201
01:40:01:549288,0.511192,-0.0477563,50.733,8.2,-7.535,0.415,0.737,0.21
01:40:01:569393,0.511203,-0.0478808,51.258,7.794,-8.496,0.459,0.73,0.207
01:40:01:589343,0.511186,-0.0479865,52.049,8.054,-8.822,0.468,0.74,0.217
01:40:01:609439,0.511205,-0.0480676,53.197,8.007,-7.638,0.443,0.784,0.222
01:40:01:629506,0.511195,-0.0481247,53.661,8.244,-7.579,0.421,0.806,0.225
01:40:01:649466,0.51119,-0.04816,53.01,8.003,-7.777,0.434,0.79,0.214
01:40:01:669653,0.511188,-0.0481736,52.948,8.529,-7.742,0.425,0.789,0.205
01:40:01:689764,0.511189,-0.0481679,53.004,9.047,-7.739,0.415,0.791,0.203
01:40:01:709762,0.511194,-0.0481329,53.025,8.963,-7.975,0.417,0.792,0.207
01:40:01:729712,0.511203,-0.0480785,53.072,8.295,-7.785,0.426,0.794,0.214
01:40:01:749850,0.511184,-0.0479976,53.147,8.081,-7.475,0.427,0.8,0.214
01:40:01:770021,0.5112,-0.0478998,53.627,8.458,-7.721,0.412,0.815,0.223
01:40:01:789982,0.511189,-0.0477781,53.532,8.806,-8.058,0.41,0.825,0.211
01:40:01:810188,0.511211,-0.0476317,51.579,9.003,-8.479,0.427,0.796,0.158
01:40:01:830163,0.511206,-0.0474664,48.853,9.601,-9.254,0.432,0.744,0.116
01:40:01:850284,0.511205,-0.0472719,47.091,9.986,-9.966,0.452,0.694,0.082
01:40:01:870253,0.511207,-0.0470631,46.228,10.697,-10.23,0.426,0.692,0.075
01:40:01:890396,0.511183,-0.046823,44.678,10.779,-11.122,0.453,0.663,0.035
01:40:01:910521,0.511192,-0.0465633,42.997,10.249,-10.908,0.456,0.631,0.028
01:40:01:930442,0.511203,-0.0462896,41.149,11.167,-10.527,0.414,0.6,0.01
01:40:01:950502,0.511187,-0.0459844,39.98,10.846,-9.375,0.359,0.604,0.021
01:40:01:970620,0.511204,-0.0456646,38.299,12.355,-10.133,0.337,0.587,-0.015
01:40:01:990619,0.511195,-0.0453189,36.523,11.102,-10.144,0.373,0.539,-0.024
01:40:02:10754,0.511187,-0.0449541,34.918,10.643,-11.163,0.417,0.497,-0.053
01:40:02:30881,0.511211,-0.0445745,31.8,10.822,-11.655,0.424,0.445,-0.1
01:40:02:50875,0.511209,-0.0441663,30.796,11.925,-11.531,0.382,0.427,-0.103
01:40:02:70997,0.511208,-0.0437393,28.927,11.713,-12.056,0.391,0.381,-0.104
01:40:02:90944,0.51121,-0.0432905,27.393,11.338,-11.318,0.37,0.362,-0.115
01:40:02:111112,0.511184,-0.0428188,25.761,11.798,-11.042,0.346,0.332,-0.124
01:40:02:131265,0.51119,-0.0423322,23.868,12.825,-11.833,0.329,0.299,-0.15
01:40:02:151238,0.511197,-0.0418267,22.849,12.775,-10.623,0.268,0.291,-0.127
01:40:02:171187,0.511206,-0.0413024,21.341,12.226,-11.239,0.304,0.255,-0.149
01:40:02:191337,0.511187,-0.0407575,19.793,11.68,-11.192,0.31,0.221,-0.152
01:40:02:211484,0.511199,-0.0401953,18.446,11.715,-11.019,0.293,0.198,-0.164
01:40:02:231498,0.511212,-0.0396142,17.518,12.189,-11.565,0.281,0.166,-0.147
01:40:02:251496,0.511196,-0.0390131,15.685,10.909,-11.8,0.314,0.123,-0.157
01:40:02:271613,0.511211,-0.0383969,14.613,10.943,-10.597,0.258,0.122,-0.147
01:40:02:291570,0.511196,-0.0377607,14.167,9.52,-8.863,0.196,0.137,-0.095
01:40:02:311537,0.511183,-0.0371109,12.542,9.453,-10.22,0.26,0.08,-0.134
01:40:02:331725,0.511199,-0.0364467,11.61,9.738,-9.889,0.229,0.058,-0.128
01:40:02:351858,0.511186,-0.0357635,10.472,9.732,-10.877,0.255,0.025,-0.143
01:40:02:371838,0.511201,-0.035067,9.827,8.687,-10.101,0.232,0.014,-0.105
01:40:02:391990,0.511189,-0.0343506,8.498,9.632,-9.176,0.151,0.009,-0.097
01:40:02:411935,0.511205,-0.0336254,8.063,9.102,-8.641,0.145,0.005,-0.093
01:40:02:432100,0.511191,-0.0328844,7.156,9.56,-8.361,0.119,-0.012,-0.083
01:40:02:452231,0.511205,-0.0321285,7.298,8.066,-7.34,0.107,0.008,-0.063
01:40:02:472217,0.511191,-0.0313559,6.162,9.406,-7.971,0.092,-0.024,-0.074
01:40:02:492176,0.511204,-0.0305747,5.792,6.636,-7.216,0.131,-0.015,-0.075
01:40:02:512344,0.511187,-0.0297777,4.861,7.755,-8.49,0.13,-0.055,-0.074
01:40:02:532459,0.511198,-0.0289714,4.41,6.208,-7.991,0.139,-0.059,-0.058
01:40:02:552431,0.511208,-0.0281537,4.209,7.638,-7.927,0.104,-0.066,-0.054
01:40:02:572573,0.511188,-0.0273223,4.248,5.277,-5.321,0.062,-0.012,-0.029
01:40:02:592584,0.511194,-0.0264823,3.255,5.84,-5.744,0.059,-0.033,-0.037
01:40:02:612585,0.5112,-0.0256316,3.464,4.973,-4.671,0.039,-0.006,-0.027
01:40:02:632732,0.511202,-0.0247717,2.329,5.44,-5.869,0.068,-0.058,-0.039
01:40:02:652720,0.511204,-0.0239025,2.741,4.474,-4.863,0.043,-0.028,-0.018
01:40:02:672829,0.511203,-0.0230242,2.264,3.919,-4.161,0.027,-0.011,-0.016
01:40:02:692844,0.511201,-0.0221381,1.947,3.51,-4.616,0.055,-0.037,-0.022
01:40:02:712975,0.511195,-0.0212439,1.717,2.335,-4.566,0.081,-0.04,-0.016
01:40:02:732971,0.511188,-0.0203427,1.195,2.564,-4.116,0.055,-0.04,-0.013
01:40:02:753051,0.511207,-0.0194361,1.199,1.825,-3.106,0.032,-0.012,-0.003
01:40:02:773036,0.511196,-0.0185223,1.147,1.657,-2.056,-0.016,0.014,0.014
01:40:02:793207,0.51121,-0.0176044,0.961,0.8,-1.139,-0.016,0.027,0.012
01:40:02:813224,0.511191,-0.0166792,0.632,1.017,-0.828,-0.031,0.027,0.006
01:40:02:833332,0.5112,-0.0157517,0.397,0.251,-0.849,-0.015,0.025,0.007
01:40:02:853337,0.511207,-0.0148197,0.358,0.366,-1.301,-0.01,0.017,0.012
01:40:02:873475,0.511209,-0.0138847,0.427,-0.764,-0.68,0.019,0.019,0.009
01:40:02:893458,0.511208,-0.0129465,0.279,-0.747,-0.755,0.016,0.017,0.009
01:40:02:913586,0.511206,-0.0120058,0.196,-0.539,-0.589,0.01,0.009,0.011
01:40:02:933573,0.5112,-0.0110638,-0.226,0.06,-0.828,-0.007,0.003,0.008
01:40:02:953683,0.511191,-0.0101205,-0.299,-0.515,-0.727,0.008,0,0.008
01:40:02:973730,0.511208,-0.00917749,-0.319,-1.19,-0.459,0.028,-0.005,0.008
