Time,X,Y,Fx,Fy,Fz,Mx,My,Mz
01:39:47:865742,0.511197,0.0137717,-8.938,2.741,3.495,-0.144,-0.267,-0.013
01:39:47:885879,0.511207,0.0145292,-10.375,3.861,4.036,-0.183,-0.302,-0.019
01:39:47:905873,0.511187,0.0152698,-10.917,3.709,4.197,-0.185,-0.32,-0.018
01:39:47:926020,0.511195,0.015998,-11.823,4.353,4.148,-0.205,-0.343,-0.019
01:39:47:946003,0.511202,0.0167122,-12.743,3.697,4.698,-0.193,-0.368,-0.019
01:39:47:966145,0.511208,0.0174108,-14.699,5,3.842,-0.221,-0.417,-0.016
01:39:47:986075,0.511184,0.0180913,-14.153,4.757,4.862,-0.231,-0.413,-0.022
01:39:48:6255,0.51119,0.018759,-15.871,5.461,4.597,-0.254,-0.455,-0.021
01:39:48:26230,0.511196,0.0194081,-16.792,5.117,3.78,-0.233,-0.473,-0.017
01:39:48:46345,0.511201,0.020042,-17.926,5.499,3.245,-0.235,-0.496,-0.018
01:39:48:66379,0.511207,0.0206605,-19.152,6.273,2.997,-0.26,-0.527,-0.018
01:39:48:86496,0.511183,0.021258,-20.846,7.399,3.174,-0.309,-0.57,-0.02
01:39:48:106628,0.51119,0.0218385,-22.318,8.134,2.87,-0.327,-0.606,-0.02
01:39:48:126643,0.511196,0.0224016,-23.636,8.118,3.359,-0.333,-0.608,-0.019
01:39:48:146612,0.511204,0.0229478,-26.051,9.111,3.331,-0.369,-0.668,-0.024
01:39:48:166729,0.511183,0.0234726,-26.668,10.09,3.291,-0.387,-0.685,-0.018
01:39:48:186863,0.511193,0.0239764,-28.107,10.109,3.577,-0.407,-0.717,-0.025
01:39:48:206887,0.511202,0.0244663,-29.777,10.023,2.414,-0.381,-0.744,-0.011
01:39:48:226981,0.511184,0.0249316,-31.453,9.811,2.267,-0.374,-0.776,-0.013
01:39:48:246991,0.511197,0.025381,-32.815,10.445,1.971,-0.387,-0.801,-0.015
01:39:48:266940,0.511212,0.0258114,-33.911,11.073,1.775,-0.417,-0.831,-0.026
01:39:48:287054,0.511197,0.0262169,-35.83,10.864,1.007,-0.399,-0.874,-0.016
01:39:48:307224,0.511185,0.0265983,-37.17,10.358,1.406,-0.401,-0.918,-0.031
01:39:48:327244,0.511205,0.0269666,-38.904,10.188,0.782,-0.396,-0.948,-0.029
01:39:48:347343,0.511196,0.0273095,-41.035,11.312,1.066,-0.436,-0.987,-0.036
01:39:48:367306,0.51119,0.027631,-41.55,11.408,1.546,-0.457,-1.008,-0.055
01:39:48:387496,0.511186,0.0279335,-44.113,12.465,1.413,-0.491,-1.054,-0.055
01:39:48:407485,0.511183,0.0282114,-45.409,11.832,1.878,-0.492,-1.088,-0.069
01:39:48:427557,0.511184,0.0284703,-46.825,13.395,1.061,-0.518,-1.124,-0.053
01:39:48:447731,0.511186,0.0287024,-48.064,13.336,1.839,-0.536,-1.17,-0.069
01:39:48:467722,0.511191,0.0289152,-49.868,14.02,1.496,-0.556,-1.208,-0.067
01:39:48:487735,0.511198,0.0291116,-50.401,12.36,1.58,-0.518,-1.219,-0.07
01:39:48:507879,0.511208,0.0292786,-50.968,11.961,0.375,-0.484,-1.224,-0.052
01:39:48:527792,0.51119,0.0294225,-51.434,9.961,0.578,-0.432,-1.238,-0.055
01:39:48:548006,0.511206,0.029551,-51.528,8.917,0.036,-0.392,-1.249,-0.048
01:39:48:567918,0.511194,0.0296463,-52.16,8.115,-0.126,-0.369,-1.272,-0.052
01:39:48:588082,0.511184,0.0297224,-52.55,7.806,-0.725,-0.349,-1.296,-0.043
01:39:48:608227,0.511207,0.0297805,-53.357,8.217,-0.684,-0.366,-1.327,-0.048
01:39:48:628221,0.511203,0.0298131,-54.006,7.74,-1.159,-0.356,-1.342,-0.05
01:39:48:648374,0.511202,0.0298264,-53.981,8.253,-0.878,-0.366,-1.344,-0.048
01:39:48:668339,0.511203,0.0298104,-53.789,7.86,-1.114,-0.353,-1.339,-0.047
01:39:48:688465,0.511208,0.0297775,-53.912,8.314,-1.151,-0.366,-1.344,-0.046
01:39:48:708481,0.511186,0.0297116,-53.824,7.799,-1.195,-0.355,-1.341,-0.047
01:39:48:728571,0.511196,0.0296351,-53.851,7.801,-1.207,-0.353,-1.347,-0.046
01:39:48:748662,0.511208,0.029532,-53.932,7.673,-1.006,-0.351,-1.352,-0.049
01:39:48:768708,0.511193,0.0294031,-52.809,7.633,-1.162,-0.344,-1.337,-0.038
01:39:48:788715,0.511211,0.0292514,-50.213,6.953,-0.819,-0.33,-1.294,-0.036
01:39:48:808774,0.511202,0.0290817,-48.659,6.492,-0.819,-0.318,-1.268,-0.037
01:39:48:828809,0.511194,0.0288827,-47.21,5.997,-1.077,-0.3,-1.237,-0.038
01:39:48:848966,0.51119,0.0286645,-46.053,5.769,-0.563,-0.3,-1.219,-0.043
01:39:48:868886,0.511188,0.0284297,-44.736,5.392,-0.514,-0.292,-1.201,-0.044
01:39:48:889086,0.511188,0.028168,-42.956,5.124,-0.524,-0.283,-1.153,-0.042
01:39:48:909076,0.51119,0.0278845,-41.113,4.868,0.059,-0.28,-1.113,-0.047
01:39:48:929220,0.511196,0.0275794,-39.676,4.806,0.113,-0.273,-1.08,-0.042
01:39:48:949217,0.511202,0.0272553,-37.433,4.205,0.395,-0.253,-1.026,-0.041
01:39:48:969333,0.511212,0.0269068,-36.652,4.305,0.252,-0.253,-1.004,-0.041
01:39:48:989317,0.511193,0.0265358,-34.651,4.139,-0.248,-0.24,-0.953,-0.036
01:39:49:9277,0.511204,0.0261517,-33.037,3.688,-0.01,-0.227,-0.913,-0.035
01:39:49:29453,0.511189,0.0257352,-30.781,2.776,-0.033,-0.193,-0.852,-0.034
01:39:49:49592,0.511205,0.0253052,-29.145,2.688,0.247,-0.186,-0.812,-0.033
01:39:49:69567,0.511192,0.0248555,-27.471,3.244,0.802,-0.203,-0.77,-0.031
01:39:49:89721,0.51121,0.02439,-25.882,2.637,1.455,-0.188,-0.729,-0.032
01:39:49:109705,0.511199,0.0238973,-24.32,2.477,1.671,-0.18,-0.689,-0.031
01:39:49:129819,0.511192,0.0233856,-22.831,2.694,2.081,-0.186,-0.656,-0.03
01:39:49:149821,0.511183,0.0228551,-21.576,2.226,2.103,-0.169,-0.619,-0.029
01:39:49:169909,0.511205,0.0223102,-19.689,1.156,1.939,-0.133,-0.577,-0.028
01:39:49:189991,0.511199,0.0217438,-18.412,0.99,1.636,-0.121,-0.541,-0.026
01:39:49:210057,0.511192,0.0211596,-17.23,0.574,2.197,-0.112,-0.513,-0.028
01:39:49:230065,0.511186,0.0205566,-15.67,0.019,2.075,-0.088,-0.468,-0.023
01:39:49:250194,0.51121,0.0199405,-14.513,-1.005,1.578,-0.049,-0.436,-0.021
01:39:49:270151,0.511205,0.0193035,-13.377,-1.079,1.252,-0.042,-0.403,-0.018
01:39:49:290315,0.511199,0.0186492,-12.43,-0.643,2.174,-0.064,-0.366,-0.014
01:39:49:310372,0.511193,0.0179783,-11.43,-0.436,3.03,-0.077,-0.352,-0.021
01:39:49:330402,0.511187,0.0172939,-10.363,-0.39,2.473,-0.067,-0.327,-0.015
01:39:49:350575,0.51121,0.0165947,-9.53,0.012,2.03,-0.063,-0.296,-0.012
01:39:49:370560,0.511203,0.0158783,-8.595,0.121,2.47,-0.071,-0.277,-0.012
01:39:49:390689,0.511195,0.0151477,-7.791,0.193,2.101,-0.069,-0.255,-0.009
01:39:49:410665,0.511186,0.0144023,-7.24,0.212,2.034,-0.065,-0.239,-0.01
01:39:49:430830,0.511206,0.0136449,-6.582,-0.086,1.603,-0.053,-0.219,-0.006
01:39:49:450922,0.511194,0.0128723,-5.944,-0.314,1.715,-0.047,-0.197,-0.008
01:39:49:470896,0.511212,0.0120885,-5.221,-0.612,1.719,-0.034,-0.18,-0.005
01:39:49:491067,0.511197,0.0112904,-4.909,-0.525,1.85,-0.036,-0.166,-0.005
01:39:49:511014,0.511211,0.0104826,-4.491,-0.76,1.959,-0.03,-0.154,-0.004
01:39:49:531179,0.511194,0.0096605,-4.029,-0.561,1.897,-0.033,-0.14,-0.003
01:39:49:551128,0.511204,0.00882953,-3.467,-0.493,2.446,-0.044,-0.124,-0.002
01:39:49:571282,0.511183,0.007986,-3.043,-0.446,1.587,-0.035,-0.111,0.002
01:39:49:591245,0.511189,0.00713402,-2.706,-1.263,2.224,-0.015,-0.103,0
01:39:49:611366,0.511194,0.00627251,-2.666,-0.855,2.14,-0.025,-0.097,-0.002
01:39:49:631431,0.511195,0.00540179,-2.266,-1.124,1.608,-0.011,-0.084,0
01:39:49:651560,0.511195,0.00452198,-2.283,-0.374,1.088,-0.027,-0.076,0
01:39:49:671533,0.511192,0.00363483,-1.591,-1.043,1.524,-0.006,-0.061,0
01:39:49:691632,0.511186,0.00273968,-1.789,-0.771,1.026,-0.009,-0.06,0
01:39:49:711665,0.511207,0.00183773,-1.162,-1.145,1.005,0.002,-0.053,0.003
01:39:49:731778,0.511196,0.000929362,-1.18,-0.759,0.913,-0.003,-0.043,0
01:39:49:751750,0.511183,1.4632e-05,-1.169,-0.959,0.197,0.007,-0.039,0
01:39:49:771929,0.511195,-0.000904826,-0.833,-0.87,0.427,0.005,-0.031,0.002
01:39:49:791922,0.511205,-0.00182906,-0.565,-1.515,0.626,0.026,-0.025,0.001
01:39:49:812043,0.511183,-0.00275811,-0.319,-1.474,0.389,0.026,-0.02,0.004
01:39:49:831976,0.511187,-0.00369065,-0.059,-1.457,0.357,0.029,-0.013,0.003
01:39:49:852150,0.511188,-0.00462646,-0.069,-1.452,0.282,0.032,-0.009,0.001
01:39:49:872185,0.511186,-0.00556489,-0.006,-0.901,0.076,0.016,-0.004,0
01:39:49:892274,0.51121,-0.00650551,0.043,-1.172,0.126,0.026,0,0
01:39:49:912277,0.511201,-0.00744784,0.231,-0.997,0.236,0.02,0.003,-0.001
01:39:49:932429,0.511191,-0.00839056,0.312,-0.731,0.257,0.013,0.006,-0.001
01:39:49:952366,0.511205,-0.00933447,0.732,-1.176,0.371,0.024,0.014,0
01:39:49:972546,0.511187,-0.0102781,0.604,-0.904,-0.105,0.019,0.013,0
01:39:49:992672,0.511197,-0.011221,1.039,-0.907,0.443,0.014,0.028,0.001
01:39:50:12668,0.511202,-0.0121627,1.042,-0.529,0.679,-0.001,0.026,0.003
01:39:50:32673,0.511205,-0.0131027,1.211,-0.826,0.245,0.015,0.031,0.006
01:39:50:52769,0.511204,-0.0140403,1.345,-0.502,0.764,-0.002,0.038,0.001
01:39:50:72909,0.511201,-0.0149753,1.546,-0.528,0.512,0.001,0.042,0.008
01:39:50:92955,0.511194,-0.0159062,1.618,0.188,0.519,-0.021,0.05,0.003
01:39:50:112849,0.511185,-0.0168334,1.873,0.338,-0.032,-0.023,0.057,0.007
01:39:50:133072,0.511202,-0.0177573,2.301,0.81,0.281,-0.036,0.071,0.005
01:39:50:153166,0.511188,-0.0186746,2.381,0.612,0.214,-0.03,0.074,0.007
01:39:50:173152,0.5112,-0.0195872,2.821,0.893,0.451,-0.038,0.085,0.004
01:39:50:193284,0.511209,-0.0204944,2.803,2.654,0.031,-0.08,0.08,0.006
01:39:50:213269,0.511186,-0.0213924,3.273,1.841,-0.338,-0.04,0.08,0.003
01:39:50:233404,0.511191,-0.0222856,3.497,2.733,-2.382,-0.005,0.049,0.001
01:39:50:253411,0.511193,-0.0231705,3.768,2.251,-2.775,0.042,0.033,-0.008
01:39:50:273510,0.511195,-0.0240472,3.945,2.389,-3.054,0.043,0.037,-0.006
01:39:50:293516,0.511193,-0.024915,4.429,2.312,-2.292,0.014,0.059,0.012
01:39:50:313625,0.511189,-0.0257733,4.631,3.076,-2.105,-0.009,0.07,0.007
01:39:50:333642,0.511184,-0.0266218,5.082,3.024,-2.503,0.005,0.074,0.011
01:39:50:353776,0.511206,-0.0274629,5.538,3.613,-2.435,-0.015,0.086,0.017
01:39:50:373754,0.511197,-0.0282898,6.203,4.316,-2.76,-0.004,0.083,0.012
01:39:50:393902,0.511187,-0.0291061,6.673,4.282,-3.569,0.031,0.071,0.01
01:39:50:413823,0.511205,-0.0299129,7.28,5.097,-4.385,0.046,0.064,0.004
01:39:50:434012,0.511192,-0.0307049,7.583,4.812,-5.66,0.083,0.04,0.019
01:39:50:453975,0.511208,-0.0314869,8.266,7.04,-5.018,0.007,0.064,0.025
01:39:50:474146,0.511194,-0.0322526,9.151,6.632,-4.036,-0.015,0.102,0.037
01:39:50:494082,0.511208,-0.0330085,10.022,7.166,-5.034,0.008,0.103,0.033
01:39:50:514272,0.511192,-0.0337484,10.725,6.672,-5.49,0.055,0.094,0.034
01:39:50:534259,0.511205,-0.0344742,11.516,7.093,-5.985,0.073,0.099,0.028
01:39:50:554395,0.51119,-0.0351847,12.413,7.092,-6.539,0.107,0.095,0.032
01:39:50:574383,0.511203,-0.0358815,13.763,6.545,-6.829,0.146,0.106,0.042
01:39:50:594524,0.511186,-0.0365584,14.598,7.275,-6.552,0.128,0.126,0.045
01:39:50:614505,0.511199,-0.0372232,15.662,7.659,-6.065,0.091,0.163,0.051
01:39:50:634629,0.511184,-0.0378668,17.29,9.031,-5.736,0.082,0.186,0.051
01:39:50:654624,0.511199,-0.0385001,18.201,8.986,-5.774,0.079,0.207,0.058
01:39:50:674760,0.511184,-0.0391136,19.385,9.27,-6.304,0.103,0.211,0.064
01:39:50:694757,0.5112,-0.039712,20.555,9.998,-7.007,0.119,0.224,0.055
01:39:50:714857,0.511187,-0.0402853,22.47,10.972,-7.33,0.122,0.254,0.073
01:39:50:735008,0.511205,-0.0408487,23.703,10.422,-7.006,0.122,0.28,0.081
01:39:50:754951,0.511195,-0.0413893,25.029,10.834,-7.128,0.147,0.292,0.085
01:39:50:775013,0.511187,-0.0419111,26.447,10.864,-6.05,0.113,0.345,0.088
01:39:50:795138,0.51121,-0.0424179,27.786,12.111,-5.987,0.085,0.384,0.089
01:39:50:815260,0.511204,-0.0429018,30.121,11.419,-5.727,0.108,0.424,0.104
01:39:50:835265,0.511201,-0.0433616,31.419,11.748,-6.989,0.171,0.412,0.088
01:39:50:855388,0.511198,-0.0438099,32.779,12.085,-6.927,0.178,0.434,0.099
01:39:50:875348,0.511199,-0.0442343,34.765,11.529,-8.027,0.238,0.452,0.114
01:39:50:895555,0.511202,-0.0446344,36.626,12.201,-8.356,0.248,0.471,0.125
01:39:50:915459,0.511207,-0.0450183,37.356,11.399,-7.469,0.241,0.502,0.118
01:39:50:935621,0.511186,-0.0453811,38.346,12.536,-7.526,0.2,0.543,0.14
01:39:50:955572,0.511196,-0.045719,41.21,11.433,-6.79,0.232,0.611,0.141
01:39:50:975746,0.511209,-0.0460404,42.009,11.195,-6.717,0.221,0.642,0.147
01:39:50:995716,0.511196,-0.0463358,43.055,10.317,-6.514,0.257,0.659,0.15
01:39:51:15864,0.511185,-0.0466067,44.466,10.283,-5.856,0.25,0.705,0.151
01:39:51:35870,0.511206,-0.0468684,45.655,10.793,-5.94,0.244,0.727,0.156
01:39:51:55942,0.511201,-0.0470984,47.028,10.255,-6.575,0.291,0.738,0.165
01:39:51:75991,0.511201,-0.0473044,48.589,10.294,-7.553,0.341,0.739,0.178
01:39:51:96145,0.511202,-0.0474962,49.327,9.356,-6.638,0.343,0.759,0.19
01:39:51:116106,0.511207,-0.0476613,50.672,10.23,-7.878,0.368,0.773,0.188
01:39:51:136047,0.511185,-0.0477998,50.868,9.685,-8.72,0.418,0.748,0.191
01:39:51:156167,0.511197,-0.0479212,51.398,10.237,-8.366,0.389,0.761,0.206
01:39:51:176341,0.511211,-0.0480211,51.948,9.913,-7.532,0.362,0.789,0.218
01:39:51:196351,0.511201,-0.0480894,53.22,10.338,-7.347,0.349,0.839,0.214
01:39:51:216436,0.511193,-0.0481434,53.639,9.105,-7.006,0.362,0.85,0.22
01:39:51:236606,0.511188,-0.0481706,53.324,7.511,-7.369,0.421,0.835,0.218
01:39:51:256591,0.511188,-0.048176,53.408,7.778,-7.381,0.418,0.833,0.222
01:39:51:276726,0.51119,-0.0481597,53.254,7.735,-7.254,0.421,0.831,0.217
01:39:51:296733,0.511196,-0.0481217,53.103,7.671,-7.424,0.424,0.827,0.214
01:39:51:316859,0.511206,-0.0480592,53.4,7.834,-7.384,0.415,0.835,0.225
01:39:51:336794,0.511189,-0.0479678,53.446,7.738,-7.341,0.415,0.84,0.225
01:39:51:356993,0.511206,-0.0478618,53.366,7.663,-7.384,0.417,0.846,0.221
01:39:51:377001,0.511196,-0.0477295,52.966,7.864,-7.549,0.421,0.846,0.201
01:39:51:397118,0.511189,-0.0475753,50.51,8.777,-8.611,0.438,0.8,0.136
01:39:51:417126,0.511186,-0.0474019,47.766,9.927,-9.976,0.451,0.738,0.084
01:39:51:437230,0.511186,-0.0472045,46.315,9.57,-9.998,0.466,0.699,0.063
01:39:51:457215,0.511189,-0.04698,45.381,9.88,-10.912,0.472,0.693,0.047
01:39:51:477342,0.511195,-0.0467416,44.219,6.137,-10.214,0.533,0.669,0.069
01:39:51:497364,0.511204,-0.0464788,42.459,4.875,-9.458,0.526,0.641,0.072
01:39:51:517483,0.511187,-0.0461898,40.584,5.565,-9.047,0.476,0.614,0.068
01:39:51:537456,0.511202,-0.0458838,39.224,5.593,-8.817,0.461,0.609,0.045
01:39:51:557582,0.51119,-0.0455515,37.438,5.578,-10.185,0.508,0.561,0.011
01:39:51:577537,0.511211,-0.045202,34.339,6.036,-12.033,0.568,0.461,-0.045
01:39:51:597700,0.511205,-0.0448292,34.263,6.676,-10.984,0.507,0.467,-0.017
01:39:51:617707,0.5112,-0.0444346,32.783,5.163,-10.473,0.535,0.423,-0.014
01:39:51:637815,0.511199,-0.0440211,30.719,6.12,-12.121,0.553,0.376,-0.055
01:39:51:657971,0.511199,-0.043591,29.173,5.642,-11.95,0.55,0.352,-0.071
01:39:51:677969,0.511201,-0.0431369,28.516,6.566,-12.254,0.531,0.333,-0.054
01:39:51:698083,0.511206,-0.0426588,25.17,5.743,-10.505,0.455,0.311,-0.068
01:39:51:718050,0.511182,-0.0421651,23.933,7.146,-9.838,0.386,0.31,-0.075
01:39:51:738189,0.511191,-0.0416516,22.508,6.375,-10.199,0.403,0.283,-0.084
01:39:51:758192,0.5112,-0.0411218,20.546,7.499,-11.375,0.429,0.23,-0.132
01:39:51:778198,0.511211,-0.0405704,18.671,7.328,-12.176,0.445,0.176,-0.151
01:39:51:798343,0.511193,-0.0399989,18.176,7.51,-12.007,0.423,0.145,-0.12
01:39:51:818266,0.511207,-0.0394174,17.461,6.593,-9.974,0.372,0.149,-0.101
01:39:51:838455,0.511191,-0.0388081,15.813,7.225,-11.997,0.425,0.101,-0.142
01:39:51:858579,0.511205,-0.0381866,15.46,6.98,-10.581,0.355,0.126,-0.109
01:39:51:878562,0.511191,-0.0375452,13.258,7.269,-9.821,0.31,0.094,-0.112
01:39:51:898707,0.511208,-0.0368935,12.711,7.079,-9.166,0.267,0.093,-0.093
01:39:51:918814,0.511194,-0.0362205,11.15,8.037,-10.298,0.283,0.042,-0.119
01:39:51:938820,0.51121,-0.0355354,10.677,8.081,-10.477,0.281,0.011,-0.111
01:39:51:958807,0.511197,-0.0348302,9.618,8.89,-11.226,0.284,-0.024,-0.122
01:39:51:978939,0.511185,-0.034108,9.241,9.369,-9.233,0.189,-0.005,-0.095
01:39:51:998948,0.5112,-0.0333768,7.498,9.638,-9.226,0.163,-0.028,-0.099
01:39:52:18939,0.511186,-0.03263,7.532,9.121,-8.117,0.111,-0.006,-0.064
01:39:52:39073,0.511201,-0.0318732,6.586,9.153,-8.034,0.109,-0.021,-0.074
01:39:52:59009,0.511186,-0.0310958,6.382,9.504,-7.866,0.065,-0.022,-0.051
01:39:52:79190,0.511198,-0.0303105,5.717,8.164,-8.237,0.123,-0.043,-0.066
01:39:52:99322,0.51121,-0.0295123,4.989,7.99,-8.02,0.123,-0.066,-0.068
01:39:52:119322,0.511192,-0.0286993,4.739,7.317,-6.986,0.085,-0.037,-0.053
01:39:52:139443,0.511202,-0.0278781,3.898,7.816,-6.586,0.062,-0.052,-0.054
01:39:52:159419,0.511209,-0.0270446,3.647,6.168,-4.899,0.018,-0.005,-0.032
01:39:52:179578,0.511186,-0.0261987,3.016,5.805,-5.787,0.049,-0.04,-0.032
01:39:52:199540,0.511191,-0.0253451,2.917,5.365,-5.008,0.024,-0.022,-0.023
01:39:52:219639,0.511194,-0.024482,2.453,5.289,-4.571,0.011,-0.027,-0.017
01:39:52:239668,0.511194,-0.0236102,2.371,4.914,-5.312,0.038,-0.043,-0.016
01:39:52:259806,0.511193,-0.0227292,2.096,3.996,-4.031,0.022,-0.031,-0.004
01:39:52:279800,0.511189,-0.0218401,1.976,3.882,-3.972,0.01,-0.019,-0.004
01:39:52:299888,0.511183,-0.0209435,1.63,3.663,-4.237,0.028,-0.035,-0.01
01:39:52:319938,0.511205,-0.0200417,1.394,2.04,-3.969,0.045,-0.035,0.01
01:39:52:340080,0.511194,-0.0191318,1.285,2.163,-1.943,-0.016,0.004,0.012
01:39:52:360053,0.51121,-0.0182174,1.081,1.678,-0.986,-0.036,0.023,0.009
01:39:52:380176,0.511193,-0.0172959,0.733,1.262,-0.896,-0.03,0.024,0.007
01:39:52:400180,0.511205,-0.016371,0.55,0.523,-1.008,-0.012,0.025,0.007
01:39:52:420305,0.511183,-0.0154404,0.488,1.111,-1.125,-0.027,0.014,0.008
01:39:52:440434,0.511187,-0.0145076,0.523,0.005,-0.813,-0.001,0.018,0.007
01:39:52:460566,0.51119,-0.0135712,0.434,0.169,-0.969,-0.005,0.012,0.012
01:39:52:480556,0.511188,-0.0126328,0.395,-0.696,-0.706,0.016,0.013,0.012
01:39:52:500669,0.511185,-0.0116918,0.086,0.671,-0.53,-0.027,0.008,0.007
01:39:52:520679,0.511206,-0.01075,-0.277,-0.494,-0.136,0.007,0.001,0.007
01:39:52:540689,0.511197,-0.00980647,-0.626,0.102,-0.031,-0.013,-0.004,0.004
01:39:52:560742,0.511184,-0.00886252,-0.414,-0.839,-0.118,0.017,-0.011,0.01
01:39:52:580743,0.511196,-0.00791904,-0.645,-0.121,0.056,-0.001,-0.02,0.007
01:39:52:600905,0.511206,-0.00697651,-0.833,-0.723,0.376,0.01,-0.028,0.005
01:39:52:620847,0.511183,-0.00603489,-1.382,0.009,0.089,-0.006,-0.037,0
01:39:52:641050,0.511187,-0.00509533,-1.534,-0.671,0.437,0.007,-0.047,0.004
01:39:52:661022,0.511188,-0.00415811,-1.909,-0.267,0.76,-0.004,-0.06,0.005
01:39:52:681147,0.511185,-0.00322402,-1.789,-0.819,0.932,0.008,-0.057,0.006
01:39:52:701349,0.511209,-0.002293,-2.238,-0.429,1.123,-0.004,-0.068,0.001
01:39:52:721265,0.511201,-0.00136621,-2.367,-0.694,1.593,-0.003,-0.072,0
01:39:52:741306,0.51119,-0.000444287,-2.684,-0.451,1.833,-0.012,-0.082,-0.003
01:39:52:761399,0.511205,0.000472902,-2.947,-0.384,2.07,-0.018,-0.086,-0.007
01:39:52:781563,0.511187,0.00138418,-3.192,-0.317,2.403,-0.024,-0.099,-0.005
01:39:52:801539,0.511197,0.00228983,-3.505,-0.141,3.521,-0.036,-0.107,-0.012
01:39:52:821654,0.511204,0.00318827,-3.812,-0.069,3.195,-0.041,-0.116,-0.009
01:39:52:841665,0.511208,0.00407971,-4.168,0.092,3.46,-0.048,-0.127,-0.013
01:39:52:861769,0.51121,0.0049634,-4.534,0.115,3.456,-0.053,-0.141,-0.01
01:39:52:881787,0.51121,0.00583847,-5.384,0.421,3.833,-0.066,-0.167,-0.012
01:39:52:901897,0.511207,0.00670505,-5.538,0.489,3.894,-0.071,-0.171,-0.013
01:39:52:921897,0.511201,0.00756178,-5.833,0.528,3.864,-0.071,-0.182,-0.013
01:39:52:941859,0.511193,0.00840899,-5.703,0.662,4.26,-0.079,-0.179,-0.015
01:39:52:962039,0.511184,0.00924585,-5.98,0.602,4.432,-0.08,-0.191,-0.015
01:39:52:982159,0.511203,0.010073,-6.845,1.774,4.409,-0.117,-0.213,-0.016
01:39:53:2141,0.51119,0.0108873,-7.26,1.986,4.372,-0.124,-0.223,-0.015
01:39:53:22096,0.511205,0.0116911,-7.835,1.809,5.072,-0.125,-0.242,-0.02
01:39:53:42247,0.511187,0.0124815,-7.944,2.512,4.809,-0.148,-0.253,-0.018
01:39:53:62274,0.5112,0.0132605,-9.003,2.01,4.186,-0.126,-0.276,-0.022
01:39:53:82404,0.51121,0.0140265,-9.754,2.501,3.231,-0.131,-0.291,-0.021
01:39:53:102391,0.51119,0.0147768,-10.379,2.584,3.887,-0.142,-0.309,-0.021
01:39:53:122528,0.511199,0.0155148,-11.377,2.93,3.82,-0.158,-0.335,-0.023
01:39:53:142531,0.511207,0.0162387,-11.648,2.653,4.14,-0.157,-0.354,-0.023
01:39:53:162627,0.511184,0.0169454,-12.616,2.988,4.337,-0.167,-0.379,-0.026
01:39:53:182674,0.511191,0.0176384,-13.897,3.405,4.823,-0.19,-0.411,-0.031
01:39:53:202595,0.511197,0.0183167,-15.003,3.773,4.595,-0.199,-0.444,-0.03
01:39:53:222758,0.511203,0.018979,-15.93,3.615,3.86,-0.185,-0.459,-0.026
