Time,X,Y,Fx,Fy,Fz,Mx,My,Mz
01:43:52:201435,0.511199,0.0190203,-48.265,12.883,-0.018,-0.481,-1.217,-0.033
01:43:52:221576,0.511211,0.0192254,-49.698,13.551,-0.194,-0.512,-1.262,-0.036
01:43:52:241558,0.511196,0.0194008,-50.54,13.556,-1.424,-0.457,-1.289,-0.059
01:43:52:261675,0.511185,0.0195436,-51.247,14.042,-0.996,-0.502,-1.301,-0.058
01:43:52:281687,0.511205,0.0196603,-51.997,14.005,-0.829,-0.511,-1.314,-0.062
01:43:52:301799,0.511197,0.0197441,-52.406,14.447,-1.319,-0.507,-1.327,-0.066
01:43:52:321749,0.511193,0.0197988,-52.429,15.249,-1.507,-0.522,-1.324,-0.065
01:43:52:341939,0.51119,0.0198207,-52.66,14.727,-1.192,-0.516,-1.335,-0.07
01:43:52:361924,0.511191,0.0198136,-52.522,14.788,-1.317,-0.515,-1.333,-0.062
01:43:52:382038,0.511195,0.019775,-52.538,14.576,-1.222,-0.518,-1.333,-0.068
01:43:52:401992,0.511201,0.0197079,-52.7,15.34,-1.328,-0.526,-1.338,-0.069
01:43:52:422109,0.511209,0.019608,-52.827,15.179,-1.395,-0.515,-1.349,-0.075
01:43:52:442173,0.51119,0.019477,-53.118,15.196,-1.623,-0.513,-1.365,-0.075
01:43:52:462302,0.511204,0.0193176,-52.718,11.854,-1.914,-0.416,-1.376,-0.064
01:43:52:482299,0.51119,0.0191239,-52.09,11.483,-2.088,-0.394,-1.384,-0.06
01:43:52:502415,0.511208,0.0189048,-49.939,10.149,-2.041,-0.366,-1.335,-0.044
01:43:52:522372,0.511199,0.0186536,-47.799,9.588,-1.606,-0.376,-1.279,-0.038
01:43:52:542539,0.511192,0.0183743,-46.27,8.72,-1.254,-0.348,-1.247,-0.038
01:43:52:562556,0.511186,0.0180636,-44.067,8.247,-1.097,-0.363,-1.194,-0.033
01:43:52:582644,0.511184,0.0177251,-42.126,7.977,-1.037,-0.343,-1.152,-0.041
01:43:52:602761,0.511212,0.0173613,-39.826,7.785,-0.395,-0.353,-1.078,-0.045
01:43:52:622758,0.511183,0.0169642,-36.979,6.902,0.029,-0.336,-1.024,-0.038
01:43:52:642764,0.511184,0.0165421,-35.548,6.798,-0.058,-0.325,-0.986,-0.036
01:43:52:662946,0.511188,0.0160927,-32.891,6.314,0.566,-0.312,-0.921,-0.036
01:43:52:682889,0.511192,0.0156165,-30.669,6.018,0.228,-0.292,-0.859,-0.031
01:43:52:703013,0.511197,0.0151142,-28.609,5.715,0.632,-0.283,-0.81,-0.032
01:43:52:723140,0.511203,0.0145863,-26.648,5.182,1.03,-0.265,-0.759,-0.033
01:43:52:743149,0.51121,0.014033,-24.555,4.382,0.632,-0.234,-0.704,-0.029
01:43:52:763276,0.511188,0.013453,-22.89,3.714,0.589,-0.208,-0.664,-0.027
01:43:52:783287,0.511195,0.0128516,-21.551,4.072,0.644,-0.215,-0.629,-0.026
01:43:52:803392,0.511203,0.0122261,-19.388,2.598,0.811,-0.17,-0.568,-0.026
01:43:52:823392,0.51121,0.0115787,-17.809,2.322,0.482,-0.157,-0.53,-0.024
01:43:52:843535,0.511189,0.0109071,-16.122,2.01,0.694,-0.145,-0.485,-0.023
01:43:52:863507,0.511195,0.010216,-14.979,1.148,0.935,-0.117,-0.458,-0.022
01:43:52:883622,0.511201,0.00950388,-13.399,1.021,0.932,-0.109,-0.413,-0.021
01:43:52:903663,0.511207,0.00877266,-12.29,0.137,1.449,-0.083,-0.382,-0.022
01:43:52:923770,0.511211,0.00802162,-11.399,0.811,0.048,-0.095,-0.349,-0.013
01:43:52:943909,0.511185,0.00725129,-9.947,0.321,1.459,-0.085,-0.316,-0.012
01:43:52:963777,0.511186,0.00646482,-8.9,0.021,1.146,-0.065,-0.289,-0.01
01:43:52:983888,0.511186,0.00566158,-7.86,-0.362,1.016,-0.047,-0.261,-0.011
01:43:53:4083,0.511184,0.00484268,-6.87,0.126,0.65,-0.058,-0.231,-0.007
01:43:53:24135,0.51121,0.00401006,-6.165,-0.675,0.855,-0.035,-0.208,-0.006
01:43:53:44138,0.511205,0.00316189,-5.503,-0.693,0.795,-0.031,-0.187,-0.006
01:43:53:64255,0.511197,0.00230101,-4.793,-0.767,0.63,-0.026,-0.171,-0.003
01:43:53:84257,0.511186,0.00142772,-4.06,-1.022,0.825,-0.015,-0.15,-0.004
01:43:53:104390,0.511204,0.000544154,-3.597,-1.144,0.704,-0.006,-0.131,-0.003
01:43:53:124415,0.511188,-0.000350707,-3.18,-1.341,0.35,0.004,-0.116,-0.001
01:43:53:144508,0.511199,-0.00125414,-2.626,-1.806,0.484,0.016,-0.096,-0.002
01:43:53:164511,0.511208,-0.00216635,-2.134,-1.789,0.673,0.018,-0.083,0
01:43:53:184662,0.511184,-0.00308618,-1.672,-2.082,0.665,0.028,-0.073,0.002
01:43:53:204633,0.511188,-0.0040123,-1.183,-2.23,0.735,0.034,-0.06,0.003
01:43:53:224760,0.511187,-0.00494397,-0.712,-2.421,0.318,0.047,-0.041,0.005
01:43:53:244735,0.511184,-0.00587995,-0.049,-2.958,0.215,0.065,-0.02,0.004
01:43:53:264885,0.511207,-0.00681962,0.273,-3.345,0.475,0.077,-0.007,0.001
01:43:53:285010,0.511198,-0.00776181,0.505,-3.492,0.373,0.081,0,0.003
01:43:53:305025,0.511186,-0.00870521,0.958,-3.965,0.687,0.097,0.01,0.003
01:43:53:325136,0.5112,-0.0096493,1.43,-3.995,0.5,0.104,0.02,0.005
01:43:53:345126,0.51121,-0.0105931,1.552,-3.946,0.998,0.098,0.031,0
01:43:53:365242,0.511189,-0.0115346,1.774,-3.3,0.938,0.079,0.04,0.002
01:43:53:385265,0.511193,-0.0124742,2.287,-3.106,0.864,0.076,0.053,0.005
01:43:53:405376,0.511195,-0.0134104,2.636,-2.694,1.014,0.077,0.058,0
01:43:53:425382,0.511193,-0.0143417,3.292,-2.658,0.591,0.096,0.052,0.006
01:43:53:445499,0.511189,-0.0152682,3.581,-2.195,0.919,0.075,0.072,0.004
01:43:53:465471,0.511183,-0.0161872,4.059,-1.391,1.148,0.049,0.09,0.003
01:43:53:485447,0.511202,-0.0171005,4.993,-0.921,0.521,0.059,0.092,0.01
01:43:53:505641,0.511191,-0.0180037,5.253,-0.734,0.553,0.051,0.1,0.009
01:43:53:525737,0.511206,-0.018899,5.884,-0.291,0.964,0.046,0.11,0.005
01:43:53:545738,0.51119,-0.0197822,6.276,0.748,0.641,0.023,0.123,0.004
01:43:53:565889,0.511201,-0.0206555,7.193,1.078,-0.098,0.049,0.117,0.001
01:43:53:585845,0.51121,-0.021517,7.822,1.713,-0.521,0.046,0.125,0.004
01:43:53:606003,0.511187,-0.0223632,9.146,1.138,-1.534,0.102,0.117,0.013
01:43:53:625976,0.511191,-0.0231974,9.627,1.908,-3.039,0.132,0.098,0.011
01:43:53:646142,0.511196,-0.0240164,10.539,1.722,-2.136,0.107,0.134,0.022
01:43:53:666239,0.511199,-0.0248198,11.436,2.451,-2.861,0.127,0.13,0.023
01:43:53:686234,0.511202,-0.0256065,12.832,2.224,-2.356,0.111,0.174,0.041
01:43:53:706363,0.511203,-0.0263757,14.066,2.928,-2.031,0.101,0.199,0.041
01:43:53:726366,0.511203,-0.0271266,15.547,3.377,-2.356,0.123,0.206,0.039
01:43:53:746495,0.511203,-0.027859,16.415,4.02,-2.629,0.112,0.233,0.034
01:43:53:766470,0.511203,-0.0285708,17.945,3.785,-2.766,0.135,0.252,0.046
01:43:53:786611,0.511203,-0.0292621,19.512,3.974,-3.435,0.163,0.269,0.053
01:43:53:806607,0.511203,-0.029933,21.286,3.627,-3.764,0.206,0.287,0.058
01:43:53:826731,0.511204,-0.0305807,22.322,4.75,-3.557,0.167,0.319,0.063
01:43:53:846655,0.511205,-0.0312064,24.219,5.193,-3.324,0.162,0.358,0.071
01:43:53:866857,0.511207,-0.0318107,26.815,6.858,-3.7,0.143,0.405,0.08
01:43:53:886984,0.51121,-0.0323896,27.691,6.165,-3.203,0.171,0.4,0.079
01:43:53:906980,0.511185,-0.0329413,29.642,6.743,-3.602,0.186,0.438,0.086
01:43:53:927121,0.511191,-0.0334673,31.673,6.205,-3.343,0.197,0.481,0.095
01:43:53:947101,0.511198,-0.0339698,33.559,6.451,-4.044,0.241,0.497,0.104
01:43:53:967233,0.511208,-0.03445,35.332,5.204,-4.153,0.283,0.518,0.124
01:43:53:987228,0.51119,-0.0348991,37.252,5.899,-4.326,0.287,0.554,0.136
01:43:54:7169,0.511204,-0.0353196,38.903,5.325,-3.767,0.29,0.587,0.153
01:43:54:27367,0.511191,-0.0357148,41.673,5.634,-4.103,0.311,0.644,0.167
01:43:54:47472,0.511209,-0.0360819,41.912,5.459,-3.748,0.306,0.651,0.165
01:43:54:67437,0.511202,-0.0364195,43.306,6.086,-3.124,0.25,0.72,0.196
01:43:54:87609,0.511196,-0.0367269,45.901,5.238,-2.246,0.265,0.781,0.217
01:43:54:107549,0.511194,-0.0370077,47.251,6.513,-2.73,0.258,0.806,0.225
01:43:54:127720,0.511195,-0.0372585,48.006,5.445,-1.922,0.266,0.824,0.228
01:43:54:147851,0.5112,-0.0374772,49.802,7.228,-2.414,0.254,0.868,0.232
01:43:54:167846,0.511207,-0.0376734,50.745,5.93,-1.688,0.26,0.889,0.24
01:43:54:187970,0.511188,-0.037831,51.289,7.33,-2.321,0.243,0.899,0.227
01:43:54:207921,0.511203,-0.0379601,52.194,6.289,-2.219,0.274,0.913,0.243
01:43:54:228090,0.511191,-0.0380579,52.925,7.215,-2.711,0.281,0.922,0.234
01:43:54:248056,0.511183,-0.0381309,53.866,6.701,-3.18,0.305,0.948,0.247
01:43:54:268190,0.511208,-0.0381676,54.095,7.618,-3.106,0.285,0.957,0.233
01:43:54:288155,0.511207,-0.0381757,53.108,6.917,-3.347,0.317,0.927,0.212
01:43:54:308336,0.51121,-0.0381563,53.496,7.83,-3.713,0.302,0.937,0.219
01:43:54:328334,0.511187,-0.0380959,53.405,7.391,-3.211,0.307,0.936,0.217
01:43:54:348412,0.511196,-0.0380169,53.52,7.654,-3.638,0.305,0.939,0.218
01:43:54:368443,0.51121,-0.0379027,53.927,6.621,-3.046,0.315,0.953,0.234
01:43:54:388581,0.511197,-0.0377526,54.262,6.811,-3.547,0.312,0.97,0.238
01:43:54:408584,0.511188,-0.037575,52.244,7.267,-4.133,0.32,0.943,0.185
01:43:54:428688,0.511212,-0.0373763,50.075,8.213,-5.578,0.351,0.893,0.136
01:43:54:448655,0.511209,-0.0371389,48.213,7.523,-5.675,0.371,0.849,0.117
01:43:54:468835,0.51121,-0.0368745,46.443,8.573,-6.193,0.356,0.818,0.088
01:43:54:488837,0.511183,-0.0365781,45.035,8.379,-5.637,0.315,0.801,0.095
01:43:54:508829,0.511191,-0.0362535,41.031,9.733,-7.394,0.357,0.692,-0.002
01:43:54:528944,0.5112,-0.0359028,39.998,9.807,-8.109,0.369,0.662,0.001
01:43:54:548954,0.511182,-0.0355174,39.568,9.843,-6.859,0.311,0.653,0.039
01:43:54:569068,0.511196,-0.035114,36.758,9.356,-7.225,0.336,0.576,0.03
01:43:54:589050,0.511184,-0.0346752,35.012,9.976,-7.489,0.326,0.549,-0.004
01:43:54:609150,0.511203,-0.0342121,32.674,10.9,-8.632,0.33,0.502,-0.04
01:43:54:629198,0.511194,-0.0337235,30.943,10.182,-8.201,0.318,0.472,-0.042
01:43:54:649254,0.511187,-0.0332066,28.8,10.765,-7.786,0.265,0.435,-0.04
01:43:54:669325,0.511182,-0.0326663,26.694,11.184,-7.454,0.242,0.398,-0.057
01:43:54:689440,0.511208,-0.0320999,25.633,10.905,-6.877,0.198,0.396,-0.032
01:43:54:709448,0.511205,-0.0315108,22.592,9.803,-5.971,0.192,0.366,-0.063
01:43:54:729489,0.511204,-0.0308967,21.079,10.038,-6.072,0.159,0.339,-0.058
01:43:54:749572,0.511203,-0.0302596,19.702,9.367,-5.704,0.165,0.309,-0.067
01:43:54:769701,0.511203,-0.0296001,17.88,9.018,-6.743,0.191,0.268,-0.083
01:43:54:789685,0.511202,-0.0289193,15.649,8.52,-7.369,0.227,0.184,-0.108
01:43:54:809841,0.511203,-0.0282173,15.301,8.437,-7.221,0.205,0.171,-0.083
01:43:54:829941,0.511203,-0.0274948,13.835,8.676,-6.994,0.179,0.134,-0.073
01:43:54:849934,0.511203,-0.0267539,12.771,7.834,-5.797,0.123,0.142,-0.051
01:43:54:869890,0.511202,-0.0259934,11.242,7.502,-5.174,0.113,0.118,-0.06
01:43:54:890064,0.511201,-0.0252153,10.401,7.272,-5.293,0.106,0.106,-0.063
01:43:54:910162,0.511198,-0.0244203,8.671,7.674,-5.485,0.099,0.072,-0.073
01:43:54:930133,0.511194,-0.0236091,8.323,7.307,-5.578,0.088,0.056,-0.049
01:43:54:950293,0.511189,-0.022782,7.344,6.655,-5.194,0.089,0.043,-0.045
01:43:54:970295,0.511184,-0.0219409,6.495,6.344,-5.033,0.084,0.024,-0.046
01:43:54:990436,0.511205,-0.021088,5.774,5.838,-5.025,0.083,0.018,-0.039
01:43:55:10427,0.511195,-0.0202206,5.195,3.973,-4.431,0.104,0.018,-0.036
01:43:55:30575,0.511183,-0.0193407,4.49,3.666,-3.63,0.079,0.014,-0.025
01:43:55:50527,0.511198,-0.0184526,3.982,3.368,-2.012,0.018,0.046,-0.011
01:43:55:70695,0.511182,-0.0175521,3.485,1.934,-1.497,0.043,0.04,-0.012
01:43:55:90671,0.511193,-0.0166449,3.007,1.562,-1.535,0.039,0.036,-0.007
01:43:55:110784,0.511201,-0.0157291,2.405,0.746,-0.685,0.025,0.046,-0.002
01:43:55:130805,0.511207,-0.0148061,2.133,-0.312,-1.129,0.062,0.025,0
01:43:55:150916,0.51121,-0.0138773,1.843,-0.658,-0.613,0.058,0.024,0.003
01:43:55:170927,0.511209,-0.0129435,1.326,-1.638,-0.337,0.063,0.026,0.005
01:43:55:191063,0.511206,-0.0120055,0.933,-1.859,-0.456,0.061,0.021,0.008
01:43:55:211043,0.5112,-0.0110641,0.519,-2.51,-0.151,0.067,0.023,0.005
01:43:55:231169,0.511191,-0.0101212,0.203,-2.416,-0.562,0.064,0.012,0.005
01:43:55:251295,0.511208,-0.00917749,-0.245,-2.872,-0.715,0.08,-0.003,0.007
01:43:55:271280,0.511192,-0.00823335,-0.513,-2.496,0.185,0.063,-0.017,0.004
01:43:55:291217,0.511203,-0.00729044,-1.245,-2.225,0.475,0.053,-0.036,0
01:43:55:311420,0.511211,-0.0063494,-1.672,-1.697,0.155,0.038,-0.05,0
01:43:55:331548,0.511186,-0.00541137,-2.171,-1.889,0.427,0.042,-0.06,-0.003
01:43:55:351541,0.511188,-0.004446,-2.346,-1.671,0.996,0.03,-0.072,-0.004
01:43:55:371498,0.511186,-0.00354855,-2.721,-1.662,1.376,0.024,-0.084,-0.005
01:43:55:391647,0.511212,-0.00262548,-3.273,-1.098,0.968,0.007,-0.097,-0.005
01:43:55:411782,0.511205,-0.00170951,-3.806,-1.092,1.438,0.001,-0.113,-0.008
01:43:55:431785,0.511194,-0.000801456,-4.439,-0.853,1.57,-0.008,-0.129,-0.01
01:43:55:451886,0.511211,9.83428e-05,-4.9,-0.036,2.268,-0.04,-0.151,-0.011
01:43:55:471909,0.511195,0.000987557,-5.442,-0.207,2.61,-0.038,-0.168,-0.013
01:43:55:492039,0.511207,0.00186652,-6.379,1.138,2.321,-0.079,-0.19,-0.012
01:43:55:512039,0.511187,0.00273288,-6.86,0.546,3.173,-0.07,-0.208,-0.017
01:43:55:532173,0.511193,0.00358707,-8.059,1.001,2.766,-0.081,-0.238,-0.016
01:43:55:552156,0.511198,0.0044282,-8.75,1.15,3.07,-0.093,-0.264,-0.016
01:43:55:572288,0.5112,0.00525447,-9.45,1.694,3.287,-0.11,-0.284,-0.019
01:43:55:592415,0.511202,0.00606604,-10.565,1.94,3.406,-0.125,-0.317,-0.02
01:43:55:612371,0.5112,0.0068609,-11.38,1.634,3.501,-0.114,-0.34,-0.021
01:43:55:632409,0.511198,0.00763874,-12.837,1.802,3.512,-0.124,-0.369,-0.023
01:43:55:652526,0.511193,0.00839838,-14.755,2.413,3.562,-0.148,-0.418,-0.023
01:43:55:672655,0.51119,0.0091398,-15.064,3.756,3.371,-0.18,-0.427,-0.019
01:43:55:692670,0.511184,0.00986151,-16.297,3.621,3.44,-0.182,-0.454,-0.023
01:43:55:712619,0.511206,0.010565,-18.006,4.38,3.227,-0.207,-0.496,-0.022
01:43:55:732807,0.5112,0.0112455,-19.537,4.18,3.495,-0.212,-0.533,-0.024
01:43:55:752988,0.511192,0.0119043,-21.522,6.407,2.63,-0.272,-0.57,-0.027
01:43:55:772915,0.511184,0.0125407,-23.106,5.881,2.24,-0.247,-0.599,-0.02
01:43:55:793022,0.511206,0.0131561,-25.417,5.345,0.955,-0.214,-0.649,-0.012
01:43:55:813027,0.511199,0.0137458,-26.12,6.308,1.223,-0.263,-0.666,-0.028
01:43:55:833159,0.511191,0.0143117,-27.814,6.737,1.585,-0.284,-0.701,-0.036
01:43:55:853131,0.511185,0.0148525,-29.784,7.571,1.894,-0.32,-0.738,-0.048
01:43:55:873259,0.511209,0.0153696,-31.547,7.212,1.527,-0.302,-0.768,-0.039
01:43:55:893228,0.511204,0.0158587,-33.435,7.317,1.006,-0.297,-0.812,-0.034
01:43:55:913396,0.511201,0.0163222,-34.784,8.485,1.17,-0.349,-0.849,-0.041
01:43:55:933381,0.511198,0.0167577,-37.513,8.724,1.81,-0.37,-0.906,-0.059
01:43:55:953479,0.511197,0.0171664,-39.132,9.085,0.773,-0.361,-0.958,-0.037
01:43:55:973620,0.511198,0.0175471,-40.74,9.029,0.898,-0.368,-1.002,-0.043
01:43:55:993590,0.511199,0.0178999,-42.48,10.056,0.599,-0.403,-1.045,-0.047
01:43:56:13581,0.511204,0.0182233,-44.033,10.239,0.53,-0.408,-1.081,-0.046
01:43:56:33720,0.51121,0.0185188,-45.57,10.402,0.475,-0.415,-1.123,-0.049
01:43:56:53885,0.511188,0.0187824,-46.834,10.594,0.16,-0.422,-1.158,-0.05
01:43:56:73865,0.511199,0.0190203,-47.934,10.961,-0.098,-0.43,-1.19,-0.046
01:43:56:94032,0.511211,0.0192254,-49.547,11.063,-0.418,-0.436,-1.236,-0.044
01:43:56:113957,0.511196,0.0194008,-49.992,11.134,-1.16,-0.42,-1.266,-0.056
01:43:56:134132,0.511185,0.0195436,-50.803,11.779,-1.096,-0.453,-1.284,-0.06
01:43:56:154134,0.511205,0.0196603,-51.818,12.281,-0.87,-0.472,-1.307,-0.067
01:43:56:174052,0.511197,0.0197441,-52.081,11.979,-1.267,-0.445,-1.317,-0.069
01:43:56:194265,0.511193,0.0197988,-52.089,12.746,-1.612,-0.468,-1.313,-0.068
01:43:56:214368,0.51119,0.0198207,-52.379,12.498,-1.218,-0.463,-1.32,-0.074
01:43:56:234350,0.511191,0.0198136,-52.197,12.926,-1.527,-0.468,-1.319,-0.066
01:43:56:254514,0.511195,0.019775,-52.207,12.638,-1.608,-0.471,-1.32,-0.069
01:43:56:274492,0.511201,0.0197079,-52.462,13.003,-1.341,-0.474,-1.324,-0.071
01:43:56:294618,0.511209,0.019608,-52.527,12.787,-1.531,-0.462,-1.334,-0.075
01:43:56:314607,0.51119,0.019477,-52.769,13.038,-1.613,-0.468,-1.35,-0.076
01:43:56:334756,0.511204,0.0193176,-52.665,12.972,-1.907,-0.456,-1.363,-0.071
01:43:56:354751,0.51119,0.0191239,-51.856,12.573,-2.116,-0.435,-1.368,-0.065
01:43:56:374855,0.511208,0.0189048,-50.25,12.211,-2.143,-0.423,-1.342,-0.055
01:43:56:395004,0.511199,0.0186536,-48.16,11.422,-1.818,-0.413,-1.294,-0.048
01:43:56:415021,0.511192,0.0183743,-46.249,10.725,-1.805,-0.392,-1.258,-0.04
01:43:56:434995,0.511186,0.0180636,-44.202,10.028,-1.266,-0.398,-1.207,-0.035
01:43:56:455111,0.511184,0.0177251,-41.985,9.596,-0.847,-0.385,-1.156,-0.039
01:43:56:475129,0.511212,0.0173613,-39.705,9.338,-0.766,-0.39,-1.098,-0.035
01:43:56:495252,0.511183,0.0169642,-37.475,8.853,0.193,-0.39,-1.033,-0.036
01:43:56:515232,0.511184,0.0165421,-35.537,8.176,0.159,-0.365,-0.984,-0.033
01:43:56:535314,0.511188,0.0160927,-32.541,7.81,0.771,-0.35,-0.91,-0.032
01:43:56:555485,0.511192,0.0156165,-31.121,7.159,0.455,-0.325,-0.874,-0.029
01:43:56:575472,0.511197,0.0151142,-28.844,7.358,0.527,-0.325,-0.816,-0.025
01:43:56:595552,0.511203,0.0145863,-26.927,6.423,1.22,-0.3,-0.768,-0.03
01:43:56:615559,0.51121,0.014033,-25.021,6.039,0.524,-0.278,-0.718,-0.024
01:43:56:635743,0.511188,0.013453,-23.331,4.952,0.985,-0.245,-0.673,-0.028
01:43:56:655818,0.511195,0.0128516,-22.281,5.441,0.697,-0.255,-0.647,-0.024
01:43:56:675836,0.511203,0.0122261,-19.64,4.037,0.485,-0.206,-0.577,-0.022
01:43:56:695938,0.51121,0.0115787,-17.63,3.612,0.521,-0.191,-0.526,-0.02
01:43:56:716003,0.511189,0.0109071,-16.074,3.36,0.998,-0.184,-0.488,-0.02
01:43:56:736101,0.511195,0.010216,-14.643,2.086,1.371,-0.144,-0.449,-0.022
01:43:56:756103,0.511201,0.00950388,-13.205,2.125,1.075,-0.141,-0.411,-0.018
01:43:56:776244,0.511207,0.00877266,-12.039,1.308,1.061,-0.113,-0.378,-0.017
01:43:56:796199,0.511211,0.00802162,-10.967,2.049,1.623,-0.135,-0.344,-0.015
01:43:56:816336,0.511185,0.00725129,-9.561,1.412,2.034,-0.12,-0.315,-0.012
01:43:56:836497,0.511186,0.00646482,-8.628,1.13,1.713,-0.102,-0.29,-0.012
01:43:56:856465,0.511186,0.00566158,-7.67,0.708,1.287,-0.079,-0.262,-0.009
01:43:56:876603,0.511184,0.00484268,-6.93,1.428,0.912,-0.096,-0.231,-0.007
01:43:56:896607,0.51121,0.00401006,-6.096,0.564,1.263,-0.071,-0.204,-0.008
01:43:56:916715,0.511205,0.00316189,-5.336,0.315,1.367,-0.063,-0.185,-0.005
01:43:56:936712,0.511197,0.00230101,-4.639,0.212,1.156,-0.054,-0.169,-0.001
01:43:56:956842,0.511186,0.00142772,-4.131,0.06,0.902,-0.046,-0.155,0.001
01:43:56:976841,0.511204,0.000544154,-3.641,0.144,0.54,-0.04,-0.137,0.001
01:43:56:996939,0.511188,-0.000350707,-3.105,-0.306,0.303,-0.023,-0.112,0
01:43:57:16966,0.511199,-0.00125414,-2.515,-0.904,0.472,-0.004,-0.096,0.002
01:43:57:37088,0.511208,-0.00216635,-2.246,-0.857,0.724,-0.007,-0.089,0.002
01:43:57:57087,0.511184,-0.00308618,-1.81,-1.131,0.629,0.002,-0.077,0.005
01:43:57:77244,0.511188,-0.0040123,-1.284,-1.08,0.54,0.006,-0.061,0.005
01:43:57:97199,0.511187,-0.00494397,-0.947,-1.601,0.4,0.023,-0.043,0.003
01:43:57:117334,0.511184,-0.00587995,-0.11,-2.033,0.34,0.041,-0.021,0.002
01:43:57:137315,0.511207,-0.00681962,0.182,-2.195,0.442,0.047,-0.011,0.001
01:43:57:157393,0.511198,-0.00776181,0.572,-2.252,0.277,0.048,-0.001,0.005
01:43:57:177450,0.511186,-0.00870521,0.873,-2.71,0.693,0.061,0.011,0.001
01:43:57:197589,0.5112,-0.0096493,1.081,-2.826,0.724,0.067,0.018,0
01:43:57:217556,0.51121,-0.0105931,1.481,-2.847,0.466,0.071,0.03,0.005
01:43:57:237690,0.511189,-0.0115346,1.986,-2.34,0.906,0.051,0.045,0.005
