Time,X,Y,Fx,Fy,Fz,Mx,My,Mz
13:45:55:101259,0.511182,-0.00272118,-45.656,10.566,-10.733,0.061,-0.588,-0.283
13:45:55:121433,0.511182,-0.00268831,-46.098,10.938,-10.758,0.058,-0.593,-0.29
13:45:55:141560,0.511182,-0.00267737,-46.185,11.039,-10.952,0.057,-0.596,-0.285
13:45:55:161561,0.511182,-0.00268831,-46.09,10.88,-10.907,0.06,-0.594,-0.283
13:45:55:181682,0.511182,-0.00272118,-46.144,10.448,-10.783,0.067,-0.598,-0.286
13:45:55:201669,0.511183,-0.00277611,-46.009,10.727,-11.3,0.064,-0.594,-0.276
13:45:55:221679,0.511183,-0.00285246,-46.218,10.931,-10.548,0.059,-0.601,-0.289
13:45:55:241794,0.511184,-0.00295042,-46.489,11.146,-11.324,0.063,-0.617,-0.298
13:45:55:261948,0.511184,-0.0030692,-46.592,10.905,-10.905,0.07,-0.639,-0.307
13:45:55:281927,0.511185,-0.00320875,-45.649,10.694,-11.178,0.066,-0.646,-0.273
13:45:55:301855,0.511186,-0.00336868,-43.71,10.3,-10.586,0.063,-0.643,-0.217
13:45:55:322046,0.511186,-0.00354811,-40.886,8.982,-8.748,0.03,-0.601,-0.154
13:45:55:342034,0.511187,-0.00374649,-38.609,8.981,-9.039,0.041,-0.552,-0.127
13:45:55:362164,0.511187,-0.00396344,-36.28,7.34,-7.618,0.03,-0.529,-0.104
13:45:55:382297,0.511188,-0.00419783,-33.702,6.919,-7.11,0.022,-0.521,-0.021
13:45:55:402286,0.511188,-0.004446,-31.994,6.447,-6.533,0.009,-0.52,-0.025
13:45:55:422439,0.511188,-0.00471672,-29.267,6.102,-6.217,0.02,-0.462,0
13:45:55:442417,0.511187,-0.00499908,-26.687,4.805,-4.794,-0.005,-0.428,0.012
13:45:55:462378,0.511187,-0.00529565,-24.283,4.325,-4.622,0.011,-0.403,0.032
13:45:55:482557,0.511186,-0.00560522,-22.067,3.402,-3.263,-0.015,-0.372,0.056
13:45:55:502527,0.511184,-0.00592707,-19.453,3.251,-2.983,-0.026,-0.339,0.063
13:45:55:522666,0.511212,-0.0062602,-17.316,2.609,-2.789,-0.007,-0.307,0.074
13:45:55:542675,0.511209,-0.00660268,-15.341,1.755,-1.658,-0.031,-0.254,0.041
13:45:55:562786,0.511206,-0.00695415,-11.713,0.448,-0.676,-0.037,-0.189,0.09
13:45:55:582779,0.511203,-0.00731285,-9.661,0.295,-0.179,-0.04,-0.176,0.112
13:45:55:602892,0.511199,-0.0076781,-7.582,-0.444,-0.321,-0.01,-0.158,0.123
13:45:55:622938,0.511195,-0.00804856,-4.825,-0.91,-0.463,0.01,-0.121,0.157
13:45:55:643029,0.51119,-0.00842233,-2.517,-2.06,0.894,0,-0.098,0.17
13:45:55:663034,0.511185,-0.00879892,-0.297,-2.406,1.337,-0.02,-0.068,0.203
13:45:55:683110,0.511208,-0.00917749,2.222,-2.785,2.273,-0.035,-0.04,0.221
13:45:55:703150,0.511201,-0.00955506,4.818,-3.104,2.891,-0.054,0,0.26
13:45:55:723314,0.511194,-0.00993173,7.885,-4.327,4.109,-0.068,0.007,0.321
13:45:55:743408,0.511187,-0.0103056,9.586,-4.747,4.875,-0.071,-0.013,0.316
13:45:55:763396,0.511208,-0.0106763,11.145,-4.655,4.383,-0.044,0.011,0.314
13:45:55:783545,0.5112,-0.0110417,14.115,-5.346,4.564,-0.032,0.057,0.322
13:45:55:803465,0.511192,-0.0114004,16.378,-5.578,5.756,-0.061,0.095,0.348
13:45:55:823648,0.511183,-0.0117514,18.464,-6.754,6.871,-0.077,0.129,0.369
13:45:55:843658,0.511204,-0.0120947,21.444,-6.875,6.296,-0.052,0.174,0.4
13:45:55:863790,0.511194,-0.0124269,22.208,-6.784,6.71,-0.066,0.209,0.371
13:45:55:883765,0.511185,-0.0127484,25.992,-7.431,7.65,-0.087,0.307,0.428
13:45:55:903824,0.511206,-0.0130591,28.262,-8.329,8.257,-0.071,0.348,0.457
13:45:55:923894,0.511197,-0.0133554,29.908,-8.569,8.155,-0.051,0.377,0.452
13:45:55:943854,0.511188,-0.0136377,31.901,-7.985,8.431,-0.051,0.412,0.46
13:45:55:964035,0.511209,-0.0139056,33.707,-8.194,7.889,-0.014,0.446,0.449
13:45:55:984135,0.5112,-0.0141565,35.161,-7.99,8.311,-0.024,0.472,0.451
13:45:56:4128,0.511191,-0.0143907,37.043,-8.224,7.546,0.021,0.51,0.443
13:45:56:24083,0.511183,-0.0146077,38.529,-8.406,8.293,0.01,0.54,0.444
13:45:56:44282,0.511207,-0.0148066,40.219,-7.451,7.436,0.046,0.566,0.433
13:45:56:64403,0.5112,-0.0149856,41.106,-7.872,7.785,0.032,0.58,0.442
13:45:56:84376,0.511194,-0.0151453,42.822,-7.903,8.462,0.043,0.627,0.434
13:45:56:104508,0.511189,-0.0152848,43.831,-7.722,7.62,0.052,0.645,0.434
13:45:56:124547,0.511184,-0.0154037,44.677,-7.917,8.368,0.055,0.656,0.443
13:45:56:144582,0.51121,-0.0155025,45.795,-7.788,8.347,0.062,0.679,0.444
13:45:56:164775,0.511207,-0.0155787,46.619,-7.67,8.154,0.071,0.693,0.448
13:45:56:184702,0.511205,-0.0156337,45.918,-7.242,7.688,0.071,0.676,0.418
13:45:56:204890,0.511204,-0.0156663,45.473,-7.14,7.773,0.068,0.664,0.418
13:45:56:224807,0.511203,-0.0156777,46.4,-7.003,7.458,0.081,0.68,0.441
13:45:56:245007,0.511204,-0.0156663,46.043,-6.734,7.151,0.089,0.669,0.421
13:45:56:265012,0.511205,-0.0156337,46.178,-7.019,7.331,0.096,0.675,0.431
13:45:56:285171,0.511207,-0.0155787,46.229,-7.051,7.092,0.096,0.674,0.432
13:45:56:305099,0.51121,-0.0155025,46.272,-7.094,7.217,0.092,0.679,0.431
13:45:56:325253,0.511184,-0.0154037,46.765,-7.148,7.395,0.087,0.697,0.449
13:45:56:345192,0.511189,-0.0152848,46.957,-7.111,7.284,0.084,0.714,0.449
13:45:56:365380,0.511194,-0.0151453,46.694,-7.16,7.389,0.082,0.73,0.439
13:45:56:385329,0.5112,-0.0149856,45.396,-6.882,6.849,0.091,0.732,0.394
13:45:56:405494,0.511207,-0.0148066,41.322,-5.254,4.896,0.119,0.674,0.267
13:45:56:425453,0.511183,-0.0146077,37.707,-3.936,2.972,0.152,0.616,0.2
13:45:56:445618,0.511191,-0.0143907,35.766,-4.172,2.723,0.176,0.579,0.181
13:45:56:465757,0.5112,-0.0141565,33.28,-2.998,1.842,0.188,0.54,0.165
13:45:56:485739,0.511209,-0.0139056,31.517,-3.198,1.239,0.199,0.521,0.158
13:45:56:505694,0.511188,-0.0136377,29.024,-2.389,0.959,0.202,0.479,0.13
13:45:56:525874,0.511197,-0.0133554,26.227,-1.912,-0.589,0.23,0.425,0.116
13:45:56:546003,0.511206,-0.0130591,23.992,-1.482,-0.275,0.207,0.39,0.102
13:45:56:566029,0.511185,-0.0127484,21.694,-0.747,-1.785,0.235,0.359,0.094
13:45:56:586130,0.511194,-0.0124269,18.96,-1.02,-1.16,0.206,0.301,0.074
13:45:56:606112,0.511204,-0.0120947,15.825,0.025,-1.746,0.203,0.246,0.062
13:45:56:626242,0.511183,-0.0117514,15.068,0.195,-2.436,0.201,0.223,0.115
13:45:56:646288,0.511192,-0.0114004,12.623,0.198,-2.209,0.188,0.171,0.098
13:45:56:666356,0.5112,-0.0110417,10.025,0.49,-2.482,0.187,0.139,0.087
13:45:56:686359,0.511208,-0.0106763,7.989,1.03,-2.93,0.183,0.115,0.073
13:45:56:706499,0.511187,-0.0103056,6.249,1.212,-2.787,0.154,0.109,0.072
13:45:56:726439,0.511194,-0.00993173,4.145,1.033,-2.737,0.144,0.095,0.065
13:45:56:746611,0.511201,-0.00955506,2.671,1.177,-3.036,0.132,0.071,0.082
13:45:56:766557,0.511208,-0.00917749,-0.886,0.825,-3.017,0.125,0.045,0.015
13:45:56:786737,0.511185,-0.00879892,-2.811,1.696,-3.287,0.094,0.024,0.018
13:45:56:806861,0.51119,-0.00842233,-4.92,1.946,-3.723,0.091,-0.01,0.01
13:45:56:826856,0.511195,-0.00804856,-7.226,1.554,-3.518,0.093,-0.044,-0.007
13:45:56:846879,0.511199,-0.0076781,-9.263,2.137,-4.68,0.115,-0.076,-0.002
13:45:56:866965,0.511203,-0.00731285,-11.439,2.532,-4.033,0.067,-0.105,-0.046
13:45:56:887100,0.511206,-0.00695415,-13.665,3.475,-4.074,0.036,-0.126,-0.045
13:45:56:907119,0.511209,-0.00660268,-16.08,3.698,-4.725,0.047,-0.171,-0.071
13:45:56:927292,0.511212,-0.0062602,-18.382,4.198,-5.229,0.058,-0.192,-0.086
13:45:56:947169,0.511184,-0.00592707,-20.455,4.371,-5.927,0.064,-0.215,-0.105
13:45:56:967371,0.511186,-0.00560522,-22.936,5.366,-6.878,0.095,-0.253,-0.123
13:45:56:987334,0.511187,-0.00529565,-25.935,5.352,-6.677,0.076,-0.304,-0.152
13:45:57:7479,0.511187,-0.00499908,-27.748,6.482,-7.841,0.097,-0.317,-0.131
13:45:57:27409,0.511188,-0.00471672,-29.614,6.248,-7.444,0.074,-0.354,-0.144
13:45:57:47551,0.511188,-0.004446,-31.87,6.819,-6.852,0.015,-0.389,-0.163
13:45:57:67580,0.511188,-0.00419783,-33.396,7.276,-7.535,0.043,-0.397,-0.167
13:45:57:87719,0.511187,-0.00396344,-35.432,7.606,-8.05,0.045,-0.438,-0.19
13:45:57:107681,0.511187,-0.00374649,-37.283,8.337,-8.653,0.056,-0.473,-0.198
13:45:57:127846,0.511186,-0.00354811,-38.286,7.725,-8.39,0.047,-0.458,-0.188
13:45:57:147773,0.511186,-0.00336868,-39.778,8.77,-9.324,0.051,-0.464,-0.228
13:45:57:167962,0.511185,-0.00320875,-41.732,9.157,-9.865,0.064,-0.479,-0.287
13:45:57:187912,0.511184,-0.0030692,-43.574,9.748,-10.338,0.075,-0.515,-0.309
13:45:57:208046,0.511184,-0.00295042,-46.046,10.427,-11.117,0.084,-0.588,-0.318
13:45:57:228040,0.511183,-0.00285246,-46.681,10.307,-11.33,0.089,-0.608,-0.299
13:45:57:248198,0.511183,-0.00277611,-46.751,10.709,-11.632,0.087,-0.596,-0.282
13:45:57:268341,0.511182,-0.00272118,-46.863,10.368,-11.214,0.08,-0.602,-0.257
13:45:57:288343,0.511182,-0.00268831,-46.934,10.271,-11.261,0.084,-0.61,-0.233
13:45:57:308462,0.511182,-0.00267737,-46.942,10.307,-11.113,0.084,-0.613,-0.227
13:45:57:328406,0.511182,-0.00268831,-46.88,10.296,-11.233,0.083,-0.614,-0.228
13:45:57:348588,0.511182,-0.00272118,-46.935,10.402,-10.96,0.081,-0.614,-0.23
13:45:57:368583,0.511183,-0.00277611,-46.87,10.123,-11.1,0.087,-0.616,-0.229
13:45:57:388707,0.511183,-0.00285246,-46.989,10.255,-11.269,0.087,-0.621,-0.233
13:45:57:408851,0.511184,-0.00295042,-47.302,10.318,-11.105,0.088,-0.637,-0.243
13:45:57:428829,0.511184,-0.0030692,-47.223,10.589,-11.781,0.09,-0.66,-0.237
13:45:57:448952,0.511185,-0.00320875,-46.268,10.261,-11.002,0.085,-0.666,-0.21
13:45:57:468891,0.511186,-0.00336868,-44.173,9.585,-10.638,0.084,-0.657,-0.145
13:45:57:489057,0.511186,-0.00354811,-42.596,8.622,-9.956,0.067,-0.621,-0.18
13:45:57:509081,0.511187,-0.00374649,-38.543,8.128,-8.952,0.057,-0.494,-0.157
13:45:57:529195,0.511187,-0.00396344,-36.114,7.028,-7.772,0.043,-0.48,-0.086
13:45:57:549211,0.511188,-0.00419783,-33.66,5.613,-6.646,0.029,-0.481,-0.028
13:45:57:569319,0.511188,-0.004446,-31.962,6.023,-6.83,0.034,-0.48,-0.01
13:45:57:589317,0.511188,-0.00471672,-29.074,4.836,-5.964,0.036,-0.421,-0.002
13:45:57:609458,0.511187,-0.00499908,-26.881,4.353,-4.663,0.007,-0.39,0.015
13:45:57:629446,0.511187,-0.00529565,-24.445,3.739,-4.721,0.026,-0.368,0.028
13:45:57:649564,0.511186,-0.00560522,-22.246,2.771,-3.359,-0.002,-0.334,0.054
13:45:57:669570,0.511184,-0.00592707,-19.458,2.592,-3.399,-0.002,-0.3,0.048
13:45:57:689703,0.511212,-0.0062602,-16.831,1.479,-2.549,0.013,-0.264,0.078
13:45:57:709691,0.511209,-0.00660268,-14.533,0.851,-1.512,-0.02,-0.235,0.098
13:45:57:729765,0.511206,-0.00695415,-12.025,0.081,-1.239,-0.016,-0.207,0.128
13:45:57:749937,0.511203,-0.00731285,-9.458,-0.47,-0.347,-0.018,-0.177,0.146
13:45:57:769947,0.511199,-0.0076781,-7.172,-1.088,-0.701,0.015,-0.15,0.17
13:45:57:790039,0.511195,-0.00804856,-4.662,-1.741,-0.354,0.025,-0.123,0.201
13:45:57:810057,0.51119,-0.00842233,-2.491,-2.644,0.599,0.015,-0.106,0.22
13:45:57:830195,0.511185,-0.00879892,-0.124,-2.965,1.252,-0.003,-0.069,0.245
13:45:57:850183,0.511208,-0.00917749,2.457,-3.262,2.022,-0.019,-0.039,0.26
13:45:57:870308,0.511201,-0.00955506,4.954,-3.658,2.787,-0.041,0,0.302
13:45:57:890255,0.511194,-0.00993173,8.001,-4.941,3.987,-0.054,0.001,0.351
13:45:57:910430,0.511187,-0.0103056,9.496,-4.975,4.673,-0.055,-0.019,0.337
13:45:57:930438,0.511208,-0.0106763,11.204,-5.1,3.884,-0.025,0.006,0.342
13:45:57:950623,0.5112,-0.0110417,14.078,-5.924,4.616,-0.015,0.049,0.346
13:45:57:970551,0.511192,-0.0114004,16.531,-6.235,5.421,-0.039,0.091,0.376
13:45:57:990676,0.511183,-0.0117514,18.715,-7.35,6.546,-0.052,0.128,0.383
13:45:58:10683,0.511204,-0.0120947,21.619,-7.391,6.228,-0.03,0.175,0.405
13:45:58:30789,0.511194,-0.0124269,22.108,-7.461,6.655,-0.042,0.199,0.369
13:45:58:50795,0.511185,-0.0127484,25.705,-7.698,7.231,-0.059,0.306,0.415
13:45:58:70910,0.511206,-0.0130591,27.913,-8.682,7.864,-0.035,0.347,0.424
13:45:58:90942,0.511197,-0.0133554,29.456,-8.599,7.68,-0.025,0.373,0.418
13:45:58:111048,0.511188,-0.0136377,31.467,-8.358,7.914,-0.024,0.406,0.434
13:45:58:131063,0.511209,-0.0139056,33.338,-8.611,7.997,0.003,0.443,0.426
13:45:58:151150,0.5112,-0.0141565,34.989,-8.446,8.077,-0.012,0.471,0.439
13:45:58:171127,0.511191,-0.0143907,36.906,-8.662,7.607,0.031,0.513,0.435
13:45:58:191247,0.511183,-0.0146077,38.546,-8.858,8.622,0.018,0.544,0.439
13:45:58:211293,0.511207,-0.0148066,39.989,-8.08,7.631,0.054,0.565,0.429
13:45:58:231466,0.5112,-0.0149856,40.965,-8.455,7.961,0.042,0.579,0.443
13:45:58:251546,0.511194,-0.0151453,42.816,-8.663,8.283,0.053,0.629,0.444
13:45:58:271553,0.511189,-0.0152848,43.885,-8.377,8.329,0.058,0.648,0.44
13:45:58:291459,0.511184,-0.0154037,44.633,-8.571,8.396,0.059,0.656,0.453
13:45:58:311655,0.51121,-0.0155025,45.683,-8.405,8.395,0.066,0.676,0.453
13:45:58:331895,0.511207,-0.0155787,46.562,-8.354,8.134,0.075,0.69,0.461
13:45:58:351805,0.511205,-0.0156337,45.931,-7.977,8.022,0.073,0.674,0.433
13:45:58:371714,0.511204,-0.0156663,45.525,-7.883,8.007,0.07,0.663,0.434
13:45:58:391853,0.511203,-0.0156777,46.402,-7.697,7.796,0.084,0.68,0.455
13:45:58:411900,0.511204,-0.0156663,45.968,-7.463,7.265,0.093,0.666,0.434
13:45:58:432055,0.511205,-0.0156337,46.238,-7.786,7.348,0.1,0.673,0.447
13:45:58:452028,0.511207,-0.0155787,46.279,-7.689,7.163,0.097,0.673,0.448
13:45:58:472168,0.51121,-0.0155025,46.373,-7.784,7.323,0.094,0.68,0.45
13:45:58:492091,0.511184,-0.0154037,46.753,-7.9,7.46,0.089,0.699,0.465
13:45:58:512226,0.511189,-0.0152848,46.895,-7.822,7.511,0.087,0.716,0.461
13:45:58:532256,0.511194,-0.0151453,46.384,-7.843,7.339,0.086,0.728,0.445
13:45:58:552394,0.5112,-0.0149856,44.754,-7.38,6.763,0.099,0.723,0.387
13:45:58:572381,0.511207,-0.0148066,40.555,-5.681,4.584,0.129,0.664,0.261
13:45:58:592508,0.511183,-0.0146077,37.586,-4.908,3.992,0.153,0.619,0.21
13:45:58:612513,0.511191,-0.0143907,35.805,-4.887,3.129,0.183,0.582,0.201
13:45:58:632622,0.5112,-0.0141565,33.277,-3.748,1.777,0.195,0.539,0.176
13:45:58:652811,0.511209,-0.0139056,31.479,-3.731,1.241,0.209,0.526,0.171
13:45:58:672760,0.511188,-0.0136377,29.065,-3.201,0.86,0.207,0.478,0.141
13:45:58:692748,0.511197,-0.0133554,26.474,-2.774,-0.317,0.241,0.43,0.123
13:45:58:712844,0.511206,-0.0130591,24.174,-2.25,-0.342,0.218,0.394,0.11
13:45:58:733035,0.511185,-0.0127484,21.94,-1.563,-1.436,0.248,0.368,0.097
13:45:58:753020,0.511194,-0.0124269,19.126,-1.721,-0.892,0.221,0.307,0.073
13:45:58:773178,0.511204,-0.0120947,15.835,-0.709,-1.775,0.216,0.252,0.062
13:45:58:793122,0.511183,-0.0117514,15.147,-0.451,-1.985,0.216,0.231,0.105
13:45:58:813270,0.511192,-0.0114004,12.786,-0.484,-1.956,0.208,0.179,0.094
13:45:58:833262,0.5112,-0.0110417,10.194,-0.13,-2.238,0.199,0.144,0.085
13:45:58:853206,0.511208,-0.0106763,8.047,0.451,-2.828,0.198,0.12,0.067
13:45:58:873407,0.511187,-0.0103056,6.294,0.728,-3.184,0.181,0.114,0.069
13:45:58:893513,0.511194,-0.00993173,4.188,0.653,-2.873,0.166,0.101,0.057
13:45:58:913510,0.511201,-0.00955506,2.581,0.761,-2.841,0.154,0.077,0.07
13:45:58:933636,0.511208,-0.00917749,-0.877,0.464,-3.087,0.147,0.048,0.007
13:45:58:953753,0.511185,-0.00879892,-2.84,1.297,-3.611,0.121,0.029,0.011
13:45:58:973729,0.51119,-0.00842233,-4.905,1.53,-3.652,0.116,-0.006,0.001
13:45:58:993878,0.511195,-0.00804856,-7.331,1.088,-3.857,0.114,-0.041,-0.016
13:45:59:13937,0.511199,-0.0076781,-9.437,1.733,-4.964,0.135,-0.077,-0.011
13:45:59:34005,0.511203,-0.00731285,-11.637,2.093,-4.04,0.077,-0.106,-0.056
13:45:59:54007,0.511206,-0.00695415,-13.841,3.001,-4.461,0.052,-0.125,-0.048
13:45:59:74141,0.511209,-0.00660268,-16.258,3.224,-4.682,0.06,-0.172,-0.076
13:45:59:94070,0.511212,-0.0062602,-18.508,3.628,-5.169,0.071,-0.191,-0.091
13:45:59:114238,0.511184,-0.00592707,-20.536,3.882,-5.77,0.078,-0.214,-0.107
13:45:59:134234,0.511186,-0.00560522,-23.029,4.788,-6.852,0.107,-0.255,-0.127
13:45:59:154315,0.511187,-0.00529565,-25.658,4.855,-6.656,0.089,-0.304,-0.146
13:45:59:174373,0.511187,-0.00499908,-28.113,5.855,-8.17,0.11,-0.328,-0.14
13:45:59:194514,0.511188,-0.00471672,-29.807,5.886,-7.322,0.082,-0.359,-0.146
13:45:59:214506,0.511188,-0.004446,-31.934,6.127,-6.675,0.033,-0.389,-0.163
13:45:59:234625,0.511188,-0.00419783,-33.367,6.762,-7.45,0.054,-0.394,-0.165
13:45:59:254540,0.511187,-0.00396344,-35.495,7.162,-8.314,0.062,-0.438,-0.186
13:45:59:274736,0.511187,-0.00374649,-37.261,7.745,-8.766,0.069,-0.474,-0.196
13:45:59:294687,0.511186,-0.00354811,-38.253,7.298,-8.412,0.059,-0.462,-0.188
13:45:59:314882,0.511186,-0.00336868,-40.021,8.322,-9.055,0.064,-0.468,-0.237
13:45:59:334871,0.511185,-0.00320875,-41.614,8.599,-10.182,0.076,-0.477,-0.28
13:45:59:354982,0.511184,-0.0030692,-43.52,9.174,-10.242,0.089,-0.517,-0.308
13:45:59:374947,0.511184,-0.00295042,-45.935,9.918,-11.649,0.097,-0.595,-0.309
13:45:59:395113,0.511183,-0.00285246,-46.696,9.978,-11.171,0.1,-0.617,-0.289
13:45:59:415066,0.511183,-0.00277611,-46.635,10.17,-11.491,0.099,-0.605,-0.27
13:45:59:435259,0.511182,-0.00272118,-46.734,9.855,-11.114,0.092,-0.608,-0.248
13:45:59:455176,0.511182,-0.00268831,-46.92,9.77,-11.036,0.096,-0.614,-0.232
13:45:59:475405,0.511182,-0.00267737,-46.799,9.864,-11.459,0.097,-0.616,-0.226
13:45:59:495309,0.511182,-0.00268831,-46.872,9.915,-11.347,0.094,-0.618,-0.228
13:45:59:515431,0.511182,-0.00272118,-46.764,10.003,-11.166,0.093,-0.618,-0.227
13:45:59:535612,0.511183,-0.00277611,-46.839,9.807,-11.161,0.097,-0.617,-0.227
13:45:59:555616,0.511183,-0.00285246,-46.935,9.859,-11.318,0.096,-0.624,-0.231
13:45:59:575727,0.511184,-0.00295042,-47.118,10.077,-11.295,0.097,-0.639,-0.24
13:45:59:595732,0.511184,-0.0030692,-47.201,10.205,-11.531,0.099,-0.661,-0.241
13:45:59:615856,0.511185,-0.00320875,-46.136,9.982,-11.257,0.094,-0.67,-0.206
13:45:59:635851,0.511186,-0.00336868,-43.972,9.214,-10.719,0.095,-0.662,-0.142
13:45:59:655999,0.511186,-0.00354811,-42.466,8.029,-9.337,0.072,-0.626,-0.176
13:45:59:675918,0.511187,-0.00374649,-38.44,8.019,-9.362,0.066,-0.491,-0.154
13:45:59:696081,0.511187,-0.00396344,-35.827,6.458,-7.692,0.049,-0.477,-0.085
13:45:59:716060,0.511188,-0.00419783,-33.534,5.369,-6.958,0.041,-0.484,-0.03
13:45:59:736273,0.511188,-0.004446,-32.034,5.632,-6.779,0.041,-0.484,-0.017
13:45:59:756172,0.511188,-0.00471672,-29.067,4.537,-5.843,0.042,-0.424,-0.011
13:45:59:776331,0.511187,-0.00499908,-26.685,4.148,-4.715,0.018,-0.387,0.009
13:45:59:796325,0.511187,-0.00529565,-24.332,3.413,-4.687,0.034,-0.369,0.019
13:45:59:816478,0.511186,-0.00560522,-22.325,2.531,-3.728,0.013,-0.341,0.036
13:45:59:836481,0.511184,-0.00592707,-19.28,2.162,-3.502,0.006,-0.301,0.043
13:45:59:856574,0.511212,-0.0062602,-16.76,1.433,-2.992,0.029,-0.264,0.077
13:45:59:876576,0.511209,-0.00660268,-14.528,0.401,-1.671,-0.006,-0.243,0.088
13:45:59:896719,0.511206,-0.00695415,-11.988,-0.175,-1.1,-0.004,-0.209,0.124
13:45:59:916843,0.511203,-0.00731285,-9.605,-0.671,-0.669,-0.003,-0.182,0.138
13:45:59:936843,0.511199,-0.0076781,-7.353,-1.339,-0.681,0.019,-0.155,0.161
13:45:59:956780,0.511195,-0.00804856,-4.776,-2.013,-0.555,0.036,-0.127,0.195
13:45:59:976983,0.51119,-0.00842233,-2.584,-2.976,0.741,0.025,-0.106,0.21
13:45:59:996902,0.511185,-0.00879892,-0.276,-3.258,1.018,0.005,-0.071,0.243
13:46:00:17088,0.511208,-0.00917749,2.275,-3.64,2.105,-0.01,-0.046,0.253
13:46:00:37085,0.511201,-0.00955506,4.759,-3.977,2.93,-0.033,-0.004,0.295
13:46:00:57211,0.511194,-0.00993173,7.954,-5.204,4.028,-0.045,-0.001,0.354
13:46:00:77286,0.511187,-0.0103056,9.379,-5.469,4.84,-0.046,-0.024,0.341
13:46:00:97356,0.511208,-0.0106763,11.139,-5.429,3.996,-0.02,0.006,0.347
13:46:00:117458,0.5112,-0.0110417,14.009,-6.219,4.599,-0.004,0.048,0.354
13:46:00:137454,0.511192,-0.0114004,16.396,-6.594,5.442,-0.028,0.089,0.38
13:46:00:157585,0.511183,-0.0117514,18.509,-7.663,6.56,-0.043,0.125,0.384
13:46:00:177601,0.511204,-0.0120947,21.33,-7.669,6.291,-0.02,0.173,0.401
13:46:00:197524,0.511194,-0.0124269,22.005,-7.785,6.774,-0.031,0.195,0.368
13:46:00:217708,0.511185,-0.0127484,25.339,-7.893,7.032,-0.047,0.3,0.41
13:46:00:237826,0.511206,-0.0130591,27.844,-8.753,7.613,-0.023,0.348,0.414
13:46:00:257771,0.511197,-0.0133554,29.199,-8.746,7.684,-0.015,0.372,0.408
13:46:00:277951,0.511188,-0.0136377,31.408,-8.614,7.973,-0.013,0.411,0.422
13:46:00:297932,0.511209,-0.0139056,33.294,-8.737,7.737,0.017,0.443,0.418
13:46:00:318051,0.5112,-0.0141565,34.845,-8.764,8.317,0,0.471,0.429
13:46:00:338076,0.511191,-0.0143907,36.818,-8.87,7.771,0.038,0.511,0.426
13:46:00:358188,0.511183,-0.0146077,38.423,-9.169,8.465,0.025,0.546,0.434
13:46:00:378130,0.511207,-0.0148066,39.861,-8.183,6.994,0.063,0.563,0.43
13:46:00:398270,0.5112,-0.0149856,40.835,-8.922,8.204,0.046,0.577,0.442
13:46:00:418337,0.511194,-0.0151453,42.855,-8.786,8.373,0.054,0.63,0.448
